id,start_time,origin,destination,kind
1189,2054,4,20,Human
1190,2054,0,2,Human
1191,2055,11,20,Human
1192,2056,7,1,Human
1193,2056,0,2,Human
1194,2057,4,20,Human
1195,2057,7,10,Human
1196,2058,4,20,Human
1197,2059,16,10,Human
1198,2060,0,80,Human
1199,2060,0,3,Human
1200,2060,11,20,Human
1201,2061,4,20,Human
1202,2061,0,119,Human
1203,2062,0,3,Human
1204,2062,4,61,Human
1205,2063,144,2,Human
1206,2064,0,3,Human
1207,2064,4,60,Human
1208,2066,0,3,Human
1209,2066,0,3,Human
1210,2069,11,5,Human
1211,2069,0,3,Human
1212,2073,0,3,Human
1213,2076,0,20,Human
1214,2078,0,2,Human
1215,2078,11,20,Human
1216,2079,1,1,Human
1217,2079,0,2,Human
1218,2082,11,20,Human
1219,2084,11,20,Human
1220,2085,0,3,Human
1221,2086,13,10,Human
1222,2088,4,3,Human
1223,2090,8,9,Human
1224,2091,4,20,Human
1225,2092,8,9,Human
1226,2093,4,20,Human
1227,2093,8,9,Human
1228,2094,4,20,Human
1229,2096,4,2,Human
1230,2096,13,2,Human
1231,2106,145,10,Human
1232,2108,146,3,Human
1233,2109,1,10,Human
1234,2111,4,52,Human
1235,2113,111,2,Human
1236,2113,1,1,Human
1237,2116,92,3,Human
1238,2117,147,3,Human
1239,2120,8,71,Human
1240,2121,4,20,Human
1241,2125,8,9,Human
1242,2129,131,1,Human
1243,2130,148,10,Human
1244,2134,16,4,Human
1245,2135,7,9,Human
1246,2136,4,20,Human
1247,2139,0,3,Human
1248,2140,149,4,Human
1249,2142,11,20,Human
1250,2143,11,20,Human
1251,2144,4,5,Human
1252,2145,11,20,Human
1253,2152,1,1,Human
1254,2153,59,4,Human
1255,2153,16,13,Human
1256,2154,16,10,Human
1257,2158,11,20,Human
1258,2158,4,20,Human
1259,2160,4,20,Human
1260,2161,4,120,Human
1261,2168,11,20,Human
1262,2169,21,4,Human
1263,2169,0,3,Human
1264,2170,0,2,Human
1265,2175,4,20,Human
1266,2176,4,20,Human
1267,2180,1,10,Human
1268,2181,150,2,Human
1269,2182,0,2,Human
1270,2182,1,1,Human
1271,2183,151,2,Human
1272,2186,1,121,Human
1273,2188,1,10,Human
1274,2191,1,10,Human
1275,2191,0,2,Human
1276,2192,0,2,Human
1277,2194,1,1,Human
1278,2198,40,5,Human
1279,2199,113,10,Human
1280,2202,11,20,Human
1281,2208,11,3,Human
1282,2208,4,3,Human
1283,2210,0,122,Human
1284,2210,8,1,Human
1285,2213,21,4,Human
1286,2217,17,5,Human
1287,2220,152,123,Human
1288,2220,21,4,Human
1289,2221,16,10,Human
1290,2222,11,20,Human
1291,2223,16,10,Human
1292,2225,16,124,Human
1293,2226,11,4,Human
1294,2235,11,3,Human
1295,2236,11,20,Human
1296,2237,4,3,Human
1297,2238,16,1,Human
1298,2242,1,10,Human
1299,2243,8,2,Human
1300,2243,11,3,Human
1301,2244,1,1,Human
1302,2244,4,3,Human
1303,2245,11,3,Human
1304,2246,1,10,Human
1305,2248,1,10,Human
1306,2257,11,4,Human
1307,2261,4,5,Human
1308,2262,11,2,Human
1309,2262,4,3,Human
1310,2263,2,2,Human
1311,2264,4,3,Human
1312,2266,11,3,Human
1313,2268,11,2,Human
1314,2269,8,1,Human
1315,2277,16,9,Human
1316,2286,153,3,Human
1317,2291,8,1,Human
1318,2292,92,3,Human
1319,2294,0,2,Human
1320,2295,131,1,Human
1321,2296,0,2,Human
1322,2299,11,2,Human
1323,2300,92,5,Human
1324,2301,8,125,Human
1325,2301,4,3,Human
1326,2303,4,5,Human
1327,2304,0,3,Human
1328,2304,0,2,Human
1329,2304,4,2,Human
1330,2307,8,126,Human
1331,2307,0,2,Human
1332,2307,4,5,Human
1333,2309,0,2,Human
1334,2309,17,3,Human
1335,2310,154,10,Human
1336,2310,8,76,Human
1337,2311,17,5,Human
1338,2313,11,52,Human
1339,2314,21,10,Human
1340,2316,11,3,Human
1341,2318,4,5,Human
1342,2318,11,3,Human
1343,2318,24,1,Human
1344,2319,21,10,Human
1345,2321,24,1,Human
1346,2321,16,127,Human
1347,2321,11,3,Human
1348,2321,0,3,Human
1349,2327,17,5,Human
1350,2330,11,4,Human
1351,2332,11,5,Human
1352,2332,4,3,Human
1353,2333,17,5,Human
1354,2334,4,3,Human
1355,2334,17,5,Human
1356,2335,4,5,Human
1357,2336,42,22,Human
1358,2339,16,56,Human
1359,2340,17,5,Human
1360,2341,17,5,Human
1361,2343,11,3,Human
1362,2343,17,5,Human
1363,2343,4,3,Human
1364,2344,125,10,Human
1365,2345,4,3,Human
1366,2346,4,2,Human
1367,2347,44,1,Human
1368,2348,155,10,Human
1369,2349,4,2,Human
1370,2350,66,1,Human
1371,2350,156,5,Human
1372,2352,4,3,Human
1373,2356,21,76,Human
1374,2357,4,2,Human
1375,2363,20,12,Human
1376,2363,4,22,Human
1377,2368,62,20,Human
1378,2372,21,5,Human
1379,2374,4,3,Human
1380,2377,4,2,Human
1381,2379,4,3,Human
1382,2380,4,2,Human
1383,2382,157,3,Human
1384,2384,4,128,Human
1385,2387,85,5,Human
1386,2387,105,1,Human
1387,2390,8,1,Human
1388,2401,0,2,Human
1389,2402,158,10,Human
1390,2409,4,3,Human
1391,2411,4,3,Human
1392,2411,21,112,Human
1393,2412,4,3,Human
1394,2413,0,2,Human
1395,2414,11,3,Human
1396,2414,4,3,Human
1397,2418,0,12,Human
1398,2423,17,5,Human
1399,2426,4,4,Human
1400,2428,13,4,Human
1401,2435,17,5,Human
1402,2437,159,12,Human
1403,2437,2,2,Human
1404,2438,116,2,Human
1405,2439,160,1,Human
1406,2440,4,3,Human
1407,2442,4,74,Human
1408,2448,11,129,Human
1409,2449,17,2,Human
1410,2453,0,2,Human
1411,2454,8,130,Human
1412,2454,17,12,Human
1413,2466,161,5,Human
1414,2469,8,4,Human
1415,2480,13,131,Human
1416,2484,17,5,Human
1417,2485,17,2,Human
1418,2486,4,4,Human
1419,2487,4,3,Human
1420,2487,17,3,Human
1421,2489,4,2,Human
1422,2490,4,20,Human
1423,2492,16,10,Human
1424,2494,16,10,Human
1425,2496,11,2,Human
1426,2496,0,3,Human
1427,2496,17,2,Human
1428,2501,13,4,Human
1429,2502,51,10,Human
1430,2504,17,2,Human
1431,2505,162,2,Human
1432,2509,4,3,Human
1433,2510,123,3,Human
1434,2510,4,20,Human
1435,2512,4,20,Human
1436,2512,11,3,Human
1437,2517,11,20,Human
1438,2517,0,2,Human
1439,2518,11,20,Human
1440,2518,17,22,Human
1441,2520,1,1,Human
1442,2520,0,3,Human
1443,2521,144,3,Human
1444,2523,11,4,Human
1445,2526,0,2,Human
1446,2528,17,5,Human
1447,2531,4,20,Human
1448,2531,4,3,Human
1449,2534,1,1,Human
1450,2535,17,16,Human
1451,2539,163,3,Human
1452,2540,11,4,Human
1453,2543,8,10,Human
1454,2544,164,16,Human
1455,2544,8,10,Human
1456,2547,8,10,Human
1457,2549,120,5,Human
1458,2549,0,3,Human
1459,2550,72,3,Human
1460,2550,4,3,Human
1461,2551,165,3,Human
1462,2553,4,4,Human
1463,2559,4,3,Human
1464,2560,26,20,Human
1465,2560,4,3,Human
1466,2564,166,132,Human
1467,2566,11,2,Human
1468,2570,17,3,Human
1469,2570,8,10,Human
1470,2572,167,5,Human
1471,2575,4,128,Human
1472,2576,8,10,Human
1473,2577,8,10,Human
1474,2578,8,10,Human
1475,2579,39,20,Human
1476,2579,8,10,Human
1477,2588,0,2,Human
1478,2588,4,3,Human
1479,2590,21,10,Human
1480,2590,4,3,Human
1481,2592,4,20,Human
1482,2592,21,4,Human
1483,2592,17,3,Human
1484,2593,4,20,Human
1485,2595,4,2,Human
1486,2596,4,20,Human
1487,2597,168,3,Human
1488,2598,11,99,Human
1489,2598,17,3,Human
1490,2601,11,4,Human
1491,2601,17,76,Human
1492,2605,169,1,Human
1493,2609,4,20,Human
1494,2612,170,133,Human
1495,2612,55,16,Human
1496,2614,1,1,Human
1497,2618,11,20,Human
1498,2620,51,20,Human
1499,2621,11,2,Human
1500,2622,4,3,Human
1501,2625,4,3,Human
1502,2627,4,3,Human
1503,2629,171,2,Human
1504,2629,11,2,Human
1505,2631,11,2,Human
1506,2633,0,2,Human
1507,2636,11,2,Human
1508,2636,149,20,Human
1509,2637,0,2,Human
1510,2639,4,3,Human
1511,2642,0,2,Human
1512,2643,0,2,Human
1513,2645,7,9,Human
1514,2646,136,9,Human
1515,2646,11,20,Human
1516,2647,16,107,Human
1517,2647,7,47,Human
1518,2656,4,134,Human
1519,2656,17,12,Human
1520,2658,11,2,Human
1521,2659,1,1,Human
1522,2662,47,3,Human
1523,2664,8,9,Human
1524,2665,0,5,Human
1525,2666,21,4,Human
1526,2667,4,20,Human
1527,2669,4,3,Human
1528,2675,4,3,Human
1529,2676,8,10,Human
1530,2676,16,4,Human
1531,2677,172,2,Human
1532,2679,173,3,Human
1533,2681,11,2,Human
1534,2682,174,10,Human
1535,2683,11,20,Human
1536,2684,4,10,Human
1537,2684,166,135,Human
1538,2689,11,3,Human
1539,2689,4,20,Human
1540,2696,11,4,Human
1541,2698,1,1,Human
1542,2705,11,2,Human
1543,2709,175,12,Human
1544,2712,1,1,Human
1545,2715,4,20,Human
1546,2716,4,20,Human
1547,2717,16,52,Human
1548,2719,16,136,Human
1549,2721,16,9,Human
1550,2731,1,1,Human
1551,2733,1,1,Human
1552,2734,176,3,Human
1553,2735,7,9,Human
1554,2737,7,9,Human
1555,2738,1,73,Human
1556,2739,16,107,Human
1557,2742,16,137,Human
1558,2742,74,3,Human
1559,2743,177,3,Human
1560,2743,11,138,Human
1561,2746,7,4,Human
1562,2748,7,9,Human
1563,2751,0,3,Human
1564,2753,0,3,Human
1565,2754,7,10,Human
1566,2754,0,3,Human
1567,2755,0,123,Human
1568,2756,178,9,Human
1569,2756,7,4,Human
1570,2758,7,10,Human
1571,2759,21,139,Human
1572,2759,7,10,Human
1573,2764,16,4,Human
1574,2764,8,140,Human
1575,2765,21,141,Human
1576,2766,7,10,Human
1577,2768,11,20,Human
1578,2768,1,1,Human
1579,2770,1,142,Human
1580,2771,16,5,Human
1581,2771,4,2,Human
1582,2772,179,2,Human
1583,2772,4,3,Human
1584,2776,4,20,Human
1585,2777,4,20,Human
1586,2779,4,20,Human
1587,2780,16,9,Human
1588,2781,4,20,Human
1589,2782,4,20,Human
1590,2784,180,2,Human
1591,2784,4,20,Human
1592,2785,181,5,Human
1593,2785,0,143,Human
1594,2786,11,3,Human
1595,2787,4,20,Human
1596,2788,11,20,Human
1597,2788,4,3,Human
1598,2789,11,20,Human
1599,2791,11,20,Human
1600,2793,11,3,Human
1601,2794,11,3,Human
1602,2795,13,4,Human
1603,2796,11,3,Human
1604,2797,182,3,Human
1605,2798,4,3,Human
1606,2798,0,3,Human
1607,2798,11,3,Human
1608,2799,4,20,Human
1609,2801,4,3,Human
1610,2803,33,3,Human
1611,2803,4,3,Human
1612,2804,4,20,Human
1613,2806,4,3,Human
1614,2812,21,144,Human
1615,2814,183,10,Human
1616,2819,16,9,Human
1617,2821,1,1,Human
1618,2822,16,9,Human
1619,2825,11,2,Human
1620,2828,7,9,Human
1621,2832,1,1,Human
1622,2836,7,9,Human
1623,2838,7,10,Human
1624,2840,7,10,Human
1625,2843,7,9,Human
1626,2845,7,9,Human
1627,2848,7,145,Human
1628,2848,11,61,Human
1629,2849,16,76,Human
1630,2850,7,9,Human
1631,2850,8,146,Human
1632,2851,7,10,Human
1633,2853,7,4,Human
1634,2855,7,10,Human
1635,2857,4,3,Human
1636,2859,11,3,Human
1637,2860,184,1,Human
1638,2860,16,4,Human
1639,2862,11,3,Human
1640,2864,0,3,Human
1641,2865,11,3,Human
1642,2866,11,3,Human
1643,2867,0,12,Human
1644,2872,185,20,Human
1645,2872,11,3,Human
1646,2874,4,3,Human
1647,2874,11,3,Human
1648,2875,4,3,Human
1649,2876,8,2,Human
1650,2877,4,2,Human
1651,2878,4,3,Human
1652,2880,4,3,Human
1653,2884,11,3,Human
1654,2884,4,3,Human
1655,2886,4,3,Human
1656,2886,11,3,Human
1657,2889,11,2,Human
1658,2892,0,3,Human
1659,2895,0,3,Human
1660,2898,11,3,Human
1661,2899,186,3,Human
1662,2899,133,3,Human
1663,2900,0,3,Human
1664,2902,0,2,Human
1665,2904,4,3,Human
1666,2905,4,3,Human
1667,2908,0,3,Human
1668,2909,4,3,Human
1669,2909,16,10,Human
1670,2910,4,3,Human
1671,2911,13,4,Human
1672,2913,123,5,Human
1673,2913,4,147,Human
1674,2914,16,30,Human
1675,2915,1,1,Human
1676,2916,11,3,Human
1677,2918,11,3,Human
1678,2919,0,3,Human
1679,2921,4,148,Human
1680,2923,4,3,Human
1681,2925,7,9,Human
1682,2928,7,9,Human
1683,2930,11,5,Human
1684,2930,7,9,Human
1685,2931,11,149,Human
1686,2933,7,9,Human
1687,2934,4,2,Human
1688,2935,7,9,Human
1689,2935,17,5,Human
1690,2936,7,9,Human
1691,2938,8,65,Human
1692,2938,7,79,Human
1693,2940,27,2,Human
1694,2940,7,9,Human
1695,2941,16,150,Human
1696,2941,7,10,Human
1697,2943,7,4,Human
1698,2944,8,2,Human
1699,2944,4,4,Human
1700,2945,7,10,Human
1701,2946,11,3,Human
1702,2947,57,3,Human
1703,2948,7,10,Human
1704,2949,4,3,Human
1705,2950,4,3,Human
1706,2951,11,3,Human
1707,2951,4,3,Human
1708,2951,7,10,Human
1709,2953,11,151,Human
1710,2953,4,3,Human
1711,2953,7,9,Human
1712,2955,7,10,Human
1713,2957,11,3,Human
1714,2958,7,9,Human
1715,2960,7,9,Human
1716,2960,4,3,Human
1717,2962,11,3,Human
1718,2962,7,9,Human
1719,2962,4,3,Human
1720,2964,7,10,Human
1721,2965,11,3,Human
1722,2966,7,10,Human
1723,2967,7,9,Human
1724,2968,4,3,Human
1725,2968,16,152,Human
1726,2971,105,73,Human
1727,2971,11,69,Human
1728,2972,4,3,Human
1729,2973,187,10,Human
1730,2978,11,3,Human
1731,2978,0,3,Human
1732,2981,11,3,Human
1733,2982,1,1,Human
1734,2982,0,2,Human
1735,2983,11,3,Human
1736,2986,11,3,Human
1737,2986,4,3,Human
1738,2986,0,3,Human
1739,2988,11,3,Human
1740,2990,11,3,Human
1741,2991,0,5,Human
1742,2992,0,2,Human
1743,2995,17,5,Human
1744,2997,31,3,Human
1745,3000,11,3,Human
1746,3001,11,3,Human
1747,3003,188,3,Human
1748,3003,189,5,Human
1749,3004,0,2,Human
1750,3007,11,3,Human
1751,3008,4,3,Human
1752,3010,4,3,Human
1753,3011,4,3,Human
1754,3016,34,9,Human
1755,3016,190,3,Human
1756,3017,0,3,Human
1757,3018,0,153,Human
1758,3024,0,2,Human
1759,3029,21,5,Human
1760,3029,4,3,Human
1761,3030,11,3,Human
1762,3036,11,3,Human
1763,3044,11,3,Human
1764,3046,11,3,Human
1765,3047,4,3,Human
1766,3047,8,2,Human
1767,3052,11,3,Human
1768,3052,4,3,Human
1769,3054,4,3,Human
1770,3054,11,5,Human
1771,3055,191,52,Human
1772,3055,11,3,Human
1773,3056,192,10,Human
1774,3057,37,20,Human
1775,3058,0,3,Human
1776,3061,4,3,Human
1777,3063,13,116,Human
1778,3069,11,3,Human
1779,3070,11,3,Human
1780,3072,4,3,Human
1781,3073,17,22,Human
1782,3074,4,3,Human
1783,3075,4,3,Human
1784,3076,11,154,Human
1785,3077,4,3,Human
1786,3078,11,2,Human
1787,3080,8,48,Human
1788,3084,11,3,Human
1789,3093,4,2,Human
1790,3098,4,20,Human
1791,3099,13,155,Human
1792,3107,11,3,Human
1793,3107,4,20,Human
1794,3109,4,20,Human
1795,3111,1,156,Human
1796,3111,8,9,Human
1797,3115,0,3,Human
1798,3120,193,3,Human
1799,3120,49,3,Human
1800,3124,4,2,Human
1801,3126,4,20,Human
1802,3129,194,157,Human
1803,3132,17,33,Human
1804,3134,0,3,Human
1805,3135,11,20,Human
1806,3139,11,20,Human
1807,3141,11,20,Human
1808,3144,123,3,Human
1809,3145,11,20,Human
1810,3146,4,20,Human
1811,3148,13,158,Human
1812,3149,11,20,Human
1813,3151,4,20,Human
1814,3152,11,20,Human
1815,3154,17,5,Human
1816,3164,57,4,Human
1817,3164,0,2,Human
1818,3164,4,4,Human
1819,3166,55,3,Human
1820,3166,11,20,Human
1821,3167,195,9,Human
1822,3167,164,9,Human
1823,3168,1,1,Human
1824,3171,1,1,Human
1825,3179,196,9,Human
1826,3188,4,20,Human
1827,3189,4,20,Human
1828,3197,8,9,Human
1829,3198,197,2,Human
1830,3200,13,2,Human
1831,3207,8,10,Human
1832,3210,16,10,Human
1833,3213,172,3,Human
1834,3213,16,5,Human
1835,3214,155,4,Human
1836,3215,11,20,Human
1837,3217,0,159,Human
1838,3220,198,5,Human
1839,3220,11,20,Human
1840,3221,143,10,Human
1841,3227,11,20,Human
1842,3227,64,10,Human
1843,3228,4,20,Human
1844,3229,14,5,Human
1845,3229,4,20,Human
1846,3230,118,10,Human
1847,3231,4,20,Human
1848,3233,199,3,Human
1849,3237,4,2,Human
1850,3239,4,20,Human
1851,3242,0,119,Human
1852,3248,11,4,Human
1853,3252,4,20,Human
1854,3255,71,16,Human
1855,3257,200,2,Human
1856,3257,17,20,Human
1857,3262,4,20,Human
1858,3262,8,76,Human
1859,3263,8,157,Human
1860,3264,1,1,Human
1861,3273,4,20,Human
1862,3274,4,20,Human
1863,3277,4,3,Human
1864,3281,0,2,Human
1865,3282,11,4,Human
1866,3296,0,2,Human
1867,3298,8,64,Human
1868,3301,11,20,Human
1869,3305,201,2,Human
1870,3306,11,20,Human
1871,3310,11,20,Human
1872,3314,24,10,Human
1873,3318,16,160,Human
1874,3330,0,2,Human
1875,3330,4,4,Human
1876,3332,4,20,Human
1877,3333,76,2,Human
1878,3333,0,12,Human
1879,3333,4,20,Human
1880,3338,4,20,Human
1881,3339,0,3,Human
1882,3339,0,161,Human
1883,3340,4,20,Human
1884,3341,0,2,Human
1885,3341,81,2,Human
1886,3342,21,2,Human
1887,3342,37,16,Human
1888,3345,202,2,Human
1889,3349,203,2,Human
1890,3358,4,3,Human
1891,3359,4,20,Human
1892,3364,40,2,Human
1893,3365,11,2,Human
1894,3366,42,20,Human
1895,3369,4,3,Human
1896,3371,126,2,Human
1897,3371,4,20,Human
1898,3377,8,4,Human
1899,3381,8,9,Human
1900,3383,4,20,Human
1901,3384,17,16,Human
1902,3385,33,5,Human
1903,3388,8,9,Human
1904,3389,4,106,Human
1905,3391,8,9,Human
1906,3392,204,2,Human
1907,3393,1,10,Human
1908,3394,8,2,Human
1909,3401,205,2,Human
1910,3403,4,3,Human
1911,3404,13,162,Human
1912,3406,11,20,Human
1913,3414,4,3,Human
1914,3416,11,3,Human
1915,3417,4,3,Human
1916,3418,11,3,Human
1917,3421,4,3,Human
1918,3421,11,3,Human
1919,3423,206,5,Human
1920,3423,4,3,Human
1921,3423,11,3,Human
1922,3425,11,3,Human
1923,3428,11,2,Human
1924,3432,0,12,Human
1925,3440,8,9,Human
1926,3440,17,5,Human
1927,3441,8,85,Human
1928,3441,0,3,Human
1929,3442,8,10,Human
1930,3442,17,5,Human
1931,3443,8,9,Human
1932,3443,4,3,Human
1933,3444,8,10,Human
1934,3444,17,5,Human
1935,3445,4,3,Human
1936,3447,4,3,Human
1937,3447,0,3,Human
1938,3448,8,163,Human
1939,3449,0,2,Human
1940,3450,196,5,Human
1941,3450,4,3,Human
1942,3451,0,3,Human
1943,3452,1,1,Human
1944,3453,207,2,Human
1945,3453,4,3,Human
1946,3454,8,9,Human
1947,3458,8,9,Human
1948,3461,8,10,Human
1949,3463,11,2,Human
1950,3463,8,9,Human
1951,3464,8,10,Human
1952,3465,4,3,Human
1953,3468,21,158,Human
1954,3471,4,3,Human
1955,3477,11,3,Human
1956,3482,16,164,Human
1957,3482,0,12,Human
1958,3483,16,119,Human
1959,3484,203,4,Human
1960,3484,208,3,Human
1961,3485,209,9,Human
1962,3486,0,2,Human
1963,3488,178,10,Human
1964,3493,210,5,Human
1965,3493,17,5,Human
1966,3502,211,4,Human
1967,3506,11,3,Human
1968,3506,4,3,Human
1969,3508,11,2,Human
1970,3510,4,5,Human
1971,3512,11,2,Human
1972,3514,16,3,Human
1973,3519,21,79,Human
1974,3521,21,165,Human
1975,3526,16,5,Human
1976,3528,94,3,Human
1977,3535,4,3,Human
1978,3536,17,5,Human
1979,3536,8,166,Human
1980,3538,4,3,Human
1981,3539,8,4,Human
1982,3543,212,52,Human
1983,3545,213,3,Human
1984,3545,4,167,Human
1985,3546,8,152,Human
1986,3547,4,3,Human
1987,3548,116,10,Human
1988,3548,4,3,Human
1989,3550,115,5,Human
1990,3552,4,3,Human
1991,3557,4,3,Human
1992,3557,1,1,Human
1993,3558,85,5,Human
1994,3560,0,3,Human
1995,3560,4,3,Human
1996,3560,51,3,Human
1997,3564,214,166,Human
1998,3564,0,2,Human
1999,3565,0,2,Human
2000,3566,0,2,Human
2001,3572,4,3,Human
2002,3573,16,9,Human
2003,3573,11,3,Human
2004,3573,7,4,Human
2005,3576,16,9,Human
2006,3577,215,22,Human
2007,3577,4,3,Human
2008,3579,4,3,Human
2009,3581,0,3,Human
2010,3584,11,3,Human
2011,3585,21,2,Human
2012,3587,8,2,Human
2013,3596,0,2,Human
2014,3599,0,2,Human
2015,3600,11,2,Human
2016,3600,4,3,Human
