travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.7167713963026204,0.0"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.6965650057216002,-0.7687362952533334"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5315972918866742,-0.5361792000000001"
0.7,3,Human,0,0,0,44,-0.7,-0.7,"-0.7982234589866668,-0.8285015160832002"
0.6333333333333333,4,Human,0,0,0,28,-0.6333333333333333,-0.6333333333333333,"-0.6624903976004268,-0.7237145600000001"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.4561582675361356,-0.47062400000000004"
0.7333333333333333,6,Human,0,0,0,40,-0.7333333333333333,-0.7333333333333333,"-0.8691084603902901,0.0"
0.6833333333333333,7,Human,0,0,0,22,-0.6833333333333333,-0.6833333333333333,"-0.7261069154304004,-0.8112723558400001"
0.85,8,Human,1,0,0,49,-0.85,-0.85,"-0.7768349320533334,-0.7844711652693336"
0.6333333333333333,9,Human,0,0,0,18,-0.6333333333333333,-0.6333333333333333,"-0.6974307855672174,0.0"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.6297638760775115,0.0"
0.6333333333333333,11,Human,0,0,0,50,-0.6333333333333333,-0.6333333333333333,"-0.862239827969004,0.0"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.6170164349272066,-0.6188983466666668"
0.65,13,Human,0,0,0,20,-0.65,-0.65,"-0.6618122338058242,-0.7063541333333334"
0.65,14,Human,0,0,0,25,-0.65,-0.65,"-0.7986251603060767,0.0"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.6898584883882668,-0.7624815752533335"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.49996212368536097,0.0"
0.65,17,Human,0,0,0,32,-0.65,-0.65,"-0.8478704861449993,0.0"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5600470349532941,0.0"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.8008891886933335,-0.838424908458667"
