id,reward
392,-24.828518873581714
393,-33.77838548253219
394,-30.717867971520434
395,-40.860767330132404
396,-45.00564328976446
397,-29.095469384263264
398,-23.069875149547226
399,-40.066044694687946
400,-30.6925422362024
401,-33.19927776515493
402,-31.62537393592247
403,-44.75933065193958
404,-38.02037315721124
405,-40.57619351415224
406,-29.75117670734115
407,-26.20106487121356
408,-20.58250103726445
409,-23.261099812837188
410,-23.748880942064797
411,-35.14699041140064
412,-33.858289337839814
413,-23.979048357089574
414,-32.35527207931466
415,-43.180108728332414
416,-29.142771571781452
417,-46.50046323953051
418,-45.19166433810278
419,-30.614131096703876
420,-30.3127843469573
421,-36.09862998681979
422,-26.95923118404779
423,-20.545301345874893
424,-32.16363732544441
425,-40.705502417906686
426,-46.48648119943016
427,-29.774140941435633
428,-23.181173994235312
429,-38.725797102613086
430,-20.72053769647834
431,-42.486267630576684
432,-44.77484229786138
433,-24.076572566960447
434,-23.015820426718392
435,-47.192660580440176
436,-45.477040669072345
437,-31.151279776963356
438,-30.914580618330447
439,-30.777458106947908
440,-33.36776211991058
441,-48.532767659100145
442,-44.42313810913376
443,-48.09865803284251
444,-45.512565353342204
445,-21.886552250484986
446,-24.631041116256267
447,-35.14027000561209
448,-21.29965923180519
449,-30.25428434597198
450,-49.28394360732198
451,-23.585312074857384
452,-34.46195945067801
453,-42.15612065814844
454,-35.354255632865716
455,-35.61325070808673
456,-20.389630753300914
457,-41.545460592362986
458,-27.52207214545489
459,-33.65652414164233
460,-20.385441654006566
461,-48.721865805282405
462,-41.9361223969136
463,-26.407700549019673
464,-25.871720497201196
465,-46.633121914219515
466,-26.949049663957737
467,-24.593891805198556
468,-39.29746357394515
469,-22.576435552403684
470,-33.609672743006016
471,-30.211581066732883
472,-34.046481787854795
473,-23.73338810021069
474,-48.2323948374389
475,-21.723351143866903
476,-49.359105593290785
477,-47.58205156476048
478,-30.993214906278595
479,-29.3431153147067
480,-36.65916705137038
481,-42.899812292122945
482,-43.61675411245492
483,-34.92480270597343
484,-42.8533107713689
485,-30.47335937653228
486,-35.528830048494555
487,-26.45381329187809
488,-32.19164885537727
489,-44.6210823420662
490,-23.76291040723855
491,-24.548427608223157
492,-30.55561262164329
493,-31.46895652846342
494,-41.30264679499154
495,-28.870848696565673
496,-37.26310849966518
497,-43.26824728158088
498,-31.032735548569796
499,-24.542836546381714
500,-40.18607222389207
501,-20.009362314287024
502,-30.246473968594383
503,-46.54204046970045
504,-42.1385575128137
505,-37.36764585266067
506,-38.522961168570745
507,-24.361434341414416
508,-26.121790538596372
509,-34.0723412972506
510,-49.21927629943062
511,-31.12818449410745
512,-40.18863626283817
513,-35.36404804491301
514,-33.78665805237371
515,-21.113432944896118
516,-22.990465794939826
517,-46.9890569165312
518,-37.64292764285793
519,-36.82803716425354
520,-46.25243430482851
521,-20.425675000890315
522,-40.12668985245065
523,-31.750106563307824
524,-20.309172119926274
525,-44.21930875479813
526,-48.176402985997186
527,-48.333338279048846
528,-23.184624272792043
529,-44.23098719209436
530,-45.65858197032765
531,-33.41329724941147
532,-30.36075887594795
533,-28.933937746399508
534,-40.155010597023434
535,-49.76436267868687
536,-41.89290620131294
537,-49.12184452958498
538,-42.31803639810306
539,-32.21130142710855
540,-42.627582529781705
541,-31.276568149530505
542,-23.381517247332127
543,-45.95747194564667
544,-44.97076982236061
545,-37.923875458119255
546,-24.187931371349077
547,-34.24557425279953
548,-45.42455243822123
549,-34.758305699462014
550,-24.46491737333713
551,-21.180393753330957
552,-34.94386111833284
553,-44.36903744727056
554,-38.561731694218
555,-46.834727108865025
556,-47.76380118708265
557,-38.41324335168487
558,-37.27833715128857
559,-27.564718109818806
560,-40.422987069523955
561,-46.592042914841564
562,-37.83970502848149
563,-46.23272727883049
564,-21.057494829770516
565,-25.9204429221549
566,-44.47636289577856
567,-21.352369546001775
568,-45.66219005948769
569,-33.27268742346604
570,-32.65337573683416
571,-36.431949398178
572,-33.19227188910507
573,-29.959991662778915
574,-47.95506645790385
575,-45.11616779606927
576,-37.45947620448577
577,-39.818462314355
578,-40.78208053463665
579,-47.31507598032522
580,-42.89123573389474
581,-27.62211122649105
582,-28.168016490393526
583,-21.801144923347856
584,-30.872188044469553
585,-35.31557553370061
586,-25.27344460190925
587,-35.94249899589754
588,-41.62362025064324
589,-32.58099659102058
590,-22.252563367713382
591,-48.32877558380443
592,-20.01783982913925
593,-32.3514947948067
594,-40.973473702353886
595,-42.312414611870885
596,-30.677542417691765
597,-43.710170860575076
598,-33.727929971785464
599,-27.78718706869464
600,-34.01849987179444
601,-31.9367084507755
602,-28.496622428709188
603,-44.56578701631956
604,-24.33742945170551
605,-43.34329312273839
606,-36.08665963556017
607,-45.45625969343429
608,-25.586495920490705
609,-29.33736220606181
610,-45.73246268767532
611,-28.737251921950463
612,-49.6100820608432
613,-36.77434600249734
614,-33.7766757464667
615,-38.355011773148064
616,-38.368792909727354
617,-28.863807823744352
618,-21.955742808831012
619,-25.063775448634253
620,-39.46536120958281
621,-26.67768357687531
622,-21.593454289323443
623,-33.72104099693287
624,-43.77064920605766
625,-22.045538844343053
626,-45.781071279347884
627,-45.200403600750576
628,-20.1816221753577
629,-26.222582650957282
630,-26.202383313057396
631,-47.11150971731374
632,-24.869934918058885
633,-20.36490715379094
634,-20.182614479641764
635,-30.719398183873125
636,-23.681917281430806
637,-45.67489562694753
638,-45.84386898976909
639,-26.404765809018826
640,-46.66451990601814
641,-20.409714822727985
642,-47.23040242309226
643,-38.74723604056388
644,-26.6678755964512
645,-22.97383787281921
646,-22.125147551511986
647,-20.462901896718282
648,-41.13745863388758
649,-41.70251075697155
650,-40.047504686895266
651,-33.730059808280195
652,-28.358813886589964
653,-30.524033642662523
654,-46.947042629432445
655,-40.08140369874778
656,-38.66434937903445
657,-39.58147291656089
658,-43.57049850856052
659,-23.066640859941746
660,-49.00783754594406
661,-20.219403561630763
662,-41.48152562350866
663,-42.31075283117511
664,-38.09400366648087
665,-41.33804858635186
666,-21.966270468645998
667,-43.296920185100454
668,-40.08437033800582
669,-20.3507497234308
670,-27.655742667538597
671,-34.8819797622586
672,-39.757559562432164
673,-28.49514516269445
674,-41.84657468497444
675,-23.030073431268555
676,-48.96608095320232
677,-46.99635209789577
678,-35.543873052844376
679,-47.96240229564654
680,-26.46640511868629
681,-24.895016723332215
682,-46.86075010420704
683,-28.79733096283178
684,-34.19240920939397
685,-21.5591988502126
686,-34.74831440020579
687,-27.900435253569853
688,-31.401527926516863
689,-45.21053516935707
690,-47.69316032992778
691,-23.701665756764516
692,-43.31880989039881
693,-35.142702007165184
694,-33.2233139975256
695,-43.120236594942
696,-23.437788576781063
697,-29.238547488360616
698,-34.43103640923222
699,-25.601293031181722
700,-22.802944723710258
701,-32.6590684509168
702,-49.56264083265979
703,-22.31317183358554
704,-28.476243336475815
705,-33.40603491021422
706,-49.612851905639886
707,-42.90724106849836
708,-21.855268838092854
709,-28.7161413625914
710,-49.90979801317353
711,-49.14568936688565
712,-36.19359601878496
713,-45.935316910008794
714,-33.321229764665546
715,-24.938006859647516
716,-38.22917585715868
717,-27.808919358337118
718,-44.350140485055306
719,-33.67252410357213
720,-35.56780070543293
721,-39.570306679658096
722,-27.608812358140806
723,-36.77311762895423
724,-33.777617059575334
725,-25.40278564572131
726,-32.16880654197152
727,-32.776094699778945
728,-28.8402037658811
729,-25.981141061017357
730,-28.01861838710475
731,-28.796290859698082
732,-30.229936838813668
733,-37.516214254096866
734,-22.609072996299407
735,-22.41442097623346
736,-23.344706749218826
737,-28.492213796895765
738,-38.38327126955801
739,-46.4058737227436
740,-46.733204461443655
741,-43.00079894372923
742,-41.63835701060412
743,-39.42841822248809
744,-35.06036484699486
745,-37.19021231549928
746,-38.038121256063214
747,-34.25659283681948
748,-36.842983663006535
749,-27.08752817743521
750,-25.654678225141033
751,-36.610123798455504
752,-39.79970593485882
753,-47.90013951949447
754,-49.73502130841649
755,-47.81582320159521
756,-27.948788294718046
757,-42.441537202880696
758,-48.920103966008725
759,-30.016758455978465
760,-48.240481909885176
761,-22.56428760358388
762,-31.87014152368712
763,-36.19283700199051
764,-35.01666701408992
765,-46.540865887682905
766,-49.46809982539502
767,-49.48049238712979
768,-37.97791353671656
769,-24.956198667099894
770,-22.72584379330015
771,-38.566921315235916
772,-43.57631602236947
773,-26.156320480891964
774,-47.4839054939455
775,-42.62489607909727
776,-20.29026776515238
777,-37.4555898640194
778,-37.73672984292898
779,-20.829789926966583
780,-34.01133597368437
781,-27.04365053168212
782,-30.480886940607988
783,-42.85766271879405
784,-28.669776600742008
785,-32.58843716821542
786,-35.236199782886345
787,-45.66136100783308
788,-33.54491354728294
789,-34.64901980548954
790,-22.461585488818766
791,-26.49447992322304
792,-45.052166573528154
793,-30.876776183247582
794,-23.47001645957173
795,-42.997970255696586
796,-46.91594349674004
797,-20.179345516394125
798,-40.26205061098047
799,-44.26358896302567
800,-31.58993717476068
801,-22.32905250288909
802,-40.27314911990631
803,-45.76359684051115
804,-24.54191320584138
805,-32.48629149956231
806,-24.413281219215545
807,-20.077904611084563
808,-32.285789418345864
809,-48.496808092897695
810,-22.719223369614603
811,-29.000150527845193
812,-30.295384222461948
813,-29.726425638107756
814,-21.999766007227972
815,-27.252300323541554
816,-31.461177569584027
817,-45.691399201320046
818,-39.98260343097054
819,-36.83787504331515
820,-23.927632329602886
821,-23.76598321549999
822,-20.81551874637364
823,-39.79998378422431
824,-41.81424961616275
825,-36.953993400823094
826,-22.07086297129709
827,-36.28043871121366
828,-42.99307914910068
829,-47.7628924804328
830,-35.23632281006911
831,-38.63079772145825
832,-46.66188970659972
833,-47.694912591501144
834,-29.637037291447914
835,-27.1282810944829
836,-35.240347648806434
837,-47.25653875823707
838,-39.224653229165334
839,-27.848082509888158
840,-42.384243407448835
841,-36.29778749008575
842,-48.5523798153886
843,-33.08160335143629
844,-27.1328914556913
845,-26.823426586041975
846,-49.6328760332263
847,-48.32431154873499
848,-27.840920985916135
849,-39.85703480645132
850,-46.98593999414353
851,-46.32025742515711
852,-42.844349724226426
853,-47.02047120582466
854,-42.57922667730071
855,-21.345765956445355
856,-45.36169454640686
857,-25.602629236484674
858,-33.87022849071147
859,-34.91885400165846
860,-23.91248109311739
861,-32.563717900322814
862,-26.589281818089603
863,-36.31764596705288
864,-31.425609648274477
865,-39.033840371026194
866,-39.537470786883745
867,-41.10544500197415
868,-26.54749389600905
869,-32.109542378206385
870,-22.955025466093943
871,-36.990131920218424
872,-25.01801384634609
873,-22.43972420740104
874,-43.584299250085024
875,-27.67598204996687
876,-21.671987863027603
877,-22.455027906674566
878,-26.23716348357813
879,-20.29114700202896
880,-38.73551552470314
881,-26.892400360662613
882,-34.20485758437185
883,-43.853084334374174
884,-27.749990035496612
885,-36.313593392026505
886,-44.339501373448286
887,-47.44362987884399
888,-25.033399741484857
889,-22.727281700085005
890,-31.33351412638098
891,-37.88923623348494
892,-23.18928957861507
893,-32.886115550853646
894,-32.438605775704566
895,-22.995547478762887
896,-37.780984695016464
897,-45.24614415347496
898,-22.898393039720347
899,-36.6969806036078
900,-39.73317986181114
901,-44.61003938145285
902,-22.677381205118664
903,-20.961076878615508
904,-30.20023521392352
905,-42.29637780820821
906,-48.672325356030655
907,-30.09186095539411
908,-49.14315330759196
909,-21.505641007917006
910,-49.55815074045069
911,-28.22201146475356
912,-27.363309841429526
913,-49.59470547827662
914,-33.218211830458266
915,-28.06694572046002
916,-48.45631281449647
917,-36.80083850791073
918,-38.87375371600131
919,-33.29900572573996
920,-28.12480513971185
921,-34.402831874715105
922,-32.51548330702288
923,-38.956141719491185
924,-34.9629480780726
925,-33.93844824014613
926,-24.61782027284148
927,-30.525213379550156
928,-43.65533046596793
929,-38.74535527521764
930,-43.095922247218134
931,-44.479465656813105
932,-29.74690992435407
933,-28.48282979378324
934,-37.59865725561754
935,-46.64332752751028
936,-27.025599033439313
937,-37.18699090523886
938,-48.93189316631994
939,-43.33894771145176
940,-30.508788114083792
941,-48.198699612477924
942,-45.71948431806415
943,-37.509805952074906
944,-30.715009312871736
945,-32.69478158106628
946,-20.290669186885168
947,-21.438693154792777
948,-36.785779285502336
949,-43.596971173695664
950,-36.07928177967037
951,-20.99921400558686
952,-38.594209514786726
953,-47.007315342482556
954,-48.459807174803856
955,-32.914551707397585
956,-39.20257410798103
957,-25.75854471362406
958,-32.914231856927394
959,-48.46045481534233
960,-41.42656582720113
961,-37.544197292914276
962,-31.120019385118372
963,-31.929558751358286
964,-40.63044746954048
965,-31.782853283578905
966,-41.247760106680154
967,-37.98271759031505
968,-25.408555147831294
969,-27.19974373963459
970,-34.420571266579415
971,-45.966027812025786
972,-37.23878724861408
973,-29.167075076066148
974,-25.957888075542336
975,-30.40343966408453
976,-30.273838152162448
977,-49.45764059466069
978,-36.68844337931968
979,-21.313971991243953
980,-38.53239843836238
981,-38.194965412795725
982,-20.83096031653818
983,-41.40150509969364
984,-45.989815396463314
985,-32.28216850839367
986,-38.4481565634065
987,-45.73468126426993
988,-34.71924596396736
989,-20.23757987318969
990,-45.154648683614404
991,-45.17105363202157
992,-42.77466124934722
993,-28.801096453539017
994,-31.943936483359
995,-24.100742486226913
996,-25.321103746604216
997,-29.5727088466387
998,-40.515897795238686
999,-23.52292406233379
1000,-32.71995777832842
1001,-32.19907712142361
1002,-35.266099039966086
1003,-29.28585385864528
1004,-36.811537703948474
1005,-28.585541005665387
1006,-44.20321221210441
1007,-34.800481463042594
1008,-41.496384048475434
1009,-45.995439815697026
1010,-34.32256410998363
1011,-36.29553405848269
1012,-35.493103716797876
1013,-22.26115214405133
1014,-44.57686056466046
1015,-25.603998739914573
1016,-27.709568966243218
1017,-37.420624058821375
1018,-20.131022587997023
1019,-41.66169076300518
1020,-24.60600304277957
1021,-39.016951824097816
1022,-47.86907374746585
1023,-43.9444852067308
1024,-47.183227611675576
1025,-28.174021455354364
1026,-27.586907933572395
1027,-25.299882322197163
1028,-34.559345778867936
1029,-45.20009008357468
1030,-33.898441816820764
1031,-39.9185851904611
1032,-49.768936463930636
1033,-33.119070317422526
1034,-27.60409872152492
1035,-43.0557849551424
1036,-33.06836056055554
1037,-46.71049078984004
1038,-23.81912656263578
1039,-39.69359901795269
1040,-45.25805401449725
1041,-49.90019697101327
1042,-20.1314171786643
1043,-43.943708860534635
1044,-30.409759388126353
1045,-36.40031272214421
1046,-35.93392568099831
1047,-39.59232213462241
1048,-26.443836427735437
1049,-46.76365792661855
1050,-36.68343220048751
1051,-27.402888412064126
1052,-38.81307656234805
1053,-21.2571607072042
1054,-23.743167451798286
1055,-25.710519988011143
1056,-30.967603444111056
1057,-27.858416226658857
1058,-38.69807320724905
1059,-23.854805566546045
1060,-38.914441574245366
1061,-44.74948829359465
1062,-27.218713655677476
1063,-32.48639459237246
1064,-26.681772981198357
1065,-25.10866966161158
1066,-43.79677633873921
1067,-21.13448094216466
1068,-22.129833892421466
1069,-46.059961387387794
1070,-23.081640044581345
1071,-26.184662219748272
1072,-46.70690271170707
1073,-48.28083063949428
1074,-28.186427744258935
1075,-25.721335241932483
1076,-28.98373152657698
1077,-31.19914949858047
1078,-29.320504553945756
1079,-25.711076617535863
1080,-47.504004194716444
1081,-29.222624254677893
1082,-44.558981427182744
1083,-36.33321649122094
1084,-21.594867555276245
1085,-35.65920321526672
1086,-28.61204918982171
1087,-30.177361793929414
1088,-49.01719786534983
1089,-29.072109493830126
1090,-41.964775464434
1091,-35.695766103099025
1092,-37.912092504201865
1093,-39.713925043138154
1094,-33.99719701889251
1095,-22.37474920000877
1096,-40.10495094381807
1097,-28.704448900147746
1098,-36.18968175680874
1099,-23.68072815513589
1100,-45.30329117794051
1101,-28.34448697947327
1102,-41.13999488879413
1103,-45.05654752755128
1104,-48.26563648206934
1105,-32.049794542444204
1106,-26.36096154130994
1107,-29.279026752919236
1108,-33.506947773081556
1109,-36.15087050958317
1110,-48.20152285541489
1111,-27.05109207805946
1112,-39.99201408103985
1113,-31.31777143201701
1114,-22.437344026544082
1115,-21.622542760316353
1116,-20.116320288427964
1117,-42.19059559049764
1118,-38.22899999173855
1119,-25.535259385112365
1120,-39.25401348341727
1121,-36.52386714839797
1122,-31.243887499754532
1123,-42.75531260717551
1124,-26.420466143082596
1125,-48.7728164581609
1126,-32.23741979779447
1127,-49.22134873127948
1128,-42.14739224539333
1129,-45.957778806954664
1130,-21.849692345679948
1131,-43.41734660404785
1132,-39.37102604089186
1133,-30.47890841652427
1134,-44.87067679718049
1135,-47.07011253346194
1136,-38.01057739631421
1137,-38.80748323769381
1138,-47.044182391259135
1139,-39.428837312541965
1140,-42.8281272316289
1141,-22.183527883683887
1142,-26.489144461646603
1143,-42.390268356119904
1144,-29.86045151213412
1145,-41.70992597558226
1146,-36.5961706969148
1147,-35.069744006600004
1148,-49.460624312070294
1149,-32.974132256271105
1150,-44.41373207285237
1151,-33.426426482021355
1152,-42.40303212351549
1153,-33.39121042672844
1154,-37.52902675072342
1155,-43.98993887113191
1156,-35.607355368628106
1157,-22.49372989598759
1158,-39.33408458267206
1159,-44.01541776611785
1160,-29.192912743132446
1161,-41.62765246747575
1162,-35.32880130648682
1163,-30.096126903627123
1164,-29.931472505989255
1165,-43.325105591990145
1166,-27.968858807572254
1167,-28.458468725936765
1168,-26.10876487572346
1169,-48.674507819727545
1170,-34.24482334884724
1171,-24.050710374674097
1172,-36.33638282894677
1173,-43.96071590086156
1174,-44.926762239757394
1175,-28.747155803036023
1176,-27.219410242910016
1177,-37.91494953251744
1178,-43.81406869968609
1179,-37.519765483811156
1180,-33.22151694985323
1181,-25.148602570435088
1182,-28.414855792329387
1183,-21.039004647170554
1184,-27.845472505947136
1185,-40.03684909014483
1186,-46.686505533630324
1187,-37.311184116744684
1188,-35.89833374939695
1189,-22.40098604695563
1190,-31.95854010066337
1191,-36.54896586689008
1192,-21.412996686562316
1193,-43.030216335718755
1194,-33.360161469246115
1195,-20.050630561186548
1196,-43.339006668096076
1197,-45.528053445265115
1198,-26.261636259556894
1199,-41.93525524006377
