travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.2333333333333334,4,AV,0,1,1,1842,-2.2333333333333334,
1.8666666666666667,1,AV,1,0,1,1807,-1.8666666666666667,
3.25,2,AV,2,1,0,1065,-3.25,
1.7333333333333334,6,AV,1,0,1,1598,-1.7333333333333334,
2.0,0,Human,1,0,1,1022,-2.0,-1.9833333333333334
3.95,3,Human,1,1,0,1818,-3.95,-3.933333333333333
3.5833333333333335,5,Human,0,0,0,2100,-3.5833333333333335,-3.466666666666667
1.75,7,Human,0,0,1,525,-1.75,-1.7666666666666666
