travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
2.1,0,Human,1,0,0,99,-2.1,"-0.2217422606191504,-1.7280441564674827"
0.6833333333333333,1,Human,1,0,0,58,-0.6833333333333333,"-0.2217422606191504,-0.5947108231341494"
2.7,2,Human,1,0,0,112,-2.7,"-0.2217422606191504,-2.2080441564674826"
3.05,3,Human,1,0,0,118,-3.05,"-0.2217422606191504,-2.4880441564674824"
0.6666666666666666,4,Human,1,0,0,31,-0.6666666666666666,"-0.2217422606191504,-0.5813774898008159"
0.7,5,Human,1,0,0,50,-0.7,"-0.2217422606191504,-0.6080441564674826"
1.7833333333333334,6,Human,1,0,0,93,-1.7833333333333334,"-0.2217422606191504,-1.4747108231341493"
1.4,7,Human,1,0,0,80,-1.4,"-0.2217422606191504,-1.1680441564674824"
1.6833333333333333,8,Human,1,0,0,89,-1.6833333333333333,"-0.2217422606191504,-1.3947108231341492"
0.6833333333333333,9,Human,1,0,0,64,-0.6833333333333333,"-0.2217422606191504,-0.5947108231341494"
2.9166666666666665,10,Human,1,0,0,116,-2.9166666666666665,"-0.2217422606191504,-2.381377489800816"
2.816666666666667,11,Human,1,0,0,113,-2.816666666666667,"-0.2217422606191504,-2.301377489800816"
1.7666666666666666,12,Human,1,0,0,91,-1.7666666666666666,"-0.2217422606191504,-1.4613774898008158"
3.05,13,Human,1,0,0,123,-3.05,"-0.2217422606191504,-2.4880441564674824"
2.3333333333333335,14,Human,1,0,0,104,-2.3333333333333335,"-0.2217422606191504,-1.9147108231341494"
0.7166666666666667,15,Human,1,0,0,64,-0.7166666666666667,"-0.2217422606191504,-0.621377489800816"
2.216666666666667,16,Human,1,0,0,101,-2.216666666666667,"-0.2217422606191504,-1.821377489800816"
0.6666666666666666,17,Human,1,0,0,61,-0.6666666666666666,"-0.2217422606191504,-0.5813774898008159"
3.0,18,Human,1,0,0,116,-3.0,"-0.2217422606191504,-2.448044156467483"
1.6666666666666667,19,Human,1,0,0,88,-1.6666666666666667,"-0.2217422606191504,-1.381377489800816"
1.5333333333333334,20,Human,1,0,0,84,-1.5333333333333334,"-0.2217422606191504,-1.2747108231341493"
1.0,21,Human,1,0,0,69,-1.0,"-0.2217422606191504,-0.8480441564674827"
3.1166666666666667,22,Human,1,0,0,126,-3.1166666666666667,"-0.2217422606191504,-2.541377489800816"
1.6,23,Human,1,0,0,85,-1.6,"-0.2217422606191504,-1.3280441564674828"
1.2,24,Human,1,0,0,77,-1.2,"-0.2217422606191504,-1.0080441564674825"
1.25,25,Human,1,0,0,79,-1.25,"-0.2217422606191504,-1.0480441564674825"
2.3666666666666667,26,Human,1,0,0,105,-2.3666666666666667,"-0.2217422606191504,-1.941377489800816"
2.15,27,Human,1,0,0,100,-2.15,"-0.2217422606191504,-1.7680441564674825"
2.2333333333333334,28,Human,1,0,0,102,-2.2333333333333334,"-0.2217422606191504,-1.8347108231341493"
2.283333333333333,29,Human,1,0,0,102,-2.283333333333333,"-0.2217422606191504,-1.8747108231341492"
2.75,30,Human,1,0,0,154,-2.75,"-0.2217422606191504,-2.2480441564674827"
1.2333333333333334,31,Human,1,0,0,77,-1.2333333333333334,"-0.2217422606191504,-1.0347108231341493"
1.0666666666666667,32,Human,1,0,0,74,-1.0666666666666667,"-0.2217422606191504,-0.901377489800816"
0.9166666666666666,33,Human,1,0,0,65,-0.9166666666666666,"-0.2217422606191504,-0.781377489800816"
2.4833333333333334,34,Human,1,0,0,108,-2.4833333333333334,"-0.2217422606191504,-2.0347108231341493"
3.1333333333333333,35,Human,1,0,0,123,-3.1333333333333333,"-0.2217422606191504,-2.5547108231341493"
1.6333333333333333,36,Human,1,0,0,86,-1.6333333333333333,"-0.2217422606191504,-1.3547108231341491"
