travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
1.8166666666666667,17,Human,2,0,1,2408,-1.8166666666666667,-1.8166666666666667
1.9833333333333334,18,Human,0,0,1,1206,-1.9833333333333334,-1.9833333333333334
4.233333333333333,19,Human,1,1,0,1009,-4.233333333333333,-4.233333333333333
4.416666666666667,20,Human,0,1,0,2240,-4.416666666666667,-4.416666666666667
3.95,21,Human,2,1,0,1778,-3.95,-3.95
2.85,22,Human,0,1,1,2242,-2.85,-2.85
4.433333333333334,23,Human,1,1,0,1540,-4.433333333333334,-4.433333333333334
2.7,24,Human,2,1,1,3400,-2.7,-2.7
