id,action,origin,destination,start_time
103,2,1,1,306
104,2,0,0,312
105,0,1,1,312
106,1,0,0,318
107,2,1,1,318
108,1,0,0,324
109,0,1,1,324
110,0,0,0,330
111,0,1,1,330
112,2,0,0,336
113,1,1,1,336
114,0,0,0,342
115,2,1,1,342
116,1,0,0,348
117,1,1,1,348
118,2,0,0,354
119,1,1,1,354
120,2,0,0,360
121,1,1,1,360
122,1,0,0,366
123,2,1,1,366
124,2,0,0,372
125,2,1,1,372
126,1,0,0,378
127,0,1,1,378
128,1,0,0,384
129,0,1,1,384
130,1,0,0,390
131,2,1,1,390
132,2,0,0,396
133,2,1,1,396
134,0,0,0,402
135,2,1,1,402
136,0,0,0,408
137,1,1,1,408
138,0,0,0,414
139,2,1,1,414
140,2,0,0,420
141,2,1,1,420
142,0,0,0,426
143,0,1,1,426
144,0,0,0,432
145,2,1,1,432
146,0,0,0,438
147,1,1,1,438
148,1,0,0,444
149,2,1,1,444
150,1,0,0,450
151,2,1,1,450
152,1,0,0,456
153,1,1,1,456
154,0,0,0,462
155,0,1,1,462
156,1,0,0,468
157,1,1,1,468
158,2,0,0,474
159,2,1,1,474
160,1,0,0,480
161,0,1,1,480
162,1,0,0,486
163,0,1,1,486
164,2,0,0,492
165,0,1,1,492
166,1,0,0,498
167,0,1,1,498
168,0,0,0,504
169,2,1,1,504
170,1,0,0,510
171,1,1,1,510
172,2,0,0,516
173,2,1,1,516
174,0,0,0,522
175,2,1,1,522
176,2,0,0,528
177,1,1,1,528
178,2,0,0,534
179,2,1,1,534
180,2,0,0,540
181,2,1,1,540
182,1,0,0,546
183,2,1,1,546
184,0,0,0,552
185,2,1,1,552
186,1,0,0,558
187,2,1,1,558
188,1,0,0,564
189,1,1,1,564
190,2,0,0,570
191,2,1,1,570
192,2,0,0,576
193,1,1,1,576
194,2,0,0,582
195,1,1,1,582
196,1,0,0,588
197,0,1,1,588
198,2,0,0,594
199,0,1,1,594
200,0,0,0,600
201,0,1,1,600
202,1,0,0,606
203,1,1,1,606
204,1,0,0,612
205,2,1,1,612
206,1,0,0,618
207,2,1,1,618
208,0,0,0,624
209,0,1,1,624
210,1,0,0,630
211,0,1,1,630
212,0,0,0,636
213,2,1,1,636
214,1,0,0,642
215,0,1,1,642
216,1,0,0,648
217,1,1,1,648
218,2,0,0,654
219,1,1,1,654
220,2,0,0,660
221,0,1,1,660
222,1,0,0,666
223,1,1,1,666
224,2,0,0,672
225,0,1,1,672
226,0,0,0,678
227,1,1,1,678
228,1,0,0,684
229,1,1,1,684
230,2,0,0,690
231,1,1,1,690
232,0,0,0,696
233,2,1,1,696
234,2,0,0,702
235,0,1,1,702
236,1,0,0,708
237,2,1,1,708
238,1,0,0,714
239,0,1,1,714
240,0,0,0,720
241,1,1,1,720
242,0,0,0,726
243,2,1,1,726
244,0,0,0,732
245,2,1,1,732
246,2,0,0,738
247,2,1,1,738
248,1,0,0,744
249,2,1,1,744
250,0,0,0,750
251,2,1,1,750
252,0,0,0,756
253,2,1,1,756
254,2,0,0,762
255,0,1,1,762
256,0,0,0,768
257,2,1,1,768
258,0,0,0,774
259,1,1,1,774
260,0,0,0,780
261,2,1,1,780
262,2,0,0,786
263,0,1,1,786
264,2,0,0,792
265,0,1,1,792
266,2,0,0,798
267,2,1,1,798
268,1,0,0,804
269,2,1,1,804
270,0,0,0,810
271,2,1,1,810
272,2,0,0,816
273,0,1,1,816
274,2,0,0,822
275,2,1,1,822
276,0,0,0,828
277,1,1,1,828
278,1,0,0,834
279,1,1,1,834
280,1,0,0,840
281,1,1,1,840
282,0,0,0,846
283,0,1,1,846
284,2,0,0,852
285,0,1,1,852
286,2,0,0,858
287,0,1,1,858
288,2,0,0,864
289,1,1,1,864
290,0,0,0,870
291,1,1,1,870
292,0,0,0,876
293,0,1,1,876
294,2,0,0,882
295,1,1,1,882
296,1,0,0,888
297,0,1,1,888
298,2,0,0,894
299,1,1,1,894
300,2,0,0,900
301,2,1,1,900
302,2,0,0,906
303,2,1,1,906
304,0,0,0,912
305,2,1,1,912
306,1,0,0,918
307,0,1,1,918
308,1,0,0,924
309,1,1,1,924
310,1,0,0,930
311,0,1,1,930
312,1,0,0,936
313,2,1,1,936
314,1,0,0,942
315,1,1,1,942
316,1,0,0,948
317,0,1,1,948
318,0,0,0,954
319,2,1,1,954
320,0,0,0,960
321,1,1,1,960
322,0,0,0,966
323,0,1,1,966
324,1,0,0,972
325,2,1,1,972
326,0,0,0,978
327,2,1,1,978
328,2,0,0,984
329,0,1,1,984
330,1,0,0,990
331,2,1,1,990
332,1,0,0,996
333,2,1,1,996
334,1,0,0,1002
335,0,1,1,1002
336,1,0,0,1008
337,2,1,1,1008
338,2,0,0,1014
339,0,1,1,1014
340,2,0,0,1020
341,0,1,1,1020
342,2,0,0,1026
343,2,1,1,1026
344,0,0,0,1032
345,2,1,1,1032
346,2,0,0,1038
347,2,1,1,1038
348,0,0,0,1044
349,1,1,1,1044
350,1,0,0,1050
351,2,1,1,1050
352,1,0,0,1056
353,2,1,1,1056
354,0,0,0,1062
355,0,1,1,1062
356,0,0,0,1068
357,2,1,1,1068
358,2,0,0,1074
359,0,1,1,1074
360,1,0,0,1080
361,1,1,1,1080
362,2,0,0,1086
363,1,1,1,1086
364,0,0,0,1092
365,1,1,1,1092
366,0,0,0,1098
367,2,1,1,1098
368,0,0,0,1104
369,1,1,1,1104
370,0,0,0,1110
371,2,1,1,1110
372,1,0,0,1116
373,1,1,1,1116
374,2,0,0,1122
375,1,1,1,1122
376,2,0,0,1128
377,1,1,1,1128
378,0,0,0,1134
379,1,1,1,1134
380,2,0,0,1140
381,2,1,1,1140
382,1,0,0,1146
383,1,1,1,1146
384,2,0,0,1152
385,0,1,1,1152
386,0,0,0,1158
387,1,1,1,1158
388,1,0,0,1164
389,1,1,1,1164
390,2,0,0,1170
391,1,1,1,1170
392,0,0,0,1176
393,0,1,1,1176
394,1,0,0,1182
395,1,1,1,1182
396,0,0,0,1188
397,0,1,1,1188
398,2,0,0,1194
399,1,1,1,1194
400,1,0,0,1200
401,1,1,1,1200
402,1,0,0,1206
403,2,1,1,1206
404,0,0,0,1212
405,1,1,1,1212
406,1,0,0,1218
407,0,1,1,1218
408,1,0,0,1224
409,2,1,1,1224
410,0,0,0,1230
411,0,1,1,1230
412,2,0,0,1236
413,0,1,1,1236
414,1,0,0,1242
415,0,1,1,1242
416,2,0,0,1248
417,2,1,1,1248
418,1,0,0,1254
419,1,1,1,1254
420,1,0,0,1260
421,0,1,1,1260
422,1,0,0,1266
423,0,1,1,1266
424,1,0,0,1272
425,1,1,1,1272
426,1,0,0,1278
427,0,1,1,1278
428,1,0,0,1284
429,0,1,1,1284
430,0,0,0,1290
431,2,1,1,1290
432,0,0,0,1296
433,2,1,1,1296
434,0,0,0,1302
435,0,1,1,1302
436,2,0,0,1308
437,0,1,1,1308
438,2,0,0,1314
439,2,1,1,1314
440,1,0,0,1320
441,0,1,1,1320
442,1,0,0,1326
443,1,1,1,1326
444,1,0,0,1332
445,2,1,1,1332
446,0,0,0,1338
447,1,1,1,1338
448,2,0,0,1344
449,0,1,1,1344
450,1,0,0,1350
451,2,1,1,1350
452,2,0,0,1356
453,0,1,1,1356
454,0,0,0,1362
455,1,1,1,1362
456,1,0,0,1368
457,2,1,1,1368
458,2,0,0,1374
459,0,1,1,1374
460,1,0,0,1380
461,2,1,1,1380
462,1,0,0,1386
463,2,1,1,1386
464,1,0,0,1392
465,1,1,1,1392
466,0,0,0,1398
467,0,1,1,1398
468,0,0,0,1404
469,2,1,1,1404
470,2,0,0,1410
471,2,1,1,1410
472,0,0,0,1416
473,0,1,1,1416
474,1,0,0,1422
475,0,1,1,1422
476,0,0,0,1428
477,2,1,1,1428
478,2,0,0,1434
479,1,1,1,1434
480,2,0,0,1440
481,2,1,1,1440
482,1,0,0,1446
483,1,1,1,1446
484,0,0,0,1452
485,1,1,1,1452
486,1,0,0,1458
487,1,1,1,1458
488,1,0,0,1464
489,0,1,1,1464
490,0,0,0,1470
491,1,1,1,1470
492,2,0,0,1476
493,1,1,1,1476
494,2,0,0,1482
495,1,1,1,1482
496,2,0,0,1488
497,2,1,1,1488
498,0,0,0,1494
499,2,1,1,1494
500,1,0,0,1500
501,0,1,1,1500
502,0,0,0,1506
503,1,1,1,1506
504,2,0,0,1512
505,2,1,1,1512
506,0,0,0,1518
507,2,1,1,1518
508,2,0,0,1524
509,2,1,1,1524
510,1,0,0,1530
511,2,1,1,1530
512,0,0,0,1536
513,1,1,1,1536
514,0,0,0,1542
515,1,1,1,1542
516,1,0,0,1548
517,1,1,1,1548
518,2,0,0,1554
519,0,1,1,1554
520,0,0,0,1560
521,2,1,1,1560
522,0,0,0,1566
523,1,1,1,1566
524,2,0,0,1572
525,1,1,1,1572
526,2,0,0,1578
527,2,1,1,1578
528,1,0,0,1584
529,1,1,1,1584
530,0,0,0,1590
531,2,1,1,1590
532,1,0,0,1596
533,1,1,1,1596
534,2,0,0,1602
535,1,1,1,1602
536,1,0,0,1608
537,0,1,1,1608
538,0,0,0,1614
539,0,1,1,1614
540,2,0,0,1620
541,2,1,1,1620
542,2,0,0,1626
543,2,1,1,1626
544,1,0,0,1632
545,2,1,1,1632
546,2,0,0,1638
547,1,1,1,1638
548,1,0,0,1644
549,2,1,1,1644
550,0,0,0,1650
551,0,1,1,1650
552,1,0,0,1656
553,0,1,1,1656
554,1,0,0,1662
555,0,1,1,1662
556,1,0,0,1668
557,1,1,1,1668
558,0,0,0,1674
559,1,1,1,1674
560,0,0,0,1680
561,2,1,1,1680
562,2,0,0,1686
563,2,1,1,1686
564,2,0,0,1692
565,1,1,1,1692
566,1,0,0,1698
567,0,1,1,1698
568,1,0,0,1704
569,0,1,1,1704
570,0,0,0,1710
571,2,1,1,1710
572,2,0,0,1716
573,1,1,1,1716
574,2,0,0,1722
575,0,1,1,1722
576,0,0,0,1728
577,2,1,1,1728
578,0,0,0,1734
579,1,1,1,1734
580,1,0,0,1740
581,0,1,1,1740
582,1,0,0,1746
583,1,1,1,1746
584,1,0,0,1752
585,1,1,1,1752
586,1,0,0,1758
587,1,1,1,1758
588,1,0,0,1764
589,2,1,1,1764
590,1,0,0,1770
591,2,1,1,1770
592,1,0,0,1776
593,2,1,1,1776
594,1,0,0,1782
595,0,1,1,1782
596,0,0,0,1788
597,0,1,1,1788
598,1,0,0,1794
599,2,1,1,1794
600,1,0,0,1800
601,0,1,1,1800
602,0,0,0,1806
603,2,1,1,1806
604,1,0,0,1812
605,2,1,1,1812
606,2,0,0,1818
607,0,1,1,1818
608,2,0,0,1824
609,1,1,1,1824
610,1,0,0,1830
611,2,1,1,1830
612,2,0,0,1836
613,0,1,1,1836
614,1,0,0,1842
615,2,1,1,1842
616,0,0,0,1848
617,1,1,1,1848
618,2,0,0,1854
619,1,1,1,1854
620,1,0,0,1860
621,0,1,1,1860
622,0,0,0,1866
623,1,1,1,1866
624,0,0,0,1872
625,1,1,1,1872
626,0,0,0,1878
627,0,1,1,1878
628,0,0,0,1884
629,0,1,1,1884
630,0,0,0,1890
631,1,1,1,1890
632,2,0,0,1896
633,2,1,1,1896
634,2,0,0,1902
635,2,1,1,1902
636,0,0,0,1908
637,2,1,1,1908
638,0,0,0,1914
639,0,1,1,1914
640,0,0,0,1920
641,2,1,1,1920
642,0,0,0,1926
643,0,1,1,1926
644,0,0,0,1932
645,2,1,1,1932
646,2,0,0,1938
647,1,1,1,1938
648,0,0,0,1944
649,2,1,1,1944
650,2,0,0,1950
651,0,1,1,1950
652,2,0,0,1956
653,2,1,1,1956
654,0,0,0,1962
655,2,1,1,1962
656,1,0,0,1968
657,2,1,1,1968
658,0,0,0,1974
659,0,1,1,1974
660,0,0,0,1980
661,0,1,1,1980
662,2,0,0,1986
663,0,1,1,1986
664,1,0,0,1992
665,0,1,1,1992
666,1,0,0,1998
667,1,1,1,1998
668,1,0,0,2004
669,1,1,1,2004
670,1,0,0,2010
671,0,1,1,2010
672,0,0,0,2016
673,1,1,1,2016
674,1,0,0,2022
675,0,1,1,2022
676,2,0,0,2028
677,0,1,1,2028
678,2,0,0,2034
679,2,1,1,2034
680,0,0,0,2040
681,0,1,1,2040
682,1,0,0,2046
683,1,1,1,2046
684,0,0,0,2052
685,1,1,1,2052
686,1,0,0,2058
687,2,1,1,2058
688,1,0,0,2064
689,1,1,1,2064
690,1,0,0,2070
691,0,1,1,2070
692,1,0,0,2076
693,0,1,1,2076
694,2,0,0,2082
695,1,1,1,2082
696,2,0,0,2088
697,2,1,1,2088
698,0,0,0,2094
699,0,1,1,2094
700,2,0,0,2100
701,1,1,1,2100
702,1,0,0,2106
703,0,1,1,2106
704,1,0,0,2112
705,0,1,1,2112
706,1,0,0,2118
707,2,1,1,2118
708,1,0,0,2124
709,1,1,1,2124
710,2,0,0,2130
711,1,1,1,2130
712,2,0,0,2136
713,1,1,1,2136
714,1,0,0,2142
715,2,1,1,2142
716,0,0,0,2148
717,2,1,1,2148
718,0,0,0,2154
719,1,1,1,2154
720,0,0,0,2160
721,0,1,1,2160
722,0,0,0,2166
723,0,1,1,2166
724,2,0,0,2172
725,0,1,1,2172
726,0,0,0,2178
727,2,1,1,2178
728,0,0,0,2184
729,1,1,1,2184
730,1,0,0,2190
731,2,1,1,2190
732,1,0,0,2196
733,2,1,1,2196
734,2,0,0,2202
735,0,1,1,2202
736,2,0,0,2208
737,1,1,1,2208
738,2,0,0,2214
739,1,1,1,2214
740,0,0,0,2220
741,2,1,1,2220
742,0,0,0,2226
743,0,1,1,2226
744,2,0,0,2232
745,1,1,1,2232
746,2,0,0,2238
747,1,1,1,2238
748,1,0,0,2244
749,2,1,1,2244
750,1,0,0,2250
751,2,1,1,2250
752,1,0,0,2256
753,1,1,1,2256
754,1,0,0,2262
755,1,1,1,2262
756,1,0,0,2268
757,2,1,1,2268
758,2,0,0,2274
759,2,1,1,2274
760,1,0,0,2280
761,1,1,1,2280
762,0,0,0,2286
763,0,1,1,2286
764,1,0,0,2292
765,2,1,1,2292
766,0,0,0,2298
767,1,1,1,2298
768,2,0,0,2304
769,0,1,1,2304
770,2,0,0,2310
771,1,1,1,2310
772,1,0,0,2316
773,0,1,1,2316
774,1,0,0,2322
775,1,1,1,2322
776,2,0,0,2328
777,1,1,1,2328
778,1,0,0,2334
779,2,1,1,2334
780,2,0,0,2340
781,2,1,1,2340
782,0,0,0,2346
783,0,1,1,2346
784,1,0,0,2352
785,1,1,1,2352
786,1,0,0,2358
787,2,1,1,2358
788,2,0,0,2364
789,0,1,1,2364
790,1,0,0,2370
791,2,1,1,2370
792,0,0,0,2376
793,1,1,1,2376
794,1,0,0,2382
795,0,1,1,2382
796,2,0,0,2388
797,0,1,1,2388
798,0,0,0,2394
799,2,1,1,2394
800,1,0,0,2400
801,1,1,1,2400
802,2,0,0,2406
803,0,1,1,2406
804,0,0,0,2412
805,2,1,1,2412
806,0,0,0,2418
807,0,1,1,2418
808,0,0,0,2424
809,1,1,1,2424
810,2,0,0,2430
811,2,1,1,2430
812,2,0,0,2436
813,1,1,1,2436
814,0,0,0,2442
815,0,1,1,2442
816,2,0,0,2448
817,0,1,1,2448
818,1,0,0,2454
819,1,1,1,2454
820,0,0,0,2460
821,1,1,1,2460
822,2,0,0,2466
823,1,1,1,2466
824,0,0,0,2472
825,0,1,1,2472
826,2,0,0,2478
827,0,1,1,2478
828,2,0,0,2484
829,0,1,1,2484
830,1,0,0,2490
831,0,1,1,2490
832,0,0,0,2496
833,2,1,1,2496
834,1,0,0,2502
835,0,1,1,2502
836,0,0,0,2508
837,1,1,1,2508
838,1,0,0,2514
839,0,1,1,2514
840,1,0,0,2520
841,2,1,1,2520
842,1,0,0,2526
843,0,1,1,2526
844,0,0,0,2532
845,1,1,1,2532
846,2,0,0,2538
847,2,1,1,2538
848,2,0,0,2544
849,1,1,1,2544
850,1,0,0,2550
851,0,1,1,2550
852,2,0,0,2556
853,2,1,1,2556
854,2,0,0,2562
855,0,1,1,2562
856,0,0,0,2568
857,1,1,1,2568
858,1,0,0,2574
859,1,1,1,2574
860,2,0,0,2580
861,0,1,1,2580
862,0,0,0,2586
863,1,1,1,2586
864,2,0,0,2592
865,2,1,1,2592
866,0,0,0,2598
867,2,1,1,2598
868,2,0,0,2604
869,2,1,1,2604
870,2,0,0,2610
871,1,1,1,2610
872,2,0,0,2616
873,1,1,1,2616
874,0,0,0,2622
875,1,1,1,2622
876,0,0,0,2628
877,2,1,1,2628
878,0,0,0,2634
879,1,1,1,2634
880,2,0,0,2640
881,2,1,1,2640
882,2,0,0,2646
883,2,1,1,2646
884,2,0,0,2652
885,0,1,1,2652
886,0,0,0,2658
887,1,1,1,2658
888,0,0,0,2664
889,0,1,1,2664
890,1,0,0,2670
891,0,1,1,2670
892,2,0,0,2676
893,0,1,1,2676
894,2,0,0,2682
895,0,1,1,2682
896,1,0,0,2688
897,0,1,1,2688
898,1,0,0,2694
899,2,1,1,2694
900,0,0,0,2700
901,2,1,1,2700
902,1,0,0,2706
903,1,1,1,2706
904,1,0,0,2712
905,0,1,1,2712
906,1,0,0,2718
907,2,1,1,2718
908,0,0,0,2724
909,1,1,1,2724
910,1,0,0,2730
911,2,1,1,2730
912,1,0,0,2736
913,1,1,1,2736
914,0,0,0,2742
915,1,1,1,2742
916,1,0,0,2748
917,1,1,1,2748
918,2,0,0,2754
919,2,1,1,2754
920,2,0,0,2760
921,0,1,1,2760
922,1,0,0,2766
923,2,1,1,2766
924,1,0,0,2772
925,2,1,1,2772
926,1,0,0,2778
927,1,1,1,2778
928,2,0,0,2784
929,1,1,1,2784
930,0,0,0,2790
931,1,1,1,2790
932,1,0,0,2796
933,1,1,1,2796
934,0,0,0,2802
935,2,1,1,2802
936,2,0,0,2808
937,2,1,1,2808
938,1,0,0,2814
939,0,1,1,2814
940,2,0,0,2820
941,0,1,1,2820
942,0,0,0,2826
943,1,1,1,2826
944,0,0,0,2832
945,2,1,1,2832
946,0,0,0,2838
947,0,1,1,2838
948,0,0,0,2844
949,0,1,1,2844
950,0,0,0,2850
951,2,1,1,2850
952,2,0,0,2856
953,2,1,1,2856
954,1,0,0,2862
955,2,1,1,2862
956,0,0,0,2868
957,0,1,1,2868
958,2,0,0,2874
959,2,1,1,2874
960,1,0,0,2880
961,1,1,1,2880
962,0,0,0,2886
963,1,1,1,2886
964,2,0,0,2892
965,0,1,1,2892
966,2,0,0,2898
967,0,1,1,2898
968,2,0,0,2904
969,1,1,1,2904
970,0,0,0,2910
971,1,1,1,2910
972,2,0,0,2916
973,0,1,1,2916
974,1,0,0,2922
975,0,1,1,2922
976,2,0,0,2928
977,1,1,1,2928
978,0,0,0,2934
979,0,1,1,2934
980,2,0,0,2940
981,1,1,1,2940
982,0,0,0,2946
983,0,1,1,2946
984,2,0,0,2952
985,0,1,1,2952
986,2,0,0,2958
987,1,1,1,2958
988,0,0,0,2964
989,0,1,1,2964
990,0,0,0,2970
991,2,1,1,2970
992,0,0,0,2976
993,1,1,1,2976
994,1,0,0,2982
995,2,1,1,2982
996,0,0,0,2988
997,2,1,1,2988
998,0,0,0,2994
999,2,1,1,2994
1000,0,0,0,3000
1001,0,1,1,3000
1002,2,0,0,3006
1003,1,1,1,3006
1004,1,0,0,3012
1005,2,1,1,3012
1006,2,0,0,3018
1007,0,1,1,3018
1008,0,0,0,3024
1009,2,1,1,3024
1010,0,0,0,3030
1011,2,1,1,3030
1012,2,0,0,3036
1013,1,1,1,3036
1014,0,0,0,3042
1015,0,1,1,3042
1016,1,0,0,3048
1017,1,1,1,3048
1018,1,0,0,3054
1019,0,1,1,3054
1020,1,0,0,3060
1021,0,1,1,3060
1022,2,0,0,3066
1023,1,1,1,3066
1024,1,0,0,3072
1025,0,1,1,3072
1026,0,0,0,3078
1027,0,1,1,3078
1028,2,0,0,3084
1029,0,1,1,3084
1030,0,0,0,3090
1031,2,1,1,3090
1032,1,0,0,3096
1033,0,1,1,3096
1034,2,0,0,3102
1035,0,1,1,3102
1036,2,0,0,3108
1037,0,1,1,3108
1038,0,0,0,3114
1039,2,1,1,3114
1040,1,0,0,3120
1041,1,1,1,3120
1042,2,0,0,3126
1043,0,1,1,3126
1044,2,0,0,3132
1045,1,1,1,3132
1046,0,0,0,3138
1047,1,1,1,3138
1048,2,0,0,3144
1049,1,1,1,3144
1050,1,0,0,3150
1051,2,1,1,3150
1052,1,0,0,3156
1053,2,1,1,3156
1054,2,0,0,3162
1055,0,1,1,3162
1056,2,0,0,3168
1057,1,1,1,3168
1058,2,0,0,3174
1059,0,1,1,3174
1060,1,0,0,3180
1061,0,1,1,3180
1062,1,0,0,3186
1063,2,1,1,3186
1064,1,0,0,3192
1065,0,1,1,3192
1066,2,0,0,3198
1067,0,1,1,3198
1068,2,0,0,3204
1069,0,1,1,3204
1070,2,0,0,3210
1071,1,1,1,3210
1072,0,0,0,3216
1073,2,1,1,3216
1074,0,0,0,3222
1075,1,1,1,3222
1076,0,0,0,3228
1077,0,1,1,3228
1078,1,0,0,3234
1079,1,1,1,3234
1080,1,0,0,3240
1081,2,1,1,3240
1082,0,0,0,3246
1083,1,1,1,3246
1084,1,0,0,3252
1085,1,1,1,3252
1086,0,0,0,3258
1087,0,1,1,3258
1088,1,0,0,3264
1089,1,1,1,3264
1090,0,0,0,3270
1091,2,1,1,3270
1092,0,0,0,3276
1093,0,1,1,3276
1094,2,0,0,3282
1095,1,1,1,3282
1096,2,0,0,3288
1097,2,1,1,3288
1098,2,0,0,3294
1099,0,1,1,3294
1100,0,0,0,3300
1101,0,1,1,3300
1102,2,0,0,3306
1103,1,1,1,3306
1104,1,0,0,3312
1105,2,1,1,3312
1106,2,0,0,3318
1107,2,1,1,3318
1108,1,0,0,3324
1109,0,1,1,3324
1110,2,0,0,3330
1111,2,1,1,3330
1112,0,0,0,3336
1113,2,1,1,3336
1114,2,0,0,3342
1115,1,1,1,3342
1116,0,0,0,3348
1117,0,1,1,3348
1118,1,0,0,3354
1119,0,1,1,3354
1120,1,0,0,3360
1121,1,1,1,3360
1122,1,0,0,3366
1123,0,1,1,3366
1124,0,0,0,3372
1125,0,1,1,3372
1126,2,0,0,3378
1127,1,1,1,3378
1128,2,0,0,3384
1129,0,1,1,3384
1130,2,0,0,3390
1131,0,1,1,3390
1132,1,0,0,3396
1133,0,1,1,3396
1134,0,0,0,3402
1135,0,1,1,3402
1136,1,0,0,3408
1137,0,1,1,3408
1138,2,0,0,3414
1139,2,1,1,3414
1140,0,0,0,3420
1141,2,1,1,3420
1142,2,0,0,3426
1143,2,1,1,3426
1144,0,0,0,3432
1145,2,1,1,3432
1146,0,0,0,3438
1147,0,1,1,3438
1148,1,0,0,3444
1149,2,1,1,3444
1150,0,0,0,3450
1151,1,1,1,3450
1152,0,0,0,3456
1153,0,1,1,3456
1154,2,0,0,3462
1155,0,1,1,3462
1156,0,0,0,3468
1157,1,1,1,3468
1158,2,0,0,3474
1159,1,1,1,3474
1160,2,0,0,3480
1161,2,1,1,3480
1162,2,0,0,3486
1163,0,1,1,3486
1164,1,0,0,3492
1165,1,1,1,3492
1166,0,0,0,3498
1167,0,1,1,3498
1168,1,0,0,3504
1169,1,1,1,3504
1170,2,0,0,3510
1171,1,1,1,3510
1172,1,0,0,3516
1173,0,1,1,3516
1174,1,0,0,3522
1175,0,1,1,3522
1176,2,0,0,3528
1177,2,1,1,3528
1178,2,0,0,3534
1179,0,1,1,3534
1180,1,0,0,3540
1181,2,1,1,3540
1182,2,0,0,3546
1183,0,1,1,3546
1184,0,0,0,3552
1185,2,1,1,3552
1186,1,0,0,3558
1187,1,1,1,3558
1188,1,0,0,3564
1189,0,1,1,3564
1190,0,0,0,3570
1191,1,1,1,3570
1192,1,0,0,3576
1193,1,1,1,3576
1194,0,0,0,3582
1195,0,1,1,3582
1196,0,0,0,3588
1197,1,1,1,3588
1198,2,0,0,3594
1199,1,1,1,3594
