id,action,origin,destination,start_time,epsilon
127,0,1,1,378,0.57
128,0,0,0,384,0.79
129,0,1,1,384,0.63
130,0,0,0,390,0.78
131,1,1,1,390,0.45
132,2,0,0,396,0.48
133,0,1,1,396,0.85
134,2,0,0,402,0.64
135,2,1,1,402,0.53
136,1,0,0,408,0.52
137,2,1,1,408,0.74
138,0,0,0,414,0.66
139,1,1,1,414,0.62
140,2,0,0,420,0.73
141,1,1,1,420,0.68
142,1,0,0,426,0.75
143,0,1,1,426,0.56
144,2,0,0,432,0.60
145,1,1,1,432,0.60
146,1,0,0,438,0.59
147,2,1,1,438,0.77
148,1,0,0,444,0.81
149,2,1,1,444,0.80
150,2,0,0,450,0.61
151,0,1,1,450,0.52
152,1,0,0,456,0.52
153,2,1,1,456,0.77
154,0,0,0,462,0.48
155,0,1,1,462,0.75
156,2,0,0,468,0.75
157,1,1,1,468,0.82
158,2,0,0,474,0.53
159,0,1,1,474,0.58
160,1,0,0,480,0.74
161,2,1,1,480,0.56
162,1,0,0,486,0.64
163,0,1,1,486,0.67
164,2,0,0,492,0.74
165,1,1,1,492,0.55
166,2,0,0,498,0.64
167,0,1,1,498,0.50
168,2,0,0,504,0.83
169,2,1,1,504,0.61
170,0,0,0,510,0.75
171,1,1,1,510,0.65
172,1,0,0,516,0.65
173,0,1,1,516,0.59
174,0,0,0,522,0.51
175,2,1,1,522,0.69
176,1,0,0,528,0.67
177,2,1,1,528,0.77
178,1,0,0,534,0.67
179,1,1,1,534,0.80
180,1,0,0,540,0.66
181,2,1,1,540,0.74
182,0,0,0,546,0.69
183,0,1,1,546,0.73
184,0,0,0,552,0.79
185,0,1,1,552,0.54
186,2,0,0,558,0.68
187,1,1,1,558,0.87
188,2,0,0,564,0.51
189,2,1,1,564,0.52
190,2,0,0,570,0.60
191,1,1,1,570,0.62
192,0,0,0,576,0.65
193,1,1,1,576,0.69
194,1,0,0,582,0.62
195,2,1,1,582,0.52
196,2,0,0,588,0.70
197,2,1,1,588,0.58
198,1,0,0,594,0.84
199,2,1,1,594,0.65
200,0,0,0,600,0.65
201,2,1,1,600,0.51
202,2,0,0,606,0.62
203,2,1,1,606,0.80
204,2,0,0,612,0.60
205,2,1,1,612,0.59
206,0,0,0,618,0.68
207,2,1,1,618,0.55
208,0,0,0,624,0.70
209,2,1,1,624,0.70
210,2,0,0,630,0.59
211,1,1,1,630,0.53
212,2,0,0,636,0.53
213,0,1,1,636,0.55
214,2,0,0,642,0.68
215,0,1,1,642,0.55
216,0,0,0,648,0.79
217,0,1,1,648,0.67
218,0,0,0,654,0.51
219,0,1,1,654,0.54
220,0,0,0,660,0.66
221,2,1,1,660,0.77
222,2,0,0,666,0.67
223,0,1,1,666,0.63
224,1,0,0,672,0.66
225,1,1,1,672,0.57
226,0,0,0,678,0.59
227,0,1,1,678,0.63
228,1,0,0,684,0.52
229,1,1,1,684,0.66
230,0,0,0,690,0.54
231,2,1,1,690,0.65
232,2,0,0,696,0.58
233,1,1,1,696,0.78
234,1,0,0,702,0.54
235,0,1,1,702,0.74
236,0,0,0,708,0.74
237,2,1,1,708,0.73
238,1,0,0,714,0.72
239,1,1,1,714,0.64
240,0,0,0,720,0.79
241,1,1,1,720,0.59
242,1,0,0,726,0.65
243,2,1,1,726,0.52
244,2,0,0,732,0.78
245,0,1,1,732,0.50
246,0,0,0,738,0.76
247,2,1,1,738,0.70
248,0,0,0,744,0.69
249,1,1,1,744,0.59
250,2,0,0,750,0.46
251,2,1,1,750,0.80
252,2,0,0,756,0.67
253,0,1,1,756,0.69
254,2,0,0,762,0.83
255,0,1,1,762,0.69
256,0,0,0,768,0.45
257,2,1,1,768,0.79
258,2,0,0,774,0.58
259,1,1,1,774,0.82
260,0,0,0,780,0.62
261,0,1,1,780,0.64
262,1,0,0,786,0.54
263,1,1,1,786,0.58
264,2,0,0,792,0.75
265,0,1,1,792,0.68
266,1,0,0,798,0.82
267,0,1,1,798,0.54
268,0,0,0,804,0.67
269,2,1,1,804,0.61
270,1,0,0,810,0.85
271,2,1,1,810,0.62
272,0,0,0,816,0.82
273,1,1,1,816,0.44
274,0,0,0,822,0.51
275,2,1,1,822,0.69
276,1,0,0,828,0.71
277,0,1,1,828,0.70
278,2,0,0,834,0.59
279,0,1,1,834,0.56
280,2,0,0,840,0.80
281,0,1,1,840,0.72
282,1,0,0,846,0.56
283,1,1,1,846,0.56
284,2,0,0,852,0.86
285,2,1,1,852,0.78
286,1,0,0,858,0.82
287,0,1,1,858,0.74
288,1,0,0,864,0.60
289,0,1,1,864,0.65
290,2,0,0,870,0.63
291,1,1,1,870,0.77
292,1,0,0,876,0.61
293,1,1,1,876,0.64
294,2,0,0,882,0.86
295,2,1,1,882,0.65
296,1,0,0,888,0.51
297,2,1,1,888,0.61
298,1,0,0,894,0.54
299,2,1,1,894,0.63
300,0,0,0,900,0.60
301,2,1,1,900,0.52
302,1,0,0,906,0.72
303,1,1,1,906,0.75
304,0,0,0,912,0.61
305,1,1,1,912,0.81
306,1,0,0,918,0.46
307,2,1,1,918,0.57
308,0,0,0,924,0.70
309,1,1,1,924,0.55
310,2,0,0,930,0.82
311,1,1,1,930,0.67
312,0,0,0,936,0.61
313,1,1,1,936,0.68
314,2,0,0,942,0.81
315,1,1,1,942,0.78
316,1,0,0,948,0.60
317,1,1,1,948,0.55
318,1,0,0,954,0.46
319,1,1,1,954,0.63
320,1,0,0,960,0.67
321,2,1,1,960,0.54
322,2,0,0,966,0.81
323,2,1,1,966,0.61
324,1,0,0,972,0.78
325,2,1,1,972,0.69
326,1,0,0,978,0.86
327,2,1,1,978,0.62
328,2,0,0,984,0.54
329,0,1,1,984,0.71
330,2,0,0,990,0.59
331,2,1,1,990,0.69
332,2,0,0,996,0.65
333,2,1,1,996,0.61
334,0,0,0,1002,0.65
335,0,1,1,1002,0.71
336,2,0,0,1008,0.58
337,0,1,1,1008,0.64
338,2,0,0,1014,0.63
339,0,1,1,1014,0.70
340,2,0,0,1020,0.68
341,0,1,1,1020,0.58
342,0,0,0,1026,0.66
343,0,1,1,1026,0.67
344,0,0,0,1032,0.81
345,2,1,1,1032,0.71
346,1,0,0,1038,0.71
347,2,1,1,1038,0.44
348,2,0,0,1044,0.55
349,2,1,1,1044,0.77
350,0,0,0,1050,0.86
351,0,1,1,1050,0.53
352,1,0,0,1056,0.81
353,2,1,1,1056,0.42
354,2,0,0,1062,0.61
355,2,1,1,1062,0.57
356,2,0,0,1068,0.57
357,2,1,1,1068,0.50
358,1,0,0,1074,0.71
359,0,1,1,1074,0.61
360,2,0,0,1080,0.51
361,2,1,1,1080,0.55
362,0,0,0,1086,0.69
363,1,1,1,1086,0.64
364,1,0,0,1092,0.64
365,2,1,1,1092,0.78
366,1,0,0,1098,0.70
367,2,1,1,1098,0.74
368,0,0,0,1104,0.63
369,1,1,1,1104,0.68
370,2,0,0,1110,0.66
371,1,1,1,1110,0.82
372,1,0,0,1116,0.92
373,0,1,1,1116,0.46
374,1,0,0,1122,0.58
375,0,1,1,1122,0.63
376,1,0,0,1128,0.77
377,0,1,1,1128,0.58
378,1,0,0,1134,0.64
379,1,1,1,1134,0.69
380,1,0,0,1140,0.69
381,0,1,1,1140,0.63
382,1,0,0,1146,0.68
383,2,1,1,1146,0.78
384,1,0,0,1152,0.50
385,2,1,1,1152,0.57
386,2,0,0,1158,0.63
387,2,1,1,1158,0.58
388,0,0,0,1164,0.61
389,0,1,1,1164,0.75
390,0,0,0,1170,0.72
391,2,1,1,1170,0.57
392,2,0,0,1176,0.68
393,1,1,1,1176,0.56
394,2,0,0,1182,0.81
395,1,1,1,1182,0.60
396,1,0,0,1188,0.59
397,2,1,1,1188,0.72
398,2,0,0,1194,0.61
399,2,1,1,1194,0.53
400,1,0,0,1200,0.89
401,2,1,1,1200,0.49
402,1,0,0,1206,0.69
403,1,1,1,1206,0.66
404,0,0,0,1212,0.70
405,1,1,1,1212,0.74
406,0,0,0,1218,0.62
407,0,1,1,1218,0.59
408,2,0,0,1224,0.67
409,1,1,1,1224,0.56
410,2,0,0,1230,0.58
411,1,1,1,1230,0.70
412,0,0,0,1236,0.63
413,2,1,1,1236,0.44
414,0,0,0,1242,0.75
415,2,1,1,1242,0.50
416,2,0,0,1248,0.65
417,1,1,1,1248,0.64
418,0,0,0,1254,0.59
419,2,1,1,1254,0.60
420,1,0,0,1260,0.59
421,2,1,1,1260,0.73
422,2,0,0,1266,0.76
423,1,1,1,1266,0.77
424,2,0,0,1272,0.88
425,2,1,1,1272,0.85
426,0,0,0,1278,0.70
427,0,1,1,1278,0.61
428,1,0,0,1284,0.45
429,2,1,1,1284,0.82
430,1,0,0,1290,0.78
431,2,1,1,1290,0.77
432,2,0,0,1296,0.58
433,2,1,1,1296,0.70
434,1,0,0,1302,0.76
435,1,1,1,1302,0.64
436,1,0,0,1308,0.58
437,1,1,1,1308,0.58
438,0,0,0,1314,0.66
439,2,1,1,1314,0.84
440,1,0,0,1320,0.53
441,1,1,1,1320,0.60
442,1,0,0,1326,0.55
443,1,1,1,1326,0.53
444,1,0,0,1332,0.48
445,1,1,1,1332,0.84
446,0,0,0,1338,0.82
447,1,1,1,1338,0.68
448,1,0,0,1344,0.61
449,0,1,1,1344,0.71
450,2,0,0,1350,0.71
451,0,1,1,1350,0.77
452,2,0,0,1356,0.67
453,2,1,1,1356,0.56
454,0,0,0,1362,0.74
455,0,1,1,1362,0.80
456,2,0,0,1368,0.77
457,1,1,1,1368,0.81
458,2,0,0,1374,0.64
459,0,1,1,1374,0.64
460,2,0,0,1380,0.62
461,0,1,1,1380,0.68
462,2,0,0,1386,0.62
463,0,1,1,1386,0.61
464,0,0,0,1392,0.62
465,0,1,1,1392,0.88
466,0,0,0,1398,0.75
467,2,1,1,1398,0.58
468,1,0,0,1404,0.54
469,1,1,1,1404,0.81
470,2,0,0,1410,0.71
471,0,1,1,1410,0.80
472,1,0,0,1416,0.57
473,1,1,1,1416,0.46
474,1,0,0,1422,0.54
475,1,1,1,1422,0.82
476,2,0,0,1428,0.57
477,1,1,1,1428,0.55
478,1,0,0,1434,0.54
479,2,1,1,1434,0.68
480,2,0,0,1440,0.79
481,1,1,1,1440,0.58
482,2,0,0,1446,0.68
483,0,1,1,1446,0.52
484,1,0,0,1452,0.82
485,2,1,1,1452,0.60
486,2,0,0,1458,0.72
487,0,1,1,1458,0.67
488,0,0,0,1464,0.81
489,2,1,1,1464,0.61
490,2,0,0,1470,0.79
491,0,1,1,1470,0.56
492,1,0,0,1476,0.48
493,0,1,1,1476,0.46
494,2,0,0,1482,0.46
495,0,1,1,1482,0.73
496,2,0,0,1488,0.58
497,0,1,1,1488,0.82
498,2,0,0,1494,0.65
499,2,1,1,1494,0.74
500,1,0,0,1500,0.53
501,2,1,1,1500,0.55
502,1,0,0,1506,0.79
503,1,1,1,1506,0.71
504,0,0,0,1512,0.47
505,0,1,1,1512,0.70
506,0,0,0,1518,0.57
507,1,1,1,1518,0.76
508,2,0,0,1524,0.54
509,2,1,1,1524,0.62
510,0,0,0,1530,0.55
511,2,1,1,1530,0.47
512,0,0,0,1536,0.46
513,1,1,1,1536,0.78
514,1,0,0,1542,0.63
515,1,1,1,1542,0.49
516,2,0,0,1548,0.87
517,1,1,1,1548,0.58
518,2,0,0,1554,0.78
519,0,1,1,1554,0.60
520,2,0,0,1560,0.59
521,1,1,1,1560,0.60
522,0,0,0,1566,0.67
523,0,1,1,1566,0.50
524,1,0,0,1572,0.63
525,1,1,1,1572,0.64
526,1,0,0,1578,0.59
527,1,1,1,1578,0.79
528,2,0,0,1584,0.67
529,0,1,1,1584,0.53
530,1,0,0,1590,0.60
531,2,1,1,1590,0.80
532,0,0,0,1596,0.58
533,2,1,1,1596,0.79
534,1,0,0,1602,0.63
535,2,1,1,1602,0.49
536,2,0,0,1608,0.63
537,0,1,1,1608,0.71
538,0,0,0,1614,0.65
539,1,1,1,1614,0.59
540,2,0,0,1620,0.72
541,1,1,1,1620,0.53
542,2,0,0,1626,0.64
543,1,1,1,1626,0.53
544,1,0,0,1632,0.76
545,1,1,1,1632,0.81
546,0,0,0,1638,0.71
547,1,1,1,1638,0.52
548,2,0,0,1644,0.55
549,1,1,1,1644,0.73
550,1,0,0,1650,0.58
551,2,1,1,1650,0.53
552,0,0,0,1656,0.67
553,1,1,1,1656,0.55
554,2,0,0,1662,0.57
555,1,1,1,1662,0.78
556,0,0,0,1668,0.65
557,2,1,1,1668,0.71
558,2,0,0,1674,0.58
559,0,1,1,1674,0.80
560,2,0,0,1680,0.54
561,1,1,1,1680,0.69
562,0,0,0,1686,0.81
563,2,1,1,1686,0.58
564,0,0,0,1692,0.57
565,1,1,1,1692,0.70
566,1,0,0,1698,0.62
567,2,1,1,1698,0.52
568,1,0,0,1704,0.45
569,1,1,1,1704,0.55
570,1,0,0,1710,0.76
571,2,1,1,1710,0.53
572,0,0,0,1716,0.52
573,0,1,1,1716,0.66
574,2,0,0,1722,0.68
575,0,1,1,1722,0.68
576,1,0,0,1728,0.54
577,0,1,1,1728,0.53
578,0,0,0,1734,0.63
579,0,1,1,1734,0.66
580,0,0,0,1740,0.50
581,1,1,1,1740,0.49
582,1,0,0,1746,0.66
583,1,1,1,1746,0.70
584,2,0,0,1752,0.56
585,0,1,1,1752,0.86
586,1,0,0,1758,0.46
587,2,1,1,1758,0.42
588,1,0,0,1764,0.87
589,0,1,1,1764,0.56
590,2,0,0,1770,0.76
591,0,1,1,1770,0.66
592,1,0,0,1776,0.51
593,2,1,1,1776,0.83
594,0,0,0,1782,0.58
595,2,1,1,1782,0.58
596,0,0,0,1788,0.61
597,1,1,1,1788,0.80
598,2,0,0,1794,0.58
599,0,1,1,1794,0.50
600,0,0,0,1800,0.51
601,2,1,1,1800,0.46
602,0,0,0,1806,0.65
603,2,1,1,1806,0.62
604,1,0,0,1812,0.87
605,0,1,1,1812,0.51
606,0,0,0,1818,0.67
607,2,1,1,1818,0.92
608,2,0,0,1824,0.73
609,2,1,1,1824,0.46
610,2,0,0,1830,0.68
611,2,1,1,1830,0.65
612,2,0,0,1836,0.50
613,0,1,1,1836,0.46
614,0,0,0,1842,0.50
615,2,1,1,1842,0.65
616,1,0,0,1848,0.85
617,2,1,1,1848,0.66
618,1,0,0,1854,0.70
619,1,1,1,1854,0.75
620,0,0,0,1860,0.52
621,2,1,1,1860,0.55
622,0,0,0,1866,0.79
623,2,1,1,1866,0.68
624,2,0,0,1872,0.74
625,2,1,1,1872,0.53
626,1,0,0,1878,0.56
627,0,1,1,1878,0.74
628,1,0,0,1884,0.42
629,0,1,1,1884,0.72
630,0,0,0,1890,0.61
631,2,1,1,1890,0.72
632,2,0,0,1896,0.60
633,2,1,1,1896,0.55
634,0,0,0,1902,0.63
635,0,1,1,1902,0.64
636,2,0,0,1908,0.57
637,2,1,1,1908,0.68
638,1,0,0,1914,0.73
639,1,1,1,1914,0.62
640,0,0,0,1920,0.60
641,2,1,1,1920,0.60
642,2,0,0,1926,0.56
643,0,1,1,1926,0.67
644,2,0,0,1932,0.60
645,1,1,1,1932,0.63
646,0,0,0,1938,0.58
647,2,1,1,1938,0.57
648,2,0,0,1944,0.45
649,0,1,1,1944,0.85
650,2,0,0,1950,0.61
651,1,1,1,1950,0.62
652,1,0,0,1956,0.62
653,0,1,1,1956,0.53
654,1,0,0,1962,0.68
655,1,1,1,1962,0.93
656,1,0,0,1968,0.83
657,1,1,1,1968,0.60
658,1,0,0,1974,0.67
659,0,1,1,1974,0.81
660,2,0,0,1980,0.61
661,2,1,1,1980,0.64
662,0,0,0,1986,0.70
663,2,1,1,1986,0.74
664,2,0,0,1992,0.71
665,0,1,1,1992,0.81
666,2,0,0,1998,0.62
667,2,1,1,1998,0.70
668,1,0,0,2004,0.55
669,2,1,1,2004,0.53
670,2,0,0,2010,0.56
671,1,1,1,2010,0.66
672,2,0,0,2016,0.65
673,2,1,1,2016,0.62
674,0,0,0,2022,0.69
675,0,1,1,2022,0.69
676,1,0,0,2028,0.54
677,0,1,1,2028,0.64
678,1,0,0,2034,0.48
679,0,1,1,2034,0.77
680,2,0,0,2040,0.59
681,1,1,1,2040,0.72
682,1,0,0,2046,0.86
683,1,1,1,2046,0.68
684,0,0,0,2052,0.49
685,2,1,1,2052,0.49
686,1,0,0,2058,0.57
687,2,1,1,2058,0.65
688,0,0,0,2064,0.58
689,2,1,1,2064,0.78
690,0,0,0,2070,0.69
691,1,1,1,2070,0.67
692,0,0,0,2076,0.72
693,1,1,1,2076,0.72
694,2,0,0,2082,0.77
695,2,1,1,2082,0.52
696,2,0,0,2088,0.51
697,0,1,1,2088,0.54
698,1,0,0,2094,0.62
699,0,1,1,2094,0.75
700,2,0,0,2100,0.63
701,0,1,1,2100,0.64
702,1,0,0,2106,0.45
703,1,1,1,2106,0.84
704,0,0,0,2112,0.56
705,1,1,1,2112,0.72
706,2,0,0,2118,0.63
707,0,1,1,2118,0.77
708,2,0,0,2124,0.59
709,0,1,1,2124,0.67
710,1,0,0,2130,0.85
711,2,1,1,2130,0.72
712,2,0,0,2136,0.66
713,1,1,1,2136,0.63
714,2,0,0,2142,0.67
715,1,1,1,2142,0.64
716,2,0,0,2148,0.82
717,2,1,1,2148,0.56
718,0,0,0,2154,0.80
719,2,1,1,2154,0.55
720,0,0,0,2160,0.71
721,2,1,1,2160,0.55
722,0,0,0,2166,0.78
723,1,1,1,2166,0.48
724,1,0,0,2172,0.68
725,0,1,1,2172,0.67
726,1,0,0,2178,0.67
727,1,1,1,2178,0.44
728,1,0,0,2184,0.56
729,1,1,1,2184,0.45
730,0,0,0,2190,0.66
731,0,1,1,2190,0.54
732,0,0,0,2196,0.66
733,0,1,1,2196,0.50
734,2,0,0,2202,0.48
735,0,1,1,2202,0.61
736,1,0,0,2208,0.66
737,1,1,1,2208,0.65
738,1,0,0,2214,0.69
739,1,1,1,2214,0.43
740,0,0,0,2220,0.66
741,0,1,1,2220,0.50
742,2,0,0,2226,0.63
743,0,1,1,2226,0.57
744,2,0,0,2232,0.63
745,1,1,1,2232,0.46
746,1,0,0,2238,0.64
747,2,1,1,2238,0.70
748,2,0,0,2244,0.78
749,0,1,1,2244,0.77
750,0,0,0,2250,0.47
751,0,1,1,2250,0.56
752,2,0,0,2256,0.54
753,2,1,1,2256,0.66
754,2,0,0,2262,0.70
755,2,1,1,2262,0.52
756,1,0,0,2268,0.62
757,1,1,1,2268,0.73
758,1,0,0,2274,0.67
759,2,1,1,2274,0.73
760,1,0,0,2280,0.49
761,0,1,1,2280,0.58
762,2,0,0,2286,0.76
763,0,1,1,2286,0.70
764,1,0,0,2292,0.61
765,1,1,1,2292,0.76
766,1,0,0,2298,0.49
767,1,1,1,2298,0.57
768,0,0,0,2304,0.72
769,1,1,1,2304,0.70
770,1,0,0,2310,0.78
771,0,1,1,2310,0.64
772,1,0,0,2316,0.59
773,0,1,1,2316,0.57
774,2,0,0,2322,0.74
775,0,1,1,2322,0.67
776,2,0,0,2328,0.52
777,0,1,1,2328,0.68
778,1,0,0,2334,0.66
779,1,1,1,2334,0.70
780,1,0,0,2340,0.65
781,2,1,1,2340,0.69
782,0,0,0,2346,0.83
783,1,1,1,2346,0.55
784,2,0,0,2352,0.70
785,2,1,1,2352,0.60
786,0,0,0,2358,0.81
787,2,1,1,2358,0.60
788,1,0,0,2364,0.51
789,0,1,1,2364,0.45
790,0,0,0,2370,0.73
791,1,1,1,2370,0.65
792,1,0,0,2376,0.81
793,1,1,1,2376,0.51
794,0,0,0,2382,0.76
795,1,1,1,2382,0.47
796,2,0,0,2388,0.71
797,2,1,1,2388,0.66
798,0,0,0,2394,0.52
799,2,1,1,2394,0.83
800,1,0,0,2400,0.67
801,2,1,1,2400,0.87
802,2,0,0,2406,0.47
803,2,1,1,2406,0.65
804,2,0,0,2412,0.89
805,2,1,1,2412,0.70
806,1,0,0,2418,0.64
807,1,1,1,2418,0.67
808,2,0,0,2424,0.66
809,1,1,1,2424,0.48
810,2,0,0,2430,0.61
811,0,1,1,2430,0.45
812,2,0,0,2436,0.70
813,2,1,1,2436,0.63
814,1,0,0,2442,0.43
815,1,1,1,2442,0.61
816,1,0,0,2448,0.61
817,1,1,1,2448,0.70
818,2,0,0,2454,0.82
819,1,1,1,2454,0.56
820,1,0,0,2460,0.65
821,0,1,1,2460,0.53
822,1,0,0,2466,0.53
823,2,1,1,2466,0.63
824,0,0,0,2472,0.60
825,1,1,1,2472,0.67
826,1,0,0,2478,0.71
827,2,1,1,2478,0.86
828,0,0,0,2484,0.50
829,1,1,1,2484,0.46
830,2,0,0,2490,0.64
831,2,1,1,2490,0.72
832,2,0,0,2496,0.48
833,2,1,1,2496,0.68
834,2,0,0,2502,0.53
835,2,1,1,2502,0.51
836,0,0,0,2508,0.62
837,0,1,1,2508,0.67
838,2,0,0,2514,0.43
839,0,1,1,2514,0.80
840,0,0,0,2520,0.61
841,0,1,1,2520,0.61
842,2,0,0,2526,0.55
843,2,1,1,2526,0.54
844,1,0,0,2532,0.52
845,0,1,1,2532,0.57
846,2,0,0,2538,0.44
847,0,1,1,2538,0.74
848,1,0,0,2544,0.68
849,1,1,1,2544,0.60
850,2,0,0,2550,0.67
851,0,1,1,2550,0.57
852,1,0,0,2556,0.79
853,2,1,1,2556,0.52
854,0,0,0,2562,0.56
855,2,1,1,2562,0.55
856,0,0,0,2568,0.48
857,1,1,1,2568,0.59
858,0,0,0,2574,0.70
859,1,1,1,2574,0.63
860,0,0,0,2580,0.72
861,1,1,1,2580,0.77
862,2,0,0,2586,0.87
863,0,1,1,2586,0.79
864,0,0,0,2592,0.91
865,0,1,1,2592,0.83
866,0,0,0,2598,0.84
867,1,1,1,2598,0.62
868,0,0,0,2604,0.65
869,1,1,1,2604,0.63
870,2,0,0,2610,0.57
871,2,1,1,2610,0.77
872,0,0,0,2616,0.63
873,1,1,1,2616,0.51
874,2,0,0,2622,0.68
875,2,1,1,2622,0.83
876,2,0,0,2628,0.47
877,0,1,1,2628,0.61
878,0,0,0,2634,0.76
879,1,1,1,2634,0.58
880,1,0,0,2640,0.74
881,2,1,1,2640,0.53
882,1,0,0,2646,0.69
883,1,1,1,2646,0.67
884,1,0,0,2652,0.66
885,0,1,1,2652,0.46
886,0,0,0,2658,0.68
887,1,1,1,2658,0.52
888,0,0,0,2664,0.51
889,1,1,1,2664,0.81
890,0,0,0,2670,0.75
891,2,1,1,2670,0.60
892,2,0,0,2676,0.77
893,2,1,1,2676,0.51
894,1,0,0,2682,0.59
895,0,1,1,2682,0.51
896,2,0,0,2688,0.53
897,2,1,1,2688,0.81
898,1,0,0,2694,0.60
899,2,1,1,2694,0.68
900,2,0,0,2700,0.70
901,2,1,1,2700,0.56
902,2,0,0,2706,0.59
903,1,1,1,2706,0.60
904,0,0,0,2712,0.77
905,1,1,1,2712,0.60
906,0,0,0,2718,0.71
907,0,1,1,2718,0.47
908,2,0,0,2724,0.52
909,0,1,1,2724,0.45
910,2,0,0,2730,0.53
911,0,1,1,2730,0.58
912,2,0,0,2736,0.83
913,2,1,1,2736,0.56
914,2,0,0,2742,0.83
915,2,1,1,2742,0.67
916,2,0,0,2748,0.67
917,1,1,1,2748,0.73
918,0,0,0,2754,0.76
919,2,1,1,2754,0.81
920,2,0,0,2760,0.51
921,0,1,1,2760,0.61
922,2,0,0,2766,0.48
923,0,1,1,2766,0.77
924,0,0,0,2772,0.62
925,0,1,1,2772,0.70
926,0,0,0,2778,0.68
927,2,1,1,2778,0.66
928,2,0,0,2784,0.63
929,2,1,1,2784,0.64
930,2,0,0,2790,0.60
931,2,1,1,2790,0.82
932,2,0,0,2796,0.50
933,2,1,1,2796,0.46
934,1,0,0,2802,0.63
935,0,1,1,2802,0.77
936,2,0,0,2808,0.56
937,0,1,1,2808,0.83
938,1,0,0,2814,0.60
939,2,1,1,2814,0.71
940,0,0,0,2820,0.62
941,2,1,1,2820,0.66
942,1,0,0,2826,0.81
943,2,1,1,2826,0.67
944,2,0,0,2832,0.57
945,2,1,1,2832,0.56
946,0,0,0,2838,0.56
947,2,1,1,2838,0.51
948,0,0,0,2844,0.71
949,0,1,1,2844,0.66
950,0,0,0,2850,0.59
951,0,1,1,2850,0.71
952,1,0,0,2856,0.59
