id,action,origin,destination,start_time,epsilon
126,1,0,0,378,0.31
127,2,1,1,378,0.34
128,1,0,0,384,0.66
129,0,1,1,384,0.45
130,0,0,0,390,0.73
131,2,1,1,390,0.27
132,2,0,0,396,0.30
133,0,1,1,396,0.75
134,0,0,0,402,0.49
135,1,1,1,402,0.34
136,1,0,0,408,0.36
137,0,1,1,408,0.62
138,1,0,0,414,0.61
139,0,1,1,414,0.49
140,2,0,0,420,0.61
141,2,1,1,420,0.61
142,2,0,0,426,0.68
143,0,1,1,426,0.43
144,1,0,0,432,0.40
145,1,1,1,432,0.41
146,2,0,0,438,0.37
147,1,1,1,438,0.60
148,1,0,0,444,0.74
149,0,1,1,444,0.69
150,0,0,0,450,0.41
151,1,1,1,450,0.37
152,1,0,0,456,0.36
153,0,1,1,456,0.60
154,2,0,0,462,0.33
155,2,1,1,462,0.69
156,2,0,0,468,0.66
157,1,1,1,468,0.74
158,2,0,0,474,0.34
159,0,1,1,474,0.35
160,0,0,0,480,0.61
161,0,1,1,480,0.41
162,2,0,0,486,0.51
163,0,1,1,486,0.53
164,0,0,0,492,0.60
165,1,1,1,492,0.36
166,2,0,0,498,0.55
167,2,1,1,498,0.30
168,2,0,0,504,0.78
169,2,1,1,504,0.43
170,1,0,0,510,0.67
171,1,1,1,510,0.53
172,0,0,0,516,0.52
173,1,1,1,516,0.36
174,0,0,0,522,0.33
175,2,1,1,522,0.65
176,2,0,0,528,0.53
177,2,1,1,528,0.68
178,1,0,0,534,0.55
179,2,1,1,534,0.64
180,0,0,0,540,0.50
181,1,1,1,540,0.62
182,1,0,0,546,0.56
183,2,1,1,546,0.58
184,0,0,0,552,0.72
185,0,1,1,552,0.33
186,0,0,0,558,0.48
187,0,1,1,558,0.76
188,2,0,0,564,0.30
189,2,1,1,564,0.33
190,0,0,0,570,0.38
191,1,1,1,570,0.54
192,1,0,0,576,0.46
193,0,1,1,576,0.50
194,0,0,0,582,0.44
195,2,1,1,582,0.37
196,1,0,0,588,0.53
197,2,1,1,588,0.44
198,0,0,0,594,0.77
199,2,1,1,594,0.47
200,1,0,0,600,0.52
201,2,1,1,600,0.35
202,1,0,0,606,0.53
203,0,1,1,606,0.66
204,1,0,0,612,0.42
205,2,1,1,612,0.47
206,0,0,0,618,0.56
207,1,1,1,618,0.33
208,2,0,0,624,0.50
209,1,1,1,624,0.58
210,1,0,0,630,0.41
211,0,1,1,630,0.39
212,0,0,0,636,0.34
213,2,1,1,636,0.34
214,1,0,0,642,0.61
215,0,1,1,642,0.43
216,0,0,0,648,0.73
217,1,1,1,648,0.53
218,2,0,0,654,0.35
219,1,1,1,654,0.33
220,1,0,0,660,0.61
221,1,1,1,660,0.67
222,2,0,0,666,0.61
223,1,1,1,666,0.43
224,2,0,0,672,0.49
225,2,1,1,672,0.34
226,0,0,0,678,0.45
227,2,1,1,678,0.49
228,2,0,0,684,0.33
229,0,1,1,684,0.54
230,0,0,0,690,0.39
231,2,1,1,690,0.54
232,0,0,0,696,0.44
233,2,1,1,696,0.74
234,0,0,0,702,0.42
235,0,1,1,702,0.63
236,1,0,0,708,0.65
237,1,1,1,708,0.66
238,0,0,0,714,0.61
239,2,1,1,714,0.45
240,2,0,0,720,0.65
241,0,1,1,720,0.37
242,2,0,0,726,0.47
243,1,1,1,726,0.38
244,2,0,0,732,0.68
245,2,1,1,732,0.35
246,0,0,0,738,0.68
247,2,1,1,738,0.57
248,1,0,0,744,0.54
249,0,1,1,744,0.39
250,1,0,0,750,0.29
251,0,1,1,750,0.74
252,2,0,0,756,0.48
253,0,1,1,756,0.51
254,2,0,0,762,0.73
255,1,1,1,762,0.55
256,0,0,0,768,0.28
257,2,1,1,768,0.63
258,0,0,0,774,0.37
259,2,1,1,774,0.72
260,0,0,0,780,0.42
261,0,1,1,780,0.43
262,1,0,0,786,0.40
263,2,1,1,786,0.40
264,0,0,0,792,0.68
265,2,1,1,792,0.48
266,0,0,0,798,0.75
267,0,1,1,798,0.33
268,1,0,0,804,0.64
269,1,1,1,804,0.40
270,1,0,0,810,0.80
271,0,1,1,810,0.46
272,0,0,0,816,0.73
273,1,1,1,816,0.27
274,2,0,0,822,0.31
275,0,1,1,822,0.64
276,0,0,0,828,0.61
277,2,1,1,828,0.67
278,1,0,0,834,0.39
279,0,1,1,834,0.35
280,2,0,0,840,0.67
281,2,1,1,840,0.65
282,0,0,0,846,0.34
283,1,1,1,846,0.36
284,2,0,0,852,0.75
285,2,1,1,852,0.70
286,0,0,0,858,0.75
287,2,1,1,858,0.64
288,1,0,0,864,0.37
289,2,1,1,864,0.54
290,1,0,0,870,0.42
291,0,1,1,870,0.67
292,2,0,0,876,0.49
293,2,1,1,876,0.44
294,1,0,0,882,0.80
295,1,1,1,882,0.55
296,0,0,0,888,0.36
297,2,1,1,888,0.48
298,0,0,0,894,0.34
299,0,1,1,894,0.56
300,2,0,0,900,0.43
301,0,1,1,900,0.36
302,0,0,0,906,0.61
303,1,1,1,906,0.67
304,1,0,0,912,0.48
305,2,1,1,912,0.70
306,1,0,0,918,0.29
307,2,1,1,918,0.41
308,2,0,0,924,0.50
309,1,1,1,924,0.34
310,2,0,0,930,0.76
311,0,1,1,930,0.54
312,1,0,0,936,0.46
313,2,1,1,936,0.53
314,1,0,0,942,0.70
315,2,1,1,942,0.72
316,2,0,0,948,0.44
317,2,1,1,948,0.41
318,1,0,0,954,0.28
319,1,1,1,954,0.48
320,2,0,0,960,0.56
321,2,1,1,960,0.38
322,0,0,0,966,0.68
323,1,1,1,966,0.49
324,0,0,0,972,0.64
325,2,1,1,972,0.58
326,1,0,0,978,0.77
327,2,1,1,978,0.49
328,1,0,0,984,0.35
329,0,1,1,984,0.66
330,1,0,0,990,0.35
331,2,1,1,990,0.54
332,0,0,0,996,0.50
333,2,1,1,996,0.50
334,2,0,0,1002,0.60
335,1,1,1,1002,0.61
336,1,0,0,1008,0.38
337,1,1,1,1008,0.47
338,2,0,0,1014,0.42
339,0,1,1,1014,0.60
340,2,0,0,1020,0.51
341,0,1,1,1020,0.44
342,2,0,0,1026,0.61
343,2,1,1,1026,0.48
344,0,0,0,1032,0.70
345,0,1,1,1032,0.61
346,2,0,0,1038,0.56
347,2,1,1,1038,0.27
348,2,0,0,1044,0.36
349,2,1,1,1044,0.63
350,2,0,0,1050,0.77
351,1,1,1,1050,0.34
352,1,0,0,1056,0.69
353,0,1,1,1056,0.25
354,2,0,0,1062,0.46
355,2,1,1,1062,0.42
356,2,0,0,1068,0.37
357,1,1,1,1068,0.35
358,0,0,0,1074,0.65
359,0,1,1,1074,0.42
360,1,0,0,1080,0.36
361,1,1,1,1080,0.42
362,2,0,0,1086,0.50
363,2,1,1,1086,0.44
364,2,0,0,1092,0.49
365,1,1,1,1092,0.73
366,0,0,0,1098,0.60
367,0,1,1,1098,0.62
368,2,0,0,1104,0.47
369,0,1,1,1104,0.59
370,1,0,0,1110,0.47
371,0,1,1,1110,0.67
372,1,0,0,1116,0.88
373,1,1,1,1116,0.28
374,0,0,0,1122,0.35
375,2,1,1,1122,0.44
376,0,0,0,1128,0.62
377,0,1,1,1128,0.44
378,1,0,0,1134,0.46
379,1,1,1,1134,0.55
380,0,0,0,1140,0.64
381,1,1,1,1140,0.46
382,0,0,0,1146,0.53
383,1,1,1,1146,0.74
384,0,0,0,1152,0.31
385,0,1,1,1152,0.34
386,2,0,0,1158,0.49
387,1,1,1,1158,0.42
388,2,0,0,1164,0.41
389,1,1,1,1164,0.67
390,0,0,0,1170,0.61
391,2,1,1,1170,0.40
392,0,0,0,1176,0.64
393,2,1,1,1176,0.38
394,0,0,0,1182,0.71
395,1,1,1,1182,0.42
396,1,0,0,1188,0.49
397,2,1,1,1188,0.66
398,0,0,0,1194,0.52
399,1,1,1,1194,0.33
400,2,0,0,1200,0.82
401,0,1,1,1200,0.33
402,1,0,0,1206,0.57
403,0,1,1,1206,0.46
404,0,0,0,1212,0.66
405,2,1,1,1212,0.58
406,1,0,0,1218,0.44
407,2,1,1,1218,0.45
408,1,0,0,1224,0.50
409,0,1,1,1224,0.41
410,2,0,0,1230,0.39
411,1,1,1,1230,0.62
412,2,0,0,1236,0.41
413,1,1,1,1236,0.27
414,2,0,0,1242,0.57
415,0,1,1,1242,0.29
416,1,0,0,1248,0.51
417,1,1,1,1248,0.45
418,0,0,0,1254,0.45
419,2,1,1,1254,0.47
420,2,0,0,1260,0.38
421,1,1,1,1260,0.63
422,1,0,0,1266,0.58
423,0,1,1,1266,0.70
424,0,0,0,1272,0.82
425,1,1,1,1272,0.74
426,0,0,0,1278,0.56
427,1,1,1,1278,0.51
428,1,0,0,1284,0.27
429,0,1,1,1284,0.75
430,1,0,0,1290,0.68
431,1,1,1,1290,0.71
432,1,0,0,1296,0.37
433,2,1,1,1296,0.50
434,2,0,0,1302,0.65
435,0,1,1,1302,0.43
436,0,0,0,1308,0.39
437,2,1,1,1308,0.36
438,1,0,0,1314,0.53
439,0,1,1,1314,0.75
440,1,0,0,1320,0.35
441,1,1,1,1320,0.42
442,1,0,0,1326,0.34
443,2,1,1,1326,0.31
444,0,0,0,1332,0.29
445,1,1,1,1332,0.79
446,2,0,0,1338,0.69
447,0,1,1,1338,0.53
448,0,0,0,1344,0.39
449,0,1,1,1344,0.53
450,1,0,0,1350,0.53
451,1,1,1,1350,0.73
452,1,0,0,1356,0.57
453,1,1,1,1356,0.35
454,2,0,0,1362,0.59
455,0,1,1,1362,0.73
456,2,0,0,1368,0.66
457,0,1,1,1368,0.68
458,0,0,0,1374,0.44
459,2,1,1,1374,0.55
460,1,0,0,1380,0.51
461,2,1,1,1380,0.47
462,1,0,0,1386,0.43
463,0,1,1,1386,0.43
464,0,0,0,1392,0.41
465,0,1,1,1392,0.81
466,2,0,0,1398,0.64
467,0,1,1,1398,0.44
468,0,0,0,1404,0.34
469,0,1,1,1404,0.74
470,1,0,0,1410,0.60
471,2,1,1,1410,0.71
472,1,0,0,1416,0.34
473,1,1,1,1416,0.27
474,2,0,0,1422,0.33
475,2,1,1,1422,0.74
476,0,0,0,1428,0.44
477,0,1,1,1428,0.38
478,2,0,0,1434,0.36
479,1,1,1,1434,0.49
480,0,0,0,1440,0.74
481,0,1,1,1440,0.44
482,1,0,0,1446,0.52
483,1,1,1,1446,0.39
484,1,0,0,1452,0.71
485,2,1,1,1452,0.39
486,0,0,0,1458,0.66
487,1,1,1,1458,0.51
488,2,0,0,1464,0.77
489,0,1,1,1464,0.50
490,1,0,0,1470,0.63
491,2,1,1,1470,0.36
492,1,0,0,1476,0.29
493,1,1,1,1476,0.28
494,0,0,0,1482,0.28
495,2,1,1,1482,0.57
496,0,0,0,1488,0.37
497,1,1,1,1488,0.76
498,2,0,0,1494,0.43
499,2,1,1,1494,0.61
500,0,0,0,1500,0.33
501,1,1,1,1500,0.35
502,0,0,0,1506,0.74
503,2,1,1,1506,0.62
504,0,0,0,1512,0.29
505,1,1,1,1512,0.53
506,1,0,0,1518,0.35
507,1,1,1,1518,0.64
508,2,0,0,1524,0.40
509,1,1,1,1524,0.48
510,2,0,0,1530,0.41
511,1,1,1,1530,0.29
512,1,0,0,1536,0.29
513,1,1,1,1536,0.65
514,1,0,0,1542,0.49
515,0,1,1,1542,0.30
516,1,0,0,1548,0.80
517,0,1,1,1548,0.42
518,1,0,0,1554,0.64
519,0,1,1,1554,0.40
520,1,0,0,1560,0.40
521,2,1,1,1560,0.46
522,1,0,0,1566,0.48
523,2,1,1,1566,0.30
524,0,0,0,1572,0.44
525,0,1,1,1572,0.57
526,1,0,0,1578,0.39
527,1,1,1,1578,0.74
528,1,0,0,1584,0.62
529,0,1,1,1584,0.36
530,2,0,0,1590,0.40
531,0,1,1,1590,0.67
532,0,0,0,1596,0.35
533,1,1,1,1596,0.65
534,2,0,0,1602,0.45
535,0,1,1,1602,0.32
536,0,0,0,1608,0.40
537,2,1,1,1608,0.64
538,2,0,0,1614,0.44
539,2,1,1,1614,0.47
540,0,0,0,1620,0.54
541,0,1,1,1620,0.36
542,2,0,0,1626,0.56
543,0,1,1,1626,0.33
544,1,0,0,1632,0.62
545,2,1,1,1632,0.77
546,1,0,0,1638,0.54
547,1,1,1,1638,0.35
548,1,0,0,1644,0.33
549,2,1,1,1644,0.62
550,0,0,0,1650,0.46
551,2,1,1,1650,0.38
552,0,0,0,1656,0.58
553,2,1,1,1656,0.35
554,1,0,0,1662,0.40
555,1,1,1,1662,0.71
556,1,0,0,1668,0.49
557,0,1,1,1668,0.62
558,2,0,0,1674,0.37
559,1,1,1,1674,0.71
560,1,0,0,1680,0.36
561,0,1,1,1680,0.58
562,2,0,0,1686,0.70
563,0,1,1,1686,0.38
564,0,0,0,1692,0.37
565,2,1,1,1692,0.54
566,0,0,0,1698,0.42
567,2,1,1,1698,0.32
568,1,0,0,1704,0.28
569,1,1,1,1704,0.39
570,2,0,0,1710,0.69
571,2,1,1,1710,0.37
572,1,0,0,1716,0.36
573,0,1,1,1716,0.55
574,2,0,0,1722,0.54
575,2,1,1,1722,0.53
576,2,0,0,1728,0.32
577,0,1,1,1728,0.35
578,0,0,0,1734,0.55
579,0,1,1,1734,0.53
580,2,0,0,1740,0.34
581,0,1,1,1740,0.33
582,2,0,0,1746,0.62
583,1,1,1,1746,0.66
584,1,0,0,1752,0.42
585,1,1,1,1752,0.79
586,2,0,0,1758,0.29
587,2,1,1,1758,0.25
588,1,0,0,1764,0.80
589,1,1,1,1764,0.39
590,1,0,0,1770,0.67
591,2,1,1,1770,0.52
592,0,0,0,1776,0.35
593,1,1,1,1776,0.76
594,1,0,0,1782,0.39
595,1,1,1,1782,0.37
596,1,0,0,1788,0.43
597,0,1,1,1788,0.73
598,0,0,0,1794,0.38
599,1,1,1,1794,0.30
600,0,0,0,1800,0.34
601,1,1,1,1800,0.29
602,0,0,0,1806,0.44
603,1,1,1,1806,0.40
604,0,0,0,1812,0.80
605,0,1,1,1812,0.32
606,2,0,0,1818,0.45
607,0,1,1,1818,0.86
608,0,0,0,1824,0.55
609,0,1,1,1824,0.29
610,2,0,0,1830,0.63
611,2,1,1,1830,0.48
612,1,0,0,1836,0.33
613,0,1,1,1836,0.29
614,1,0,0,1842,0.32
615,0,1,1,1842,0.47
616,1,0,0,1848,0.73
617,1,1,1,1848,0.51
618,1,0,0,1854,0.55
619,2,1,1,1854,0.61
620,0,0,0,1860,0.35
621,0,1,1,1860,0.33
622,0,0,0,1866,0.72
623,2,1,1,1866,0.57
624,2,0,0,1872,0.70
625,2,1,1,1872,0.37
626,0,0,0,1878,0.42
627,0,1,1,1878,0.55
628,2,0,0,1884,0.25
629,1,1,1,1884,0.59
630,1,0,0,1890,0.41
631,1,1,1,1890,0.66
632,0,0,0,1896,0.49
633,1,1,1,1896,0.39
634,0,0,0,1902,0.42
635,2,1,1,1902,0.52
636,1,0,0,1908,0.35
637,2,1,1,1908,0.53
638,1,0,0,1914,0.61
639,1,1,1,1914,0.52
640,1,0,0,1920,0.46
641,1,1,1,1920,0.36
642,2,0,0,1926,0.44
643,0,1,1,1926,0.51
644,0,0,0,1932,0.44
645,0,1,1,1932,0.47
646,1,0,0,1938,0.44
647,1,1,1,1938,0.44
648,1,0,0,1944,0.28
649,2,1,1,1944,0.78
650,1,0,0,1950,0.40
651,0,1,1,1950,0.49
652,0,0,0,1956,0.41
653,2,1,1,1956,0.38
654,2,0,0,1962,0.51
655,2,1,1,1962,0.88
656,0,0,0,1968,0.73
657,0,1,1,1968,0.38
658,2,0,0,1974,0.59
659,0,1,1,1974,0.69
660,1,0,0,1980,0.40
661,0,1,1,1980,0.57
662,1,0,0,1986,0.52
663,1,1,1,1986,0.64
664,1,0,0,1992,0.66
665,2,1,1,1992,0.72
666,0,0,0,1998,0.47
667,1,1,1,1998,0.61
668,2,0,0,2004,0.33
669,1,1,1,2004,0.32
670,0,0,0,2010,0.34
671,2,1,1,2010,0.53
672,2,0,0,2016,0.47
673,1,1,1,2016,0.50
674,0,0,0,2022,0.55
675,0,1,1,2022,0.49
676,2,0,0,2028,0.34
677,1,1,1,2028,0.47
678,1,0,0,2034,0.31
679,0,1,1,2034,0.70
680,0,0,0,2040,0.41
681,2,1,1,2040,0.60
682,0,0,0,2046,0.80
683,0,1,1,2046,0.47
684,2,0,0,2052,0.33
685,2,1,1,2052,0.33
686,1,0,0,2058,0.35
687,1,1,1,2058,0.44
688,0,0,0,2064,0.36
689,2,1,1,2064,0.66
690,0,0,0,2070,0.65
691,2,1,1,2070,0.56
692,0,0,0,2076,0.56
693,1,1,1,2076,0.64
694,1,0,0,2082,0.63
695,2,1,1,2082,0.33
696,1,0,0,2088,0.30
697,1,1,1,2088,0.35
698,0,0,0,2094,0.53
699,2,1,1,2094,0.62
700,1,0,0,2100,0.40
701,0,1,1,2100,0.52
702,2,0,0,2106,0.29
703,2,1,1,2106,0.79
704,0,0,0,2112,0.38
705,0,1,1,2112,0.53
706,1,0,0,2118,0.48
707,1,1,1,2118,0.69
708,2,0,0,2124,0.35
709,1,1,1,2124,0.55
710,2,0,0,2130,0.74
711,1,1,1,2130,0.61
712,1,0,0,2136,0.56
713,0,1,1,2136,0.41
714,1,0,0,2142,0.54
715,1,1,1,2142,0.51
716,1,0,0,2148,0.76
717,1,1,1,2148,0.37
718,2,0,0,2154,0.67
719,1,1,1,2154,0.35
720,1,0,0,2160,0.56
721,0,1,1,2160,0.37
722,1,0,0,2166,0.68
723,0,1,1,2166,0.32
724,0,0,0,2172,0.50
725,0,1,1,2172,0.55
726,1,0,0,2178,0.57
727,1,1,1,2178,0.26
728,2,0,0,2184,0.36
729,1,1,1,2184,0.28
730,0,0,0,2190,0.58
731,0,1,1,2190,0.34
732,1,0,0,2196,0.51
733,1,1,1,2196,0.35
734,1,0,0,2202,0.28
735,1,1,1,2202,0.41
736,1,0,0,2208,0.57
737,0,1,1,2208,0.54
738,0,0,0,2214,0.50
739,1,1,1,2214,0.26
740,1,0,0,2220,0.45
741,2,1,1,2220,0.30
742,1,0,0,2226,0.45
743,0,1,1,2226,0.38
744,2,0,0,2232,0.44
745,2,1,1,2232,0.27
746,0,0,0,2238,0.57
747,1,1,1,2238,0.64
748,0,0,0,2244,0.68
749,0,1,1,2244,0.61
750,2,0,0,2250,0.28
751,0,1,1,2250,0.35
752,1,0,0,2256,0.36
753,0,1,1,2256,0.58
754,2,0,0,2262,0.61
755,0,1,1,2262,0.36
756,1,0,0,2268,0.51
757,0,1,1,2268,0.67
758,1,0,0,2274,0.51
759,2,1,1,2274,0.62
760,1,0,0,2280,0.30
761,2,1,1,2280,0.38
762,0,0,0,2286,0.66
763,2,1,1,2286,0.64
764,0,0,0,2292,0.45
765,0,1,1,2292,0.68
766,1,0,0,2298,0.29
767,2,1,1,2298,0.37
768,0,0,0,2304,0.58
769,2,1,1,2304,0.52
770,0,0,0,2310,0.71
771,1,1,1,2310,0.43
772,2,0,0,2316,0.48
773,2,1,1,2316,0.40
774,1,0,0,2322,0.56
775,2,1,1,2322,0.47
776,0,0,0,2328,0.33
777,0,1,1,2328,0.56
778,2,0,0,2334,0.53
779,2,1,1,2334,0.50
780,1,0,0,2340,0.55
781,0,1,1,2340,0.49
782,0,0,0,2346,0.76
783,0,1,1,2346,0.41
784,2,0,0,2352,0.62
785,0,1,1,2352,0.50
786,0,0,0,2358,0.72
787,2,1,1,2358,0.45
788,1,0,0,2364,0.36
789,2,1,1,2364,0.28
790,1,0,0,2370,0.63
791,2,1,1,2370,0.56
792,2,0,0,2376,0.73
793,2,1,1,2376,0.32
794,2,0,0,2382,0.65
795,0,1,1,2382,0.31
796,1,0,0,2388,0.55
797,0,1,1,2388,0.45
798,0,0,0,2394,0.38
799,0,1,1,2394,0.78
800,0,0,0,2400,0.63
801,0,1,1,2400,0.82
802,0,0,0,2406,0.28
803,0,1,1,2406,0.57
804,2,0,0,2412,0.82
805,2,1,1,2412,0.51
806,0,0,0,2418,0.44
807,0,1,1,2418,0.48
808,1,0,0,2424,0.57
809,2,1,1,2424,0.31
810,2,0,0,2430,0.45
811,2,1,1,2430,0.27
812,1,0,0,2436,0.51
813,0,1,1,2436,0.45
814,2,0,0,2442,0.26
815,1,1,1,2442,0.42
816,2,0,0,2448,0.45
817,0,1,1,2448,0.65
818,1,0,0,2454,0.70
819,0,1,1,2454,0.35
820,2,0,0,2460,0.59
821,0,1,1,2460,0.39
822,1,0,0,2466,0.40
823,2,1,1,2466,0.52
824,2,0,0,2472,0.46
825,1,1,1,2472,0.49
826,0,0,0,2478,0.55
827,1,1,1,2478,0.81
828,0,0,0,2484,0.32
829,2,1,1,2484,0.28
830,1,0,0,2490,0.43
831,1,1,1,2490,0.59
832,1,0,0,2496,0.31
833,2,1,1,2496,0.48
834,2,0,0,2502,0.31
835,2,1,1,2502,0.35
836,1,0,0,2508,0.39
837,0,1,1,2508,0.47
838,2,0,0,2514,0.26
839,1,1,1,2514,0.69
840,1,0,0,2520,0.41
841,1,1,1,2520,0.47
842,0,0,0,2526,0.42
843,1,1,1,2526,0.32
844,1,0,0,2532,0.36
845,0,1,1,2532,0.43
846,0,0,0,2538,0.26
847,0,1,1,2538,0.62
848,0,0,0,2544,0.53
849,2,1,1,2544,0.49
850,1,0,0,2550,0.57
851,0,1,1,2550,0.37
852,1,0,0,2556,0.65
853,1,1,1,2556,0.33
854,2,0,0,2562,0.39
855,1,1,1,2562,0.37
856,1,0,0,2568,0.30
857,1,1,1,2568,0.38
858,1,0,0,2574,0.55
859,0,1,1,2574,0.42
860,2,0,0,2580,0.66
861,2,1,1,2580,0.69
862,0,0,0,2586,0.79
863,2,1,1,2586,0.67
864,1,0,0,2592,0.85
865,1,1,1,2592,0.70
866,2,0,0,2598,0.71
867,2,1,1,2598,0.53
868,2,0,0,2604,0.44
869,2,1,1,2604,0.45
870,2,0,0,2610,0.42
871,2,1,1,2610,0.69
872,2,0,0,2616,0.46
873,1,1,1,2616,0.34
874,2,0,0,2622,0.49
875,0,1,1,2622,0.79
876,1,0,0,2628,0.29
877,2,1,1,2628,0.43
878,1,0,0,2634,0.70
879,1,1,1,2634,0.43
880,1,0,0,2640,0.63
881,0,1,1,2640,0.38
882,1,0,0,2646,0.52
883,1,1,1,2646,0.54
884,1,0,0,2652,0.53
885,1,1,1,2652,0.27
886,0,0,0,2658,0.52
887,2,1,1,2658,0.32
888,2,0,0,2664,0.32
889,1,1,1,2664,0.73
890,1,0,0,2670,0.61
891,0,1,1,2670,0.48
892,1,0,0,2676,0.60
893,1,1,1,2676,0.32
894,1,0,0,2682,0.43
895,1,1,1,2682,0.31
896,0,0,0,2688,0.39
897,0,1,1,2688,0.71
898,2,0,0,2694,0.41
899,0,1,1,2694,0.54
900,2,0,0,2700,0.60
901,2,1,1,2700,0.39
902,1,0,0,2706,0.46
903,1,1,1,2706,0.49
904,0,0,0,2712,0.64
905,1,1,1,2712,0.47
906,1,0,0,2718,0.65
907,1,1,1,2718,0.28
908,0,0,0,2724,0.32
909,0,1,1,2724,0.29
910,2,0,0,2730,0.39
911,2,1,1,2730,0.37
912,2,0,0,2736,0.73
913,2,1,1,2736,0.44
914,0,0,0,2742,0.74
915,0,1,1,2742,0.53
916,2,0,0,2748,0.49
917,2,1,1,2748,0.57
918,1,0,0,2754,0.69
919,0,1,1,2754,0.69
920,2,0,0,2760,0.35
921,2,1,1,2760,0.38
922,2,0,0,2766,0.31
923,2,1,1,2766,0.64
924,1,0,0,2772,0.43
925,0,1,1,2772,0.61
926,1,0,0,2778,0.47
927,2,1,1,2778,0.56
928,0,0,0,2784,0.50
929,0,1,1,2784,0.51
930,1,0,0,2790,0.38
931,1,1,1,2790,0.76
932,2,0,0,2796,0.30
933,0,1,1,2796,0.29
934,0,0,0,2802,0.42
935,1,1,1,2802,0.62
936,2,0,0,2808,0.40
937,2,1,1,2808,0.77
938,2,0,0,2814,0.37
939,0,1,1,2814,0.63
940,2,0,0,2820,0.43
941,0,1,1,2820,0.50
942,0,0,0,2826,0.67
943,2,1,1,2826,0.45
944,2,0,0,2832,0.37
945,0,1,1,2832,0.39
946,1,0,0,2838,0.44
947,2,1,1,2838,0.35
948,0,0,0,2844,0.56
949,1,1,1,2844,0.50
950,2,0,0,2850,0.40
951,2,1,1,2850,0.58
952,1,0,0,2856,0.50
