id,action,origin,destination,start_time
353,2,1,1,1056
354,1,0,0,1062
355,2,1,1,1062
356,2,0,0,1068
357,2,1,1,1068
358,2,0,0,1074
359,1,1,1,1074
360,2,0,0,1080
361,0,1,1,1080
362,2,0,0,1086
363,2,1,1,1086
364,0,0,0,1092
365,0,1,1,1092
366,2,0,0,1098
367,0,1,1,1098
368,2,0,0,1104
369,0,1,1,1104
370,0,0,0,1110
371,2,1,1,1110
372,0,0,0,1116
373,2,1,1,1116
374,1,0,0,1122
375,0,1,1,1122
376,0,0,0,1128
377,1,1,1,1128
378,1,0,0,1134
379,0,1,1,1134
380,0,0,0,1140
381,0,1,1,1140
382,2,0,0,1146
383,2,1,1,1146
384,2,0,0,1152
385,1,1,1,1152
386,1,0,0,1158
387,0,1,1,1158
388,0,0,0,1164
389,2,1,1,1164
390,2,0,0,1170
391,2,1,1,1170
392,1,0,0,1176
393,0,1,1,1176
394,0,0,0,1182
395,0,1,1,1182
396,0,0,0,1188
397,0,1,1,1188
398,1,0,0,1194
399,2,1,1,1194
400,0,0,0,1200
401,2,1,1,1200
402,2,0,0,1206
403,0,1,1,1206
404,1,0,0,1212
405,2,1,1,1212
406,0,0,0,1218
407,1,1,1,1218
408,0,0,0,1224
409,2,1,1,1224
410,2,0,0,1230
411,2,1,1,1230
412,1,0,0,1236
413,1,1,1,1236
414,1,0,0,1242
415,2,1,1,1242
416,1,0,0,1248
417,1,1,1,1248
418,2,0,0,1254
419,0,1,1,1254
420,1,0,0,1260
421,0,1,1,1260
422,1,0,0,1266
423,2,1,1,1266
424,2,0,0,1272
425,1,1,1,1272
426,1,0,0,1278
427,1,1,1,1278
428,1,0,0,1284
429,1,1,1,1284
430,0,0,0,1290
431,1,1,1,1290
432,2,0,0,1296
433,0,1,1,1296
434,2,0,0,1302
435,2,1,1,1302
436,1,0,0,1308
437,1,1,1,1308
438,0,0,0,1314
439,2,1,1,1314
440,0,0,0,1320
441,1,1,1,1320
442,0,0,0,1326
443,2,1,1,1326
444,2,0,0,1332
445,2,1,1,1332
446,2,0,0,1338
447,2,1,1,1338
448,2,0,0,1344
449,0,1,1,1344
450,1,0,0,1350
451,0,1,1,1350
452,0,0,0,1356
453,1,1,1,1356
454,0,0,0,1362
455,1,1,1,1362
456,2,0,0,1368
457,1,1,1,1368
458,2,0,0,1374
459,2,1,1,1374
460,2,0,0,1380
461,0,1,1,1380
462,2,0,0,1386
463,0,1,1,1386
464,0,0,0,1392
465,0,1,1,1392
466,2,0,0,1398
467,2,1,1,1398
468,2,0,0,1404
469,2,1,1,1404
470,0,0,0,1410
471,1,1,1,1410
472,2,0,0,1416
473,2,1,1,1416
474,2,0,0,1422
475,0,1,1,1422
476,2,0,0,1428
477,1,1,1,1428
478,0,0,0,1434
479,2,1,1,1434
480,2,0,0,1440
481,1,1,1,1440
482,2,0,0,1446
483,2,1,1,1446
484,1,0,0,1452
485,1,1,1,1452
486,0,0,0,1458
487,2,1,1,1458
488,0,0,0,1464
489,1,1,1,1464
490,0,0,0,1470
491,1,1,1,1470
492,2,0,0,1476
493,2,1,1,1476
494,1,0,0,1482
495,0,1,1,1482
496,1,0,0,1488
497,1,1,1,1488
498,1,0,0,1494
499,1,1,1,1494
500,2,0,0,1500
501,1,1,1,1500
502,2,0,0,1506
503,2,1,1,1506
504,0,0,0,1512
505,1,1,1,1512
506,1,0,0,1518
507,2,1,1,1518
508,1,0,0,1524
509,1,1,1,1524
510,0,0,0,1530
511,1,1,1,1530
512,1,0,0,1536
513,2,1,1,1536
514,2,0,0,1542
515,0,1,1,1542
516,2,0,0,1548
517,0,1,1,1548
518,2,0,0,1554
519,1,1,1,1554
520,1,0,0,1560
521,0,1,1,1560
522,1,0,0,1566
523,1,1,1,1566
524,0,0,0,1572
525,2,1,1,1572
526,1,0,0,1578
527,2,1,1,1578
528,1,0,0,1584
529,2,1,1,1584
530,1,0,0,1590
531,0,1,1,1590
532,0,0,0,1596
533,1,1,1,1596
534,1,0,0,1602
535,1,1,1,1602
536,0,0,0,1608
537,0,1,1,1608
538,0,0,0,1614
539,0,1,1,1614
540,1,0,0,1620
541,2,1,1,1620
542,1,0,0,1626
543,2,1,1,1626
544,2,0,0,1632
545,2,1,1,1632
546,0,0,0,1638
547,2,1,1,1638
548,0,0,0,1644
549,2,1,1,1644
550,1,0,0,1650
551,0,1,1,1650
552,2,0,0,1656
553,1,1,1,1656
554,1,0,0,1662
555,1,1,1,1662
556,1,0,0,1668
557,0,1,1,1668
558,2,0,0,1674
559,0,1,1,1674
560,1,0,0,1680
561,1,1,1,1680
562,1,0,0,1686
563,1,1,1,1686
564,1,0,0,1692
565,1,1,1,1692
566,1,0,0,1698
567,0,1,1,1698
568,0,0,0,1704
569,2,1,1,1704
570,0,0,0,1710
571,2,1,1,1710
572,2,0,0,1716
573,1,1,1,1716
574,0,0,0,1722
575,2,1,1,1722
576,0,0,0,1728
577,0,1,1,1728
578,2,0,0,1734
579,0,1,1,1734
580,2,0,0,1740
581,2,1,1,1740
582,0,0,0,1746
583,1,1,1,1746
584,2,0,0,1752
585,0,1,1,1752
586,2,0,0,1758
587,0,1,1,1758
588,0,0,0,1764
589,2,1,1,1764
590,2,0,0,1770
591,2,1,1,1770
592,2,0,0,1776
593,0,1,1,1776
594,1,0,0,1782
595,2,1,1,1782
596,0,0,0,1788
597,1,1,1,1788
598,0,0,0,1794
599,1,1,1,1794
600,2,0,0,1800
601,1,1,1,1800
602,0,0,0,1806
603,0,1,1,1806
604,1,0,0,1812
605,0,1,1,1812
606,2,0,0,1818
607,1,1,1,1818
608,1,0,0,1824
609,2,1,1,1824
610,1,0,0,1830
611,0,1,1,1830
612,2,0,0,1836
613,2,1,1,1836
614,2,0,0,1842
615,2,1,1,1842
616,0,0,0,1848
617,0,1,1,1848
618,2,0,0,1854
619,1,1,1,1854
620,2,0,0,1860
621,1,1,1,1860
622,1,0,0,1866
623,2,1,1,1866
624,2,0,0,1872
625,1,1,1,1872
626,1,0,0,1878
627,1,1,1,1878
628,0,0,0,1884
629,0,1,1,1884
630,1,0,0,1890
631,0,1,1,1890
632,0,0,0,1896
633,0,1,1,1896
634,1,0,0,1902
635,0,1,1,1902
636,1,0,0,1908
637,1,1,1,1908
638,1,0,0,1914
639,1,1,1,1914
640,2,0,0,1920
641,2,1,1,1920
642,1,0,0,1926
643,2,1,1,1926
644,2,0,0,1932
645,0,1,1,1932
646,1,0,0,1938
647,2,1,1,1938
648,2,0,0,1944
649,1,1,1,1944
650,2,0,0,1950
651,2,1,1,1950
652,2,0,0,1956
653,0,1,1,1956
654,2,0,0,1962
655,1,1,1,1962
656,2,0,0,1968
657,2,1,1,1968
658,1,0,0,1974
659,0,1,1,1974
660,1,0,0,1980
661,2,1,1,1980
662,1,0,0,1986
663,1,1,1,1986
664,1,0,0,1992
665,2,1,1,1992
666,2,0,0,1998
667,0,1,1,1998
668,0,0,0,2004
669,1,1,1,2004
670,0,0,0,2010
671,1,1,1,2010
672,2,0,0,2016
673,1,1,1,2016
674,1,0,0,2022
675,0,1,1,2022
676,0,0,0,2028
677,0,1,1,2028
678,0,0,0,2034
679,0,1,1,2034
680,0,0,0,2040
681,1,1,1,2040
682,0,0,0,2046
683,0,1,1,2046
684,2,0,0,2052
685,2,1,1,2052
686,2,0,0,2058
687,2,1,1,2058
688,0,0,0,2064
689,2,1,1,2064
690,0,0,0,2070
691,0,1,1,2070
692,1,0,0,2076
693,1,1,1,2076
694,2,0,0,2082
695,2,1,1,2082
696,1,0,0,2088
697,2,1,1,2088
698,2,0,0,2094
699,1,1,1,2094
700,2,0,0,2100
701,2,1,1,2100
702,2,0,0,2106
703,1,1,1,2106
704,2,0,0,2112
705,0,1,1,2112
706,0,0,0,2118
707,2,1,1,2118
708,1,0,0,2124
709,2,1,1,2124
710,1,0,0,2130
711,0,1,1,2130
712,0,0,0,2136
713,2,1,1,2136
714,1,0,0,2142
715,2,1,1,2142
716,0,0,0,2148
717,1,1,1,2148
718,0,0,0,2154
719,1,1,1,2154
720,2,0,0,2160
721,1,1,1,2160
722,0,0,0,2166
723,1,1,1,2166
724,0,0,0,2172
725,0,1,1,2172
726,0,0,0,2178
727,2,1,1,2178
728,1,0,0,2184
729,2,1,1,2184
730,0,0,0,2190
731,1,1,1,2190
732,1,0,0,2196
733,1,1,1,2196
734,2,0,0,2202
735,2,1,1,2202
736,0,0,0,2208
737,0,1,1,2208
738,0,0,0,2214
739,2,1,1,2214
740,2,0,0,2220
741,0,1,1,2220
742,0,0,0,2226
743,2,1,1,2226
744,1,0,0,2232
745,2,1,1,2232
746,2,0,0,2238
747,0,1,1,2238
748,0,0,0,2244
749,1,1,1,2244
750,0,0,0,2250
751,1,1,1,2250
752,1,0,0,2256
753,2,1,1,2256
754,0,0,0,2262
755,2,1,1,2262
756,2,0,0,2268
757,2,1,1,2268
758,1,0,0,2274
759,0,1,1,2274
760,0,0,0,2280
761,0,1,1,2280
762,1,0,0,2286
763,1,1,1,2286
764,1,0,0,2292
765,1,1,1,2292
766,0,0,0,2298
767,1,1,1,2298
768,2,0,0,2304
769,1,1,1,2304
770,0,0,0,2310
771,2,1,1,2310
772,2,0,0,2316
773,2,1,1,2316
774,0,0,0,2322
775,0,1,1,2322
776,0,0,0,2328
777,1,1,1,2328
778,0,0,0,2334
779,2,1,1,2334
780,1,0,0,2340
781,0,1,1,2340
782,0,0,0,2346
783,1,1,1,2346
784,0,0,0,2352
785,0,1,1,2352
786,2,0,0,2358
787,2,1,1,2358
788,2,0,0,2364
789,2,1,1,2364
790,0,0,0,2370
791,2,1,1,2370
792,1,0,0,2376
793,1,1,1,2376
794,2,0,0,2382
795,1,1,1,2382
796,0,0,0,2388
797,2,1,1,2388
798,2,0,0,2394
799,0,1,1,2394
800,1,0,0,2400
801,1,1,1,2400
802,1,0,0,2406
803,1,1,1,2406
804,0,0,0,2412
805,1,1,1,2412
806,0,0,0,2418
807,0,1,1,2418
808,0,0,0,2424
809,2,1,1,2424
810,1,0,0,2430
811,1,1,1,2430
812,0,0,0,2436
813,0,1,1,2436
814,1,0,0,2442
815,0,1,1,2442
816,0,0,0,2448
817,2,1,1,2448
818,2,0,0,2454
819,1,1,1,2454
820,2,0,0,2460
821,2,1,1,2460
822,0,0,0,2466
823,1,1,1,2466
824,0,0,0,2472
825,0,1,1,2472
826,1,0,0,2478
827,2,1,1,2478
828,0,0,0,2484
829,0,1,1,2484
830,2,0,0,2490
831,0,1,1,2490
832,0,0,0,2496
833,2,1,1,2496
834,0,0,0,2502
835,2,1,1,2502
836,1,0,0,2508
837,0,1,1,2508
838,2,0,0,2514
839,1,1,1,2514
840,0,0,0,2520
841,2,1,1,2520
842,2,0,0,2526
843,1,1,1,2526
844,2,0,0,2532
845,2,1,1,2532
846,2,0,0,2538
847,2,1,1,2538
848,1,0,0,2544
849,0,1,1,2544
850,0,0,0,2550
851,0,1,1,2550
852,0,0,0,2556
853,1,1,1,2556
854,1,0,0,2562
855,1,1,1,2562
856,0,0,0,2568
857,0,1,1,2568
858,1,0,0,2574
859,1,1,1,2574
860,1,0,0,2580
861,2,1,1,2580
862,2,0,0,2586
863,0,1,1,2586
864,0,0,0,2592
865,2,1,1,2592
866,1,0,0,2598
867,0,1,1,2598
868,2,0,0,2604
869,1,1,1,2604
870,0,0,0,2610
871,1,1,1,2610
872,1,0,0,2616
873,2,1,1,2616
874,1,0,0,2622
875,2,1,1,2622
876,2,0,0,2628
877,0,1,1,2628
878,0,0,0,2634
879,0,1,1,2634
880,1,0,0,2640
881,0,1,1,2640
882,0,0,0,2646
883,1,1,1,2646
884,1,0,0,2652
885,1,1,1,2652
886,0,0,0,2658
887,0,1,1,2658
888,0,0,0,2664
889,1,1,1,2664
890,0,0,0,2670
891,2,1,1,2670
892,1,0,0,2676
893,0,1,1,2676
894,0,0,0,2682
895,0,1,1,2682
896,0,0,0,2688
897,1,1,1,2688
898,2,0,0,2694
899,1,1,1,2694
900,1,0,0,2700
901,2,1,1,2700
902,0,0,0,2706
903,1,1,1,2706
904,0,0,0,2712
905,2,1,1,2712
906,2,0,0,2718
907,0,1,1,2718
908,1,0,0,2724
909,2,1,1,2724
910,0,0,0,2730
911,1,1,1,2730
912,0,0,0,2736
913,1,1,1,2736
914,1,0,0,2742
915,1,1,1,2742
916,0,0,0,2748
917,0,1,1,2748
918,1,0,0,2754
919,0,1,1,2754
920,0,0,0,2760
921,1,1,1,2760
922,0,0,0,2766
923,0,1,1,2766
924,1,0,0,2772
925,2,1,1,2772
926,2,0,0,2778
927,2,1,1,2778
928,2,0,0,2784
929,1,1,1,2784
930,0,0,0,2790
931,2,1,1,2790
932,1,0,0,2796
933,1,1,1,2796
934,2,0,0,2802
935,0,1,1,2802
936,1,0,0,2808
937,2,1,1,2808
938,2,0,0,2814
939,0,1,1,2814
940,2,0,0,2820
941,1,1,1,2820
942,2,0,0,2826
943,2,1,1,2826
944,0,0,0,2832
945,1,1,1,2832
946,2,0,0,2838
947,1,1,1,2838
948,2,0,0,2844
949,0,1,1,2844
950,0,0,0,2850
951,2,1,1,2850
952,0,0,0,2856
953,1,1,1,2856
954,2,0,0,2862
955,0,1,1,2862
956,0,0,0,2868
957,2,1,1,2868
958,2,0,0,2874
959,2,1,1,2874
960,2,0,0,2880
961,2,1,1,2880
962,0,0,0,2886
963,0,1,1,2886
964,0,0,0,2892
965,0,1,1,2892
966,0,0,0,2898
967,0,1,1,2898
968,1,0,0,2904
969,0,1,1,2904
970,1,0,0,2910
971,1,1,1,2910
972,2,0,0,2916
973,2,1,1,2916
974,2,0,0,2922
975,2,1,1,2922
976,1,0,0,2928
977,2,1,1,2928
978,1,0,0,2934
979,0,1,1,2934
980,0,0,0,2940
981,0,1,1,2940
982,1,0,0,2946
983,1,1,1,2946
984,1,0,0,2952
985,2,1,1,2952
986,1,0,0,2958
987,0,1,1,2958
988,2,0,0,2964
989,0,1,1,2964
990,1,0,0,2970
991,1,1,1,2970
992,0,0,0,2976
993,1,1,1,2976
994,0,0,0,2982
995,1,1,1,2982
996,0,0,0,2988
997,1,1,1,2988
998,1,0,0,2994
999,2,1,1,2994
1000,2,0,0,3000
1001,2,1,1,3000
1002,2,0,0,3006
1003,2,1,1,3006
1004,0,0,0,3012
1005,1,1,1,3012
1006,2,0,0,3018
1007,0,1,1,3018
1008,0,0,0,3024
1009,0,1,1,3024
1010,2,0,0,3030
1011,1,1,1,3030
1012,2,0,0,3036
1013,1,1,1,3036
1014,2,0,0,3042
1015,1,1,1,3042
1016,1,0,0,3048
1017,0,1,1,3048
1018,2,0,0,3054
1019,0,1,1,3054
1020,1,0,0,3060
1021,1,1,1,3060
1022,1,0,0,3066
1023,2,1,1,3066
1024,1,0,0,3072
1025,2,1,1,3072
1026,2,0,0,3078
1027,0,1,1,3078
1028,1,0,0,3084
1029,2,1,1,3084
1030,1,0,0,3090
1031,0,1,1,3090
1032,2,0,0,3096
1033,1,1,1,3096
1034,1,0,0,3102
1035,0,1,1,3102
1036,1,0,0,3108
1037,0,1,1,3108
1038,2,0,0,3114
1039,1,1,1,3114
1040,0,0,0,3120
1041,0,1,1,3120
1042,1,0,0,3126
1043,0,1,1,3126
1044,2,0,0,3132
1045,0,1,1,3132
1046,1,0,0,3138
1047,2,1,1,3138
1048,1,0,0,3144
1049,0,1,1,3144
1050,0,0,0,3150
1051,1,1,1,3150
1052,1,0,0,3156
1053,2,1,1,3156
1054,2,0,0,3162
1055,1,1,1,3162
1056,2,0,0,3168
1057,2,1,1,3168
1058,0,0,0,3174
1059,0,1,1,3174
1060,2,0,0,3180
1061,2,1,1,3180
1062,2,0,0,3186
1063,0,1,1,3186
1064,0,0,0,3192
1065,0,1,1,3192
1066,1,0,0,3198
1067,2,1,1,3198
1068,0,0,0,3204
1069,0,1,1,3204
1070,0,0,0,3210
1071,0,1,1,3210
1072,1,0,0,3216
1073,0,1,1,3216
1074,1,0,0,3222
1075,1,1,1,3222
1076,1,0,0,3228
1077,1,1,1,3228
1078,0,0,0,3234
1079,2,1,1,3234
1080,0,0,0,3240
1081,1,1,1,3240
1082,1,0,0,3246
1083,0,1,1,3246
1084,2,0,0,3252
1085,2,1,1,3252
1086,0,0,0,3258
1087,0,1,1,3258
1088,1,0,0,3264
1089,2,1,1,3264
1090,2,0,0,3270
1091,1,1,1,3270
1092,1,0,0,3276
1093,1,1,1,3276
1094,1,0,0,3282
1095,1,1,1,3282
1096,1,0,0,3288
1097,1,1,1,3288
1098,2,0,0,3294
1099,0,1,1,3294
1100,0,0,0,3300
1101,0,1,1,3300
1102,0,0,0,3306
1103,2,1,1,3306
1104,2,0,0,3312
1105,0,1,1,3312
1106,0,0,0,3318
1107,0,1,1,3318
1108,2,0,0,3324
1109,0,1,1,3324
1110,1,0,0,3330
1111,1,1,1,3330
1112,1,0,0,3336
1113,1,1,1,3336
1114,2,0,0,3342
1115,1,1,1,3342
1116,0,0,0,3348
1117,2,1,1,3348
1118,1,0,0,3354
1119,1,1,1,3354
1120,2,0,0,3360
1121,2,1,1,3360
1122,2,0,0,3366
1123,2,1,1,3366
1124,1,0,0,3372
1125,0,1,1,3372
1126,2,0,0,3378
1127,0,1,1,3378
1128,0,0,0,3384
1129,1,1,1,3384
1130,2,0,0,3390
1131,1,1,1,3390
1132,0,0,0,3396
1133,1,1,1,3396
1134,2,0,0,3402
1135,1,1,1,3402
1136,2,0,0,3408
1137,1,1,1,3408
1138,2,0,0,3414
1139,2,1,1,3414
1140,2,0,0,3420
1141,2,1,1,3420
1142,0,0,0,3426
1143,0,1,1,3426
1144,0,0,0,3432
1145,2,1,1,3432
1146,1,0,0,3438
1147,2,1,1,3438
1148,0,0,0,3444
1149,2,1,1,3444
1150,1,0,0,3450
1151,1,1,1,3450
1152,0,0,0,3456
1153,0,1,1,3456
1154,1,0,0,3462
1155,0,1,1,3462
1156,2,0,0,3468
1157,0,1,1,3468
1158,1,0,0,3474
1159,2,1,1,3474
1160,2,0,0,3480
1161,1,1,1,3480
1162,0,0,0,3486
1163,2,1,1,3486
1164,0,0,0,3492
1165,2,1,1,3492
1166,0,0,0,3498
1167,1,1,1,3498
1168,1,0,0,3504
1169,2,1,1,3504
1170,0,0,0,3510
1171,1,1,1,3510
1172,0,0,0,3516
1173,1,1,1,3516
1174,2,0,0,3522
1175,2,1,1,3522
1176,2,0,0,3528
1177,2,1,1,3528
1178,1,0,0,3534
1179,1,1,1,3534
1180,0,0,0,3540
1181,2,1,1,3540
1182,2,0,0,3546
1183,2,1,1,3546
1184,0,0,0,3552
1185,1,1,1,3552
1186,0,0,0,3558
1187,1,1,1,3558
1188,0,0,0,3564
1189,1,1,1,3564
1190,2,0,0,3570
1191,0,1,1,3570
1192,0,0,0,3576
1193,1,1,1,3576
1194,1,0,0,3582
1195,2,1,1,3582
1196,1,0,0,3588
1197,0,1,1,3588
1198,1,0,0,3594
1199,2,1,1,3594
