id,action,origin,destination,start_time,epsilon
91,1,1,1,270,0.53
92,2,0,0,276,0.33
93,1,1,1,276,0.57
94,1,0,0,282,0.63
95,1,1,1,282,0.37
96,1,0,0,288,0.49
97,1,1,1,288,0.62
98,1,0,0,294,0.33
99,1,1,1,294,0.39
100,1,0,0,300,0.58
101,2,1,1,300,0.45
102,2,0,0,306,0.76
103,1,1,1,306,0.32
104,2,0,0,312,0.38
105,0,1,1,312,0.59
106,2,0,0,318,0.53
107,0,1,1,318,0.70
108,1,0,0,324,0.38
109,1,1,1,324,0.38
110,0,0,0,330,0.72
111,1,1,1,330,0.83
112,2,0,0,336,0.45
113,1,1,1,336,0.54
114,0,0,0,342,0.85
115,2,1,1,342,0.68
116,2,0,0,348,0.62
117,2,1,1,348,0.71
118,1,0,0,354,0.71
119,0,1,1,354,0.67
120,2,0,0,360,0.37
121,0,1,1,360,0.65
122,1,0,0,366,0.36
123,2,1,1,366,0.59
124,2,0,0,372,0.67
125,1,1,1,372,0.72
126,2,0,0,378,0.38
127,1,1,1,378,0.42
128,2,0,0,384,0.71
129,1,1,1,384,0.52
130,2,0,0,390,0.75
131,0,1,1,390,0.33
132,1,0,0,396,0.36
133,2,1,1,396,0.79
134,1,0,0,402,0.54
135,0,1,1,402,0.41
136,2,0,0,408,0.42
137,1,1,1,408,0.67
138,0,0,0,414,0.63
139,2,1,1,414,0.54
140,2,0,0,420,0.65
141,2,1,1,420,0.64
142,0,0,0,426,0.70
143,1,1,1,426,0.48
144,2,0,0,432,0.47
145,2,1,1,432,0.48
146,0,0,0,438,0.44
147,0,1,1,438,0.66
148,2,0,0,444,0.77
149,1,1,1,444,0.73
150,1,0,0,450,0.48
151,1,1,1,450,0.43
152,2,0,0,456,0.42
153,2,1,1,456,0.66
154,0,0,0,462,0.38
155,0,1,1,462,0.71
156,1,0,0,468,0.69
157,0,1,1,468,0.77
158,0,0,0,474,0.41
159,2,1,1,474,0.43
160,2,0,0,480,0.66
161,2,1,1,480,0.46
162,0,0,0,486,0.56
163,2,1,1,486,0.58
164,1,0,0,492,0.65
165,1,1,1,492,0.42
166,0,0,0,498,0.59
167,0,1,1,498,0.36
168,0,0,0,504,0.80
169,0,1,1,504,0.49
170,1,0,0,510,0.70
171,1,1,1,510,0.58
172,0,0,0,516,0.57
173,1,1,1,516,0.44
174,1,0,0,522,0.39
175,1,1,1,522,0.66
176,0,0,0,528,0.58
177,0,1,1,528,0.71
178,2,0,0,534,0.60
179,2,1,1,534,0.70
180,1,0,0,540,0.56
181,2,1,1,540,0.67
182,1,0,0,546,0.61
183,1,1,1,546,0.64
184,2,0,0,552,0.75
185,2,1,1,552,0.40
186,2,0,0,558,0.55
187,2,1,1,558,0.80
188,1,0,0,564,0.37
189,1,1,1,564,0.39
190,2,0,0,570,0.45
191,0,1,1,570,0.57
192,0,0,0,576,0.53
193,2,1,1,576,0.57
194,1,0,0,582,0.51
195,2,1,1,582,0.42
196,0,0,0,588,0.59
197,0,1,1,588,0.49
198,2,0,0,594,0.80
199,1,1,1,594,0.54
200,2,0,0,600,0.57
201,1,1,1,600,0.41
202,2,0,0,606,0.56
203,1,1,1,606,0.71
204,2,0,0,612,0.48
205,2,1,1,612,0.52
206,0,0,0,618,0.60
207,0,1,1,618,0.40
208,0,0,0,624,0.57
209,1,1,1,624,0.62
210,0,0,0,630,0.48
211,1,1,1,630,0.44
212,1,0,0,636,0.40
213,1,1,1,636,0.41
214,2,0,0,642,0.64
215,1,1,1,642,0.47
216,0,0,0,648,0.75
217,2,1,1,648,0.58
218,0,0,0,654,0.40
219,1,1,1,654,0.40
220,0,0,0,660,0.63
221,1,1,1,660,0.71
222,0,0,0,666,0.63
223,1,1,1,666,0.51
224,2,0,0,672,0.55
225,2,1,1,672,0.42
226,1,0,0,678,0.50
227,1,1,1,678,0.54
228,0,0,0,684,0.40
229,0,1,1,684,0.58
230,2,0,0,690,0.44
231,0,1,1,690,0.58
232,0,0,0,696,0.49
233,1,1,1,696,0.76
234,2,0,0,702,0.46
235,1,1,1,702,0.67
236,2,0,0,708,0.68
237,2,1,1,708,0.69
238,1,0,0,714,0.65
239,1,1,1,714,0.52
240,0,0,0,720,0.70
241,1,1,1,720,0.44
242,1,0,0,726,0.54
243,1,1,1,726,0.43
244,1,0,0,732,0.72
245,1,1,1,732,0.40
246,2,0,0,738,0.71
247,0,1,1,738,0.62
248,1,0,0,744,0.60
249,1,1,1,744,0.46
250,0,0,0,750,0.35
251,1,1,1,750,0.77
252,2,0,0,756,0.55
253,1,1,1,756,0.57
254,1,0,0,762,0.77
255,1,1,1,762,0.60
256,1,0,0,768,0.34
257,1,1,1,768,0.69
258,2,0,0,774,0.44
259,0,1,1,774,0.76
260,2,0,0,780,0.49
261,0,1,1,780,0.51
262,0,0,0,786,0.45
263,0,1,1,786,0.47
264,1,0,0,792,0.71
265,2,1,1,792,0.55
266,0,0,0,798,0.78
267,0,1,1,798,0.40
268,0,0,0,804,0.65
269,0,1,1,804,0.48
270,2,0,0,810,0.82
271,0,1,1,810,0.52
272,1,0,0,816,0.77
273,0,1,1,816,0.32
274,2,0,0,822,0.38
275,0,1,1,822,0.66
276,1,0,0,828,0.65
277,2,1,1,828,0.68
278,1,0,0,834,0.46
279,2,1,1,834,0.42
280,1,0,0,840,0.72
281,1,1,1,840,0.68
282,1,0,0,846,0.42
283,2,1,1,846,0.43
284,0,0,0,852,0.79
285,1,1,1,852,0.73
286,0,0,0,858,0.78
287,0,1,1,858,0.68
288,2,0,0,864,0.44
289,1,1,1,864,0.58
290,1,0,0,870,0.50
291,2,1,1,870,0.71
292,2,0,0,876,0.54
293,0,1,1,876,0.51
294,0,0,0,882,0.82
295,0,1,1,882,0.58
296,0,0,0,888,0.42
297,2,1,1,888,0.53
298,2,0,0,894,0.41
299,1,1,1,894,0.59
300,0,0,0,900,0.49
301,2,1,1,900,0.42
302,1,0,0,906,0.65
303,1,1,1,906,0.70
304,1,0,0,912,0.53
305,0,1,1,912,0.74
306,0,0,0,918,0.35
307,2,1,1,918,0.46
308,1,0,0,924,0.57
309,1,1,1,924,0.42
310,1,0,0,930,0.79
311,0,1,1,930,0.59
312,1,0,0,936,0.51
313,1,1,1,936,0.59
314,0,0,0,942,0.74
315,2,1,1,942,0.74
316,1,0,0,948,0.50
317,0,1,1,948,0.46
318,0,0,0,954,0.34
319,0,1,1,954,0.54
320,0,0,0,960,0.60
321,0,1,1,960,0.44
322,1,0,0,966,0.73
323,0,1,1,966,0.53
324,0,0,0,972,0.69
325,0,1,1,972,0.62
326,2,0,0,978,0.81
327,0,1,1,978,0.54
328,1,0,0,984,0.42
329,2,1,1,984,0.68
330,1,0,0,990,0.43
331,2,1,1,990,0.60
332,1,0,0,996,0.56
333,0,1,1,996,0.54
334,1,0,0,1002,0.62
335,0,1,1,1002,0.65
336,2,0,0,1008,0.45
337,0,1,1,1008,0.54
338,1,0,0,1014,0.49
339,1,1,1,1014,0.64
340,0,0,0,1020,0.58
341,2,1,1,1020,0.49
342,2,0,0,1026,0.63
343,2,1,1,1026,0.55
344,1,0,0,1032,0.74
345,2,1,1,1032,0.65
346,1,0,0,1038,0.61
347,1,1,1,1038,0.33
348,0,0,0,1044,0.43
349,2,1,1,1044,0.68
350,2,0,0,1050,0.80
351,2,1,1,1050,0.40
352,2,0,0,1056,0.74
353,1,1,1,1056,0.31
354,1,0,0,1062,0.51
355,2,1,1,1062,0.47
356,1,0,0,1068,0.44
357,1,1,1,1068,0.40
358,0,0,0,1074,0.68
359,1,1,1,1074,0.49
360,0,0,0,1080,0.42
361,1,1,1,1080,0.47
362,0,0,0,1086,0.57
363,1,1,1,1086,0.51
364,0,0,0,1092,0.54
365,0,1,1,1092,0.75
366,0,0,0,1098,0.63
367,1,1,1,1098,0.67
368,0,0,0,1104,0.53
369,2,1,1,1104,0.62
370,2,0,0,1110,0.54
371,1,1,1,1110,0.73
372,0,0,0,1116,0.89
373,0,1,1,1116,0.34
374,2,0,0,1122,0.42
375,1,1,1,1122,0.51
376,0,0,0,1128,0.68
377,1,1,1,1128,0.50
378,2,0,0,1134,0.53
379,2,1,1,1134,0.60
380,0,0,0,1140,0.66
381,1,1,1,1140,0.53
382,1,0,0,1146,0.59
383,1,1,1,1146,0.76
384,0,0,0,1152,0.38
385,1,1,1,1152,0.42
386,0,0,0,1158,0.54
387,2,1,1,1158,0.48
388,1,0,0,1164,0.48
389,2,1,1,1164,0.70
390,1,0,0,1170,0.65
391,1,1,1,1170,0.46
392,1,0,0,1176,0.65
393,1,1,1,1176,0.44
394,1,0,0,1182,0.75
395,1,1,1,1182,0.48
396,0,0,0,1188,0.53
397,2,1,1,1188,0.68
398,1,0,0,1194,0.55
399,2,1,1,1194,0.40
400,0,0,0,1200,0.84
401,1,1,1,1200,0.38
402,0,0,0,1206,0.61
403,2,1,1,1206,0.53
404,0,0,0,1212,0.67
405,0,1,1,1212,0.64
406,1,0,0,1218,0.51
407,2,1,1,1218,0.50
408,2,0,0,1224,0.56
409,0,1,1,1224,0.46
410,0,0,0,1230,0.45
411,2,1,1,1230,0.65
412,0,0,0,1236,0.49
413,0,1,1,1236,0.33
414,1,0,0,1242,0.64
415,2,1,1,1242,0.36
416,2,0,0,1248,0.56
417,0,1,1,1248,0.52
418,2,0,0,1254,0.50
419,1,1,1,1254,0.52
420,0,0,0,1260,0.45
421,2,1,1,1260,0.67
422,2,0,0,1266,0.64
423,1,1,1,1266,0.72
424,1,0,0,1272,0.84
425,0,1,1,1272,0.78
426,1,0,0,1278,0.62
427,2,1,1,1278,0.55
428,0,0,0,1284,0.33
429,0,1,1,1284,0.78
430,1,0,0,1290,0.72
431,0,1,1,1290,0.73
432,0,0,0,1296,0.44
433,2,1,1,1296,0.57
434,1,0,0,1302,0.69
435,1,1,1,1302,0.51
436,0,0,0,1308,0.46
437,1,1,1,1308,0.43
438,2,0,0,1314,0.58
439,1,1,1,1314,0.79
440,1,0,0,1320,0.41
441,0,1,1,1320,0.48
442,1,0,0,1326,0.41
443,1,1,1,1326,0.39
444,2,0,0,1332,0.35
445,0,1,1,1332,0.81
446,0,0,0,1338,0.74
447,1,1,1,1338,0.59
448,2,0,0,1344,0.47
449,2,1,1,1344,0.60
450,0,0,0,1350,0.59
451,0,1,1,1350,0.74
452,2,0,0,1356,0.61
453,0,1,1,1356,0.42
454,0,0,0,1362,0.65
455,2,1,1,1362,0.76
456,1,0,0,1368,0.70
457,2,1,1,1368,0.73
458,2,0,0,1374,0.51
459,2,1,1,1374,0.59
460,1,0,0,1380,0.55
461,0,1,1,1380,0.54
462,0,0,0,1386,0.50
463,0,1,1,1386,0.49
464,0,0,0,1392,0.48
465,1,1,1,1392,0.83
466,2,0,0,1398,0.68
467,1,1,1,1398,0.49
468,1,0,0,1404,0.41
469,0,1,1,1404,0.76
470,1,0,0,1410,0.64
471,1,1,1,1410,0.75
472,1,0,0,1416,0.42
473,0,1,1,1416,0.34
474,0,0,0,1422,0.40
475,0,1,1,1422,0.77
476,1,0,0,1428,0.49
477,2,1,1,1428,0.44
478,2,0,0,1434,0.42
479,2,1,1,1434,0.56
480,1,0,0,1440,0.76
481,0,1,1,1440,0.49
482,1,0,0,1446,0.58
483,2,1,1,1446,0.44
484,1,0,0,1452,0.75
485,1,1,1,1452,0.46
486,0,0,0,1458,0.68
487,2,1,1,1458,0.57
488,1,0,0,1464,0.78
489,0,1,1,1464,0.54
490,0,0,0,1470,0.69
491,2,1,1,1470,0.43
492,2,0,0,1476,0.36
493,0,1,1,1476,0.34
494,1,0,0,1482,0.34
495,1,1,1,1482,0.63
496,2,0,0,1488,0.44
497,0,1,1,1488,0.78
498,1,0,0,1494,0.51
499,0,1,1,1494,0.66
500,1,0,0,1500,0.40
501,2,1,1,1500,0.42
502,0,0,0,1506,0.76
503,1,1,1,1506,0.65
504,1,0,0,1512,0.35
505,1,1,1,1512,0.59
506,1,0,0,1518,0.43
507,0,1,1,1518,0.68
508,0,0,0,1524,0.45
509,2,1,1,1524,0.53
510,2,0,0,1530,0.46
511,0,1,1,1530,0.35
512,2,0,0,1536,0.35
513,2,1,1,1536,0.70
514,0,0,0,1542,0.54
515,1,1,1,1542,0.37
516,2,0,0,1548,0.83
517,0,1,1,1548,0.48
518,0,0,0,1554,0.69
519,0,1,1,1554,0.47
520,1,0,0,1560,0.46
521,2,1,1,1560,0.51
522,1,0,0,1566,0.55
523,0,1,1,1566,0.37
524,2,0,0,1572,0.51
525,0,1,1,1572,0.60
526,0,0,0,1578,0.46
527,0,1,1,1578,0.76
528,0,0,0,1584,0.64
529,2,1,1,1584,0.42
530,2,0,0,1590,0.47
531,1,1,1,1590,0.72
532,2,0,0,1596,0.43
533,1,1,1,1596,0.70
534,0,0,0,1602,0.52
535,2,1,1,1602,0.38
536,1,0,0,1608,0.48
537,2,1,1,1608,0.67
538,0,0,0,1614,0.51
539,0,1,1,1614,0.52
540,0,0,0,1620,0.61
541,1,1,1,1620,0.42
542,1,0,0,1626,0.59
543,1,1,1,1626,0.40
544,0,0,0,1632,0.67
545,2,1,1,1632,0.78
546,2,0,0,1638,0.60
547,2,1,1,1638,0.41
548,1,0,0,1644,0.40
549,0,1,1,1644,0.66
550,0,0,0,1650,0.51
551,0,1,1,1650,0.43
552,0,0,0,1656,0.62
553,1,1,1,1656,0.42
554,0,0,0,1662,0.46
555,2,1,1,1662,0.74
556,2,0,0,1668,0.55
557,1,1,1,1668,0.66
558,1,0,0,1674,0.44
559,2,1,1,1674,0.75
560,0,0,0,1680,0.43
561,1,1,1,1680,0.62
562,0,0,0,1686,0.74
563,1,1,1,1686,0.45
564,0,0,0,1692,0.44
565,0,1,1,1692,0.60
566,0,0,0,1698,0.49
567,0,1,1,1698,0.39
568,0,0,0,1704,0.34
569,2,1,1,1704,0.45
570,0,0,0,1710,0.72
571,2,1,1,1710,0.43
572,0,0,0,1716,0.42
573,2,1,1,1716,0.59
574,1,0,0,1722,0.59
575,1,1,1,1722,0.58
576,2,0,0,1728,0.39
577,1,1,1,1728,0.41
578,1,0,0,1734,0.58
579,2,1,1,1734,0.58
580,0,0,0,1740,0.40
581,1,1,1,1740,0.39
582,1,0,0,1746,0.64
583,0,1,1,1746,0.68
584,0,0,0,1752,0.47
585,1,1,1,1752,0.82
586,1,0,0,1758,0.34
587,2,1,1,1758,0.31
588,0,0,0,1764,0.82
589,0,1,1,1764,0.45
590,1,0,0,1770,0.70
591,1,1,1,1770,0.57
592,1,0,0,1776,0.41
593,2,1,1,1776,0.79
594,2,0,0,1782,0.46
595,2,1,1,1782,0.45
596,2,0,0,1788,0.50
597,0,1,1,1788,0.76
598,0,0,0,1794,0.45
599,2,1,1,1794,0.36
600,0,0,0,1800,0.40
601,2,1,1,1800,0.35
602,1,0,0,1806,0.52
603,1,1,1,1806,0.48
604,0,0,0,1812,0.83
605,1,1,1,1812,0.38
606,2,0,0,1818,0.52
607,1,1,1,1818,0.88
608,0,0,0,1824,0.62
609,1,1,1,1824,0.35
610,2,0,0,1830,0.65
611,1,1,1,1830,0.54
612,1,0,0,1836,0.39
613,1,1,1,1836,0.35
614,0,0,0,1842,0.38
615,1,1,1,1842,0.54
616,1,0,0,1848,0.78
617,0,1,1,1848,0.56
618,2,0,0,1854,0.61
619,1,1,1,1854,0.66
620,0,0,0,1860,0.41
621,1,1,1,1860,0.41
622,0,0,0,1866,0.75
623,1,1,1,1866,0.61
624,1,0,0,1872,0.72
625,0,1,1,1872,0.43
626,1,0,0,1878,0.47
627,1,1,1,1878,0.62
628,0,0,0,1884,0.31
629,2,1,1,1884,0.64
630,1,0,0,1890,0.48
631,2,1,1,1890,0.68
632,2,0,0,1896,0.53
633,0,1,1,1896,0.45
634,2,0,0,1902,0.49
635,2,1,1,1902,0.56
636,2,0,0,1908,0.43
637,0,1,1,1908,0.58
638,0,0,0,1914,0.66
639,2,1,1,1914,0.55
640,2,0,0,1920,0.51
641,2,1,1,1920,0.44
642,2,0,0,1926,0.48
643,0,1,1,1926,0.56
644,1,0,0,1932,0.50
645,1,1,1,1932,0.53
646,1,0,0,1938,0.49
647,2,1,1,1938,0.48
648,2,0,0,1944,0.34
649,1,1,1,1944,0.81
650,1,0,0,1950,0.47
651,0,1,1,1950,0.54
652,1,0,0,1956,0.49
653,2,1,1,1956,0.43
654,0,0,0,1962,0.58
655,0,1,1,1962,0.90
656,2,0,0,1968,0.77
657,1,1,1,1968,0.45
658,1,0,0,1974,0.62
659,1,1,1,1974,0.74
660,2,0,0,1980,0.47
661,2,1,1,1980,0.60
662,2,0,0,1986,0.58
663,1,1,1,1986,0.68
664,2,0,0,1992,0.68
665,2,1,1,1992,0.75
666,1,0,0,1998,0.52
667,0,1,1,1998,0.64
668,2,0,0,2004,0.41
669,0,1,1,2004,0.39
670,0,0,0,2010,0.41
671,0,1,1,2010,0.58
672,0,0,0,2016,0.54
673,1,1,1,2016,0.55
674,0,0,0,2022,0.61
675,0,1,1,2022,0.56
676,1,0,0,2028,0.41
677,0,1,1,2028,0.53
678,2,0,0,2034,0.37
679,1,1,1,2034,0.73
680,2,0,0,2040,0.47
681,0,1,1,2040,0.64
682,2,0,0,2046,0.82
683,2,1,1,2046,0.55
684,2,0,0,2052,0.39
685,1,1,1,2052,0.39
686,2,0,0,2058,0.42
687,0,1,1,2058,0.52
688,2,0,0,2064,0.43
689,1,1,1,2064,0.70
690,2,0,0,2070,0.66
691,0,1,1,2070,0.60
692,1,0,0,2076,0.62
693,0,1,1,2076,0.67
694,2,0,0,2082,0.68
695,0,1,1,2082,0.39
696,1,0,0,2088,0.37
697,1,1,1,2088,0.42
698,2,0,0,2094,0.56
699,0,1,1,2094,0.67
700,1,0,0,2100,0.48
701,1,1,1,2100,0.56
702,0,0,0,2106,0.35
703,1,1,1,2106,0.81
704,1,0,0,2112,0.45
705,2,1,1,2112,0.60
706,1,0,0,2118,0.53
707,1,1,1,2118,0.72
708,0,0,0,2124,0.43
709,2,1,1,2124,0.59
710,2,0,0,2130,0.78
711,0,1,1,2130,0.65
712,0,0,0,2136,0.59
713,2,1,1,2136,0.49
714,2,0,0,2142,0.59
715,0,1,1,2142,0.56
716,0,0,0,2148,0.78
717,0,1,1,2148,0.44
718,1,0,0,2154,0.72
719,2,1,1,2154,0.42
720,0,0,0,2160,0.61
721,1,1,1,2160,0.43
722,2,0,0,2166,0.72
723,1,1,1,2166,0.38
724,1,0,0,2172,0.57
725,2,1,1,2172,0.60
726,0,0,0,2178,0.61
727,2,1,1,2178,0.32
728,2,0,0,2184,0.43
729,1,1,1,2184,0.34
730,2,0,0,2190,0.61
731,2,1,1,2190,0.41
732,2,0,0,2196,0.56
733,2,1,1,2196,0.40
734,1,0,0,2202,0.35
735,1,1,1,2202,0.48
736,1,0,0,2208,0.60
737,1,1,1,2208,0.58
738,1,0,0,2214,0.57
739,0,1,1,2214,0.31
740,2,0,0,2220,0.53
741,1,1,1,2220,0.37
742,2,0,0,2226,0.51
743,1,1,1,2226,0.45
744,0,0,0,2232,0.51
745,0,1,1,2232,0.34
746,0,0,0,2238,0.59
747,1,1,1,2238,0.66
748,2,0,0,2244,0.72
749,0,1,1,2244,0.67
750,0,0,0,2250,0.34
751,0,1,1,2250,0.42
752,1,0,0,2256,0.42
753,1,1,1,2256,0.61
754,2,0,0,2262,0.64
755,2,1,1,2262,0.42
756,0,0,0,2268,0.55
757,0,1,1,2268,0.70
758,0,0,0,2274,0.57
759,1,1,1,2274,0.67
760,2,0,0,2280,0.37
761,1,1,1,2280,0.45
762,1,0,0,2286,0.70
763,1,1,1,2286,0.66
764,2,0,0,2292,0.51
765,2,1,1,2292,0.71
766,1,0,0,2298,0.36
767,1,1,1,2298,0.44
768,1,0,0,2304,0.63
769,0,1,1,2304,0.58
770,0,0,0,2310,0.74
771,1,1,1,2310,0.51
772,2,0,0,2316,0.52
773,0,1,1,2316,0.46
774,0,0,0,2322,0.62
775,0,1,1,2322,0.54
776,2,0,0,2328,0.40
777,1,1,1,2328,0.60
778,0,0,0,2334,0.58
779,0,1,1,2334,0.57
780,0,0,0,2340,0.59
781,1,1,1,2340,0.56
782,2,0,0,2346,0.78
783,1,1,1,2346,0.46
784,1,0,0,2352,0.65
785,1,1,1,2352,0.54
786,1,0,0,2358,0.75
787,2,1,1,2358,0.50
788,2,0,0,2364,0.41
789,1,1,1,2364,0.34
790,2,0,0,2370,0.67
791,1,1,1,2370,0.60
792,1,0,0,2376,0.76
793,0,1,1,2376,0.39
794,0,0,0,2382,0.69
795,2,1,1,2382,0.37
796,1,0,0,2388,0.61
797,2,1,1,2388,0.52
798,2,0,0,2394,0.44
799,1,1,1,2394,0.80
800,0,0,0,2400,0.65
801,1,1,1,2400,0.84
802,1,0,0,2406,0.35
803,0,1,1,2406,0.60
804,0,0,0,2412,0.85
805,0,1,1,2412,0.58
806,1,0,0,2418,0.51
807,0,1,1,2418,0.55
808,0,0,0,2424,0.60
809,2,1,1,2424,0.37
810,1,0,0,2430,0.50
811,2,1,1,2430,0.33
812,1,0,0,2436,0.58
813,2,1,1,2436,0.51
814,2,0,0,2442,0.32
815,2,1,1,2442,0.49
816,1,0,0,2448,0.51
817,2,1,1,2448,0.67
818,2,0,0,2454,0.75
819,1,1,1,2454,0.42
820,1,0,0,2460,0.61
821,1,1,1,2460,0.44
822,0,0,0,2466,0.45
823,1,1,1,2466,0.56
824,1,0,0,2472,0.51
825,0,1,1,2472,0.55
826,2,0,0,2478,0.61
827,0,1,1,2478,0.83
828,0,0,0,2484,0.38
829,0,1,1,2484,0.34
830,2,0,0,2490,0.50
831,0,1,1,2490,0.64
832,1,0,0,2496,0.37
833,2,1,1,2496,0.55
834,0,0,0,2502,0.38
835,1,1,1,2502,0.41
836,1,0,0,2508,0.47
837,2,1,1,2508,0.54
838,0,0,0,2514,0.32
839,0,1,1,2514,0.73
840,0,0,0,2520,0.48
841,1,1,1,2520,0.52
842,2,0,0,2526,0.47
843,2,1,1,2526,0.40
844,0,0,0,2532,0.42
845,2,1,1,2532,0.48
846,2,0,0,2538,0.32
847,2,1,1,2538,0.67
848,0,0,0,2544,0.59
849,1,1,1,2544,0.53
850,1,0,0,2550,0.60
851,0,1,1,2550,0.44
852,2,0,0,2556,0.70
853,2,1,1,2556,0.40
854,2,0,0,2562,0.45
855,2,1,1,2562,0.44
856,1,0,0,2568,0.36
857,2,1,1,2568,0.45
858,2,0,0,2574,0.61
859,0,1,1,2574,0.49
860,2,0,0,2580,0.68
861,0,1,1,2580,0.72
862,1,0,0,2586,0.82
863,1,1,1,2586,0.71
864,0,0,0,2592,0.87
865,2,1,1,2592,0.75
866,0,0,0,2598,0.76
867,2,1,1,2598,0.56
868,1,0,0,2604,0.52
869,1,1,1,2604,0.51
870,2,0,0,2610,0.47
871,0,1,1,2610,0.72
872,1,0,0,2616,0.53
873,0,1,1,2616,0.40
874,0,0,0,2622,0.56
875,1,1,1,2622,0.80
876,0,0,0,2628,0.36
877,0,1,1,2628,0.50
878,2,0,0,2634,0.72
879,1,1,1,2634,0.49
880,2,0,0,2640,0.67
881,1,1,1,2640,0.44
882,1,0,0,2646,0.58
883,1,1,1,2646,0.59
884,0,0,0,2652,0.58
885,0,1,1,2652,0.34
886,0,0,0,2658,0.58
887,1,1,1,2658,0.39
888,1,0,0,2664,0.38
889,1,1,1,2664,0.76
890,1,0,0,2670,0.66
891,1,1,1,2670,0.53
892,0,0,0,2676,0.66
893,0,1,1,2676,0.38
894,0,0,0,2682,0.49
895,0,1,1,2682,0.38
896,2,0,0,2688,0.44
897,0,1,1,2688,0.75
898,1,0,0,2694,0.48
899,0,1,1,2694,0.59
900,0,0,0,2700,0.64
901,2,1,1,2700,0.45
902,2,0,0,2706,0.51
903,0,1,1,2706,0.53
904,1,0,0,2712,0.69
905,2,1,1,2712,0.51
906,0,0,0,2718,0.68
907,0,1,1,2718,0.35
908,0,0,0,2724,0.38
909,2,1,1,2724,0.34
910,0,0,0,2730,0.44
911,1,1,1,2730,0.44
912,1,0,0,2736,0.77
913,0,1,1,2736,0.48
914,0,0,0,2742,0.77
915,1,1,1,2742,0.58
916,1,0,0,2748,0.55
917,1,1,1,2748,0.63
918,2,0,0,2754,0.72
919,2,1,1,2754,0.74
920,0,0,0,2760,0.40
921,0,1,1,2760,0.46
922,1,0,0,2766,0.37
923,0,1,1,2766,0.69
924,1,0,0,2772,0.50
925,1,1,1,2772,0.65
926,0,0,0,2778,0.55
927,0,1,1,2778,0.60
928,2,0,0,2784,0.54
929,1,1,1,2784,0.56
930,1,0,0,2790,0.46
931,0,1,1,2790,0.78
932,1,0,0,2796,0.37
933,2,1,1,2796,0.35
934,0,0,0,2802,0.50
935,0,1,1,2802,0.68
936,1,0,0,2808,0.46
937,2,1,1,2808,0.79
938,2,0,0,2814,0.45
939,1,1,1,2814,0.66
940,1,0,0,2820,0.50
941,2,1,1,2820,0.56
942,2,0,0,2826,0.73
943,2,1,1,2826,0.53
944,2,0,0,2832,0.44
945,2,1,1,2832,0.45
946,1,0,0,2838,0.49
947,0,1,1,2838,0.41
948,2,0,0,2844,0.62
949,2,1,1,2844,0.56
950,2,0,0,2850,0.47
951,1,1,1,2850,0.63
952,0,0,0,2856,0.53
