travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,13,AV,0,0,0,20,-0.65,,"0,0"
1.1166666666666667,7,AV,1,0,0,22,-1.1166666666666667,,"0,0"
0.7166666666666667,6,AV,0,0,0,40,-0.7166666666666667,,"0,0"
0.65,14,AV,0,0,0,25,-0.65,,"0,0"
0.6333333333333333,9,AV,0,0,0,18,-0.6333333333333333,,"0,0"
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.650093824996743,-1.0663013130229082"
0.6833333333333333,1,Human,0,0,0,35,-0.6833333333333333,-0.65,"-0.6670685882169555,-1.0522729050928756"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5497690377244833,-0.9045041989244247"
0.8,3,Human,0,0,0,44,-0.8,-0.7,"-0.6997242729375726,-1.0836556061691525"
0.6666666666666666,4,Human,0,0,0,28,-0.6666666666666666,-0.6333333333333333,"-0.6367696406842321,-1.0063567216719038"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.4666666666666666,-0.8635890365294838"
1.0666666666666667,8,Human,1,0,0,49,-1.0666666666666667,-0.6666666666666666,"-0.6675160947254314,-1.0560161329751043"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.5666666666666729,-0.9325845938210956"
0.7166666666666667,11,Human,0,0,0,50,-0.7166666666666667,-0.6833333333333333,"-0.6833920353379334,-1.003359023960887"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.6306683481809904,-0.9742744083603723"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.6503431574094816,-1.0217811056798138"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.5000001520194259,-0.8923916444330668"
0.6666666666666666,17,Human,0,0,0,32,-0.6666666666666666,-0.65,"-0.651109840889778,-1.0105234761782633"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5500000608077734,-0.8970747613324905"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.6919123493660765,-1.0970512334247966"
