travel_time,id,kind,action,origin,destination,start_time,reward,cost_table
0.6833333333333333,1,AV,0,0,0,58,-0.6833333333333333,"0,0"
1.0,15,AV,0,0,0,64,-1.0,"0,0"
3.9833333333333334,10,AV,0,0,0,116,-3.9833333333333334,"0,0"
2.05,91,AV,0,0,0,87,-2.05,"0,0"
4.0,22,AV,0,0,0,126,-4.0,"0,0"
3.5,73,AV,1,0,0,104,-3.5,"0,0"
0.5833333333333334,5,AV,0,0,0,50,-0.5833333333333334,"0,0"
1.0,52,AV,1,0,0,46,-1.0,"0,0"
1.15,81,AV,0,0,0,70,-1.15,"0,0"
2.9166666666666665,77,AV,1,0,0,94,-2.9166666666666665,"0,0"
2.966666666666667,0,Human,0,0,0,99,-2.966666666666667,"-2.8500000000000005,-2.958080603551716"
3.7,2,Human,0,0,0,112,-3.7,"-3.583333333333334,-3.9664139368850493"
3.9833333333333334,3,Human,0,0,0,118,-3.9833333333333334,"-3.8833333333333337,-4.280997270218382"
0.5,4,Human,0,0,0,31,-0.5,"-0.5,-0.5864890808735301"
2.6166666666666667,6,Human,1,0,0,93,-2.6166666666666667,"-3.7535665271778256,-2.5999999999999996"
1.6666666666666667,7,Human,0,0,0,80,-1.6666666666666667,"-1.6833333333333331,-1.8786612071034319"
2.466666666666667,8,Human,1,0,0,89,-2.466666666666667,"-3.0467956938444924,-2.5"
0.8666666666666667,9,Human,0,0,0,64,-0.8666666666666667,"-0.8333333333333333,-0.9114890808735301"
3.7333333333333334,11,Human,0,0,0,113,-3.7333333333333334,"-3.6333333333333337,-4.024747270218382"
2.15,12,Human,0,0,0,91,-2.15,"-2.166666666666667,-2.3182445404367646"
4.0,13,Human,0,0,0,123,-4.0,"-3.866666666666667,-4.340372270218382"
3.2,14,Human,0,0,0,104,-3.2,"-3.1000000000000005,-3.2382889368850494"
2.9833333333333334,16,Human,0,0,0,101,-2.9833333333333334,"-2.8833333333333337,-3.000788936885049"
0.8333333333333334,17,Human,0,0,0,61,-0.8333333333333334,"-0.75,-0.8739890808735301"
3.816666666666667,18,Human,0,0,0,116,-3.816666666666667,"-3.7666666666666666,-4.19766393688505"
2.0833333333333335,19,Human,0,0,0,88,-2.0833333333333335,"-2.083333333333334,-2.309911207103432"
1.8333333333333333,20,Human,0,0,0,84,-1.8333333333333333,"-1.85,-2.0265778737700986"
1.05,21,Human,0,0,0,69,-1.05,"-1.0499999999999998,-1.11148908087353"
1.9166666666666667,23,Human,0,0,0,85,-1.9166666666666667,"-1.9500000000000002,-2.145327873770098"
1.2666666666666666,24,Human,0,0,0,77,-1.2666666666666666,"-1.2833333333333332,-1.3239890808735302"
1.5166666666666666,25,Human,0,0,0,79,-1.5166666666666666,"-1.5166666666666666,-1.680744540436765"
3.3333333333333335,26,Human,0,0,0,105,-3.3333333333333335,"-3.2333333333333334,-3.444538936885049"
2.966666666666667,27,Human,0,0,0,100,-2.966666666666667,"-2.866666666666667,-2.973705603551716"
3.0833333333333335,28,Human,0,0,0,102,-3.0833333333333335,"-2.966666666666667,-3.101830603551716"
3.1166666666666667,29,Human,0,0,0,102,-3.1166666666666667,"-3.0166666666666666,-3.128913936885049"
3.6333333333333333,30,Human,0,0,0,154,-3.6333333333333333,"-3.616666666666667,-4.060811135109191"
1.35,31,Human,0,0,0,77,-1.35,"-1.3666666666666667,-1.3739890808735302"
1.1166666666666667,32,Human,0,0,0,74,-1.1166666666666667,"-1.15,-1.17398908087353"
1.0166666666666666,33,Human,0,0,0,65,-1.0166666666666666,"-0.9833333333333332,-1.06148908087353"
3.5166666666666666,34,Human,0,0,0,108,-3.5166666666666666,"-3.3500000000000005,-3.629955603551716"
4.033333333333333,35,Human,0,0,0,123,-4.033333333333333,"-3.9000000000000004,-4.371622270218383"
1.9333333333333333,36,Human,0,0,0,86,-1.9333333333333333,"-1.9666666666666668,-2.124494540436765"
0.9,37,Human,0,0,0,64,-0.9,"-0.9333333333333333,-1.0239890808735301"
1.05,38,Human,0,0,0,65,-1.05,"-1.0333333333333332,-1.0864890808735301"
3.6,39,Human,0,0,0,109,-3.6,"-3.466666666666667,-3.817455603551716"
3.966666666666667,40,Human,1,0,0,112,-3.966666666666667,"-4.222758054355651,-3.95"
3.3666666666666667,41,Human,0,0,0,106,-3.3666666666666667,"-3.2666666666666666,-3.4799556035517156"
1.0666666666666667,42,Human,0,0,0,70,-1.0666666666666667,"-1.083333333333333,-1.12398908087353"
2.75,43,Human,0,0,0,96,-2.75,"-2.75,-2.7716222702183826"
2.2666666666666666,44,Human,0,0,0,93,-2.2666666666666666,"-2.2666666666666666,-2.5799556035517157"
2.8,45,Human,0,0,0,96,-2.8,"-2.783333333333333,-2.822663936885049"
3.95,46,Human,0,0,0,116,-3.95,"-3.8,-4.24453893688505"
2.9166666666666665,47,Human,0,0,0,96,-2.9166666666666665,"-2.8166666666666673,-2.900915301775858"
3.65,48,Human,0,0,0,110,-3.65,"-3.5166666666666666,-3.864330603551716"
2.216666666666667,49,Human,0,0,0,92,-2.216666666666667,"-2.216666666666667,-2.5424556035517156"
2.933333333333333,50,Human,0,0,0,98,-2.933333333333333,"-2.833333333333334,-2.980602801775858"
3.533333333333333,51,Human,0,0,0,108,-3.533333333333333,"-3.3833333333333337,-3.658080603551716"
1.75,53,Human,0,0,0,80,-1.75,"-1.7999999999999998,-1.9536612071034316"
1.1666666666666667,54,Human,0,0,0,75,-1.1666666666666667,"-1.1833333333333331,-1.22398908087353"
1.1,55,Human,0,0,0,70,-1.1,"-1.1166666666666667,-1.1489890808735301"
