travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
1.8166666666666667,1,AV,1,0,1,1807,-1.8166666666666667,
4.433333333333334,5,AV,1,0,0,2100,-4.433333333333334,
3.7,2,AV,2,1,0,1065,-3.7,
1.75,6,AV,1,0,1,1598,-1.75,
1.9833333333333334,0,Human,1,0,1,1022,-1.9833333333333334,-1.9833333333333334
3.85,3,Human,0,1,0,1818,-3.85,-4.466666666666667
2.2666666666666666,4,Human,0,1,1,1842,-2.2666666666666666,-2.283333333333333
1.7833333333333334,7,Human,2,0,1,525,-1.7833333333333334,-1.7666666666666666
