origins,destinations,path_index,free_flow_time
0,0,0,2.3476990796318526
0,0,1,2.17636112951031
0,0,2,3.0432573029211683
1,0,0,2.503858375603661
1,0,1,2.526687507256322
1,0,2,2.5119213704200183
0,1,0,1.288155262104842
0,1,1,1.344417767106843
0,1,2,1.322248899559824
1,1,0,1.7688675470188076
1,1,1,1.7910364145658262
1,1,2,1.761764475408594
