travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.3333333333333335,0,Human,1,1,1,1401,-2.3333333333333335,-2.3333333333333335
2.5833333333333335,1,Human,0,0,0,2317,-2.5833333333333335,-3.9
4.616666666666666,2,Human,2,0,0,1220,-4.616666666666666,-3.0
2.2666666666666666,3,Human,1,0,1,1610,-2.2666666666666666,-2.3833333333333333
2.15,5,Human,2,0,1,2821,-2.15,-2.1333333333333333
1.7666666666666666,6,AV,0,0,1,1698,-1.7666666666666666,-1.8
4.633333333333334,8,AV,2,0,0,2887,-4.633333333333334,-3.066666666666667
2.0166666666666666,9,AV,2,0,1,1762,-2.0166666666666666,-2.0166666666666666
2.683333333333333,11,Human,1,1,1,1731,-2.683333333333333,-2.716666666666667
1.9333333333333333,13,Human,1,0,1,2379,-1.9333333333333333,-1.9166666666666667
3.95,14,Human,2,1,0,1581,-3.95,-4.166666666666667
4.45,15,Human,0,1,0,2161,-4.45,-4.2
4.216666666666667,16,Human,1,1,0,1799,-4.216666666666667,-3.933333333333333
2.033333333333333,17,Human,1,0,1,2408,-2.033333333333333,-2.033333333333333
4.233333333333333,19,Human,1,1,0,1009,-4.233333333333333,-4.016666666666667
4.383333333333334,20,Human,0,1,0,2240,-4.383333333333334,-4.35
5.333333333333333,21,Human,0,1,0,1778,-5.333333333333333,-5.3
4.15,22,Human,2,1,0,1602,-4.15,-4.4
