travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.2666666666666666,4,AV,0,1,1,1842,-2.2666666666666666,
3.183333333333333,2,AV,0,1,0,1065,-3.183333333333333,
3.8666666666666667,3,AV,0,1,0,1818,-3.8666666666666667,
1.7666666666666666,6,AV,1,0,1,1598,-1.7666666666666666,
2.0,0,Human,1,0,1,1022,-2.0,-2.0
1.8666666666666667,1,Human,2,0,1,1807,-1.8666666666666667,-1.8
3.5833333333333335,5,Human,0,0,0,2100,-3.5833333333333335,-4.433333333333334
1.7666666666666666,7,Human,1,0,1,525,-1.7666666666666666,-1.7833333333333334
