travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.6503781468688139,-0.9987092599466669"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.6532196526973061,-0.997896019421867"
0.55,2,Human,0,0,0,7,-0.55,-0.55,"-0.5487685256802617,-0.8501518964053335"
0.7,3,Human,0,0,0,44,-0.7,-0.7,"-0.7016816229153227,-1.1087728500011533"
0.6333333333333333,4,Human,0,0,0,28,-0.6333333333333333,-0.6333333333333333,"-0.637034880826842,-0.9902540214900057"
0.4666666666666667,5,Human,0,0,0,3,-0.4666666666666667,-0.4666666666666667,"-0.4666666655600032,-0.8074555777706668"
0.7333333333333333,6,Human,0,0,0,40,-0.7333333333333333,-0.7333333333333333,"-0.7358219069619887,-1.1349383231389698"
0.6833333333333333,7,Human,0,0,0,22,-0.6833333333333333,-0.6833333333333333,"-0.6844850577402978,-1.1052119120490225"
0.6666666666666666,8,Human,0,0,0,49,-0.6666666666666666,-0.6666666666666666,"-0.6643893276197691,-1.0589136840361033"
0.6333333333333333,9,Human,0,0,0,18,-0.6333333333333333,-0.6333333333333333,"-0.6338990345938219,-0.9684506368000003"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.5666666653228609,-0.8822832121173335"
0.6833333333333333,11,Human,0,0,0,50,-0.6833333333333333,-0.6833333333333333,"-0.6800522765471294,-1.0256036385716092"
0.6333333333333333,12,Human,0,0,0,15,-0.6333333333333333,-0.6333333333333333,"-0.633718646541689,-0.9277649768448002"
0.65,13,Human,0,0,0,20,-0.65,-0.65,"-0.6502118801991063,-1.0289833006699864"
0.65,14,Human,0,0,0,25,-0.65,-0.65,"-0.6537062444245938,-0.9951649304739845"
0.65,15,Human,0,0,0,30,-0.65,-0.65,"-0.6523376906208171,-1.007333184825481"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.5000012323872116,-0.8305143978666669"
0.65,17,Human,0,0,0,32,-0.65,-0.65,"-0.6529636865045347,-0.9991010625808457"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.550000961484413,-0.8691304024064002"
0.6833333333333333,19,Human,0,0,0,38,-0.6833333333333333,-0.6833333333333333,"-0.6860914203120584,-1.0542013085286401"
