travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.316666666666667,0,Human,0,1,1,1401,-2.316666666666667,-2.316666666666667
2.6,1,Human,0,0,0,2317,-2.6,-2.6
3.05,2,Human,0,0,0,1220,-3.05,-3.05
2.2666666666666666,3,Human,2,0,1,1610,-2.2666666666666666,-2.2666666666666666
2.1166666666666667,5,Human,0,0,1,2821,-2.1166666666666667,-2.1166666666666667
1.8166666666666667,6,Human,2,0,1,1698,-1.8166666666666667,-1.8166666666666667
4.65,8,Human,2,0,0,2887,-4.65,-4.65
2.0166666666666666,9,Human,2,0,1,1762,-2.0166666666666666,-2.0166666666666666
2.6666666666666665,11,Human,1,1,1,1731,-2.6666666666666665,-2.6666666666666665
1.9166666666666667,13,Human,2,0,1,2379,-1.9166666666666667,-1.9166666666666667
3.95,14,Human,2,1,0,1581,-3.95,-3.95
4.183333333333334,15,Human,2,1,0,2161,-4.183333333333334,-4.183333333333334
4.233333333333333,16,Human,1,1,0,1799,-4.233333333333333,-4.233333333333333
2.0166666666666666,17,Human,1,0,1,2408,-2.0166666666666666,-2.0166666666666666
4.25,19,Human,0,1,0,1009,-4.25,-4.25
4.35,20,Human,1,1,0,2240,-4.35,-4.35
5.016666666666667,21,Human,2,1,0,1778,-5.016666666666667,-5.016666666666667
4.483333333333333,22,Human,1,1,0,1602,-4.483333333333333,-4.483333333333333
