travel_time,id,kind,action,origin,destination,start_time,reward,reward_right
2.3333333333333335,0,Human,1,1,1,1401,-2.3333333333333335,-2.3333333333333335
3.9166666666666665,1,Human,2,0,0,2317,-3.9166666666666665,-3.9166666666666665
4.65,2,Human,2,0,0,1220,-4.65,-4.65
2.2333333333333334,3,Human,0,0,1,1610,-2.2333333333333334,-2.2333333333333334
2.1666666666666665,5,Human,1,0,1,2821,-2.1666666666666665,-2.1666666666666665
1.8166666666666667,6,Human,2,0,1,1698,-1.8166666666666667,-1.8166666666666667
3.0,8,Human,1,0,0,2887,-3.0,-3.0
2.0,9,Human,0,0,1,1762,-2.0,-2.0
2.65,11,Human,1,1,1,1731,-2.65,-2.65
1.8666666666666667,13,Human,0,0,1,2379,-1.8666666666666667,-1.8666666666666667
3.95,14,Human,2,1,0,1581,-3.95,-3.95
4.45,15,Human,0,1,0,2161,-4.45,-4.45
4.716666666666667,16,Human,2,1,0,1799,-4.716666666666667,-4.716666666666667
2.0,17,Human,0,0,1,2408,-2.0,-2.0
4.016666666666667,19,Human,2,1,0,1009,-4.016666666666667,-4.016666666666667
4.316666666666666,20,Human,1,1,0,2240,-4.316666666666666,-4.316666666666666
5.033333333333333,21,Human,2,1,0,1778,-5.033333333333333,-5.033333333333333
4.45,22,Human,1,1,0,1602,-4.45,-4.45
