origin,destination,path,free_flow_time
0,0,"279952229#0,279952229#1,-115604043#1,-115602933#4,-115602933#3,-115602933#2",1.0603441376550622
0,0,"279952229#0,279952229#1,115604043#2,-441496282#1,-115604051#2,-115604051#1,-115602933#5,-115602933#4,-115602933#3,-115602933#2",2.3231092436974787
0,0,"279952229#0,279952229#1,279952229#2,-115604048#1,-115602933#3,-115602933#2",1.0589035614245699
1,0,"115604053,-154551772#9,-154551772#8,-154551772#7,-154551772#6,115604048#0,-115602933#3,-115602933#2",0.9690442195596741
1,0,"115604053,154551772#10,154551772#11,115604049,115602933#1,115602933#2,-115602933#2",0.9195730415996491
1,0,"115604053,154551772#10,154551772#11,115604049,-115602933#0,819269916#1,819269916#2,-410338471,-279952229#6,-279952229#5,-279952229#4,-279952229#3,-115604048#1,-115602933#3,-115602933#2",2.1483580479514246
0,1,"279952229#0,115604051#2,441496282#1,-441496282#1",0.7787715086034414
0,1,"279952229#0,-115604051#1,-115602933#5,115604043#1,-279952229#1,115604051#2,441496282#1,-441496282#1",1.9389355742296916
0,1,"279952229#0,279952229#1,279952229#2,279952229#3,279952229#4,279952229#5,279952229#6,410338471,819269916#3,331495841#0,331495841#1,115604059#0,115604059#1,-115604047#3,-441496282#4,-441496282#3,-441496282#2,-441496282#1",2.2332091252342523
1,1,"115604053,-154551772#9,-154551772#8,115604050#0,-115602933#2,115604047#1,115604047#2,-441496282#4,-441496282#3,-441496282#2,-441496282#1",2.324303544311893
1,1,"115604053,154551772#10,115604047#0,-115602933#1,-115602933#0,819269916#1,819269916#2,-410338471,-279952229#6,-279952229#5,-279952229#4,115604050#2,-441496282#3,-441496282#2,-441496282#1",2.283486771867197
1,1,"115604053,154551772#10,154551772#11,154551772#12,1149268491,154551773#0,154551773#1,819269916#0,819269916#1,819269916#2,-410338471,-279952229#6,-279952229#5,-279952229#4,-279952229#3,-279952229#2,115604043#2,-441496282#1",1.8604085442380667
