origins,destinations,path_index,free_flow_time
0,0,0,0.9600911927045835
0,0,1,0.9515598752099831
0,0,2,0.9600191984641229
1,0,0,0.8616649107447155
1,0,1,1.171210572061798
1,0,2,1.2441259873279764
0,1,0,0.6463042956563474
0,1,1,0.8418046556275497
0,1,2,0.8206023518118549
1,1,0,1.1891696635457636
1,1,1,1.1258394502509426
1,1,2,1.1131804629699251
