travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
1.45,10,AV,0,0,0,39,-2.3166666666666664,,"0,0"
0.6666666666666666,0,AV,0,0,0,27,-0.75,,"0,0"
1.3333333333333333,1,AV,1,0,0,40,-2.083333333333333,,"0,0"
0.7166666666666667,19,AV,0,0,0,30,-0.8500000000000001,,"0,0"
1.3,7,AV,1,0,0,36,-2.0166666666666666,,"0,0"
1.1,9,AV,1,0,0,25,-1.616666666666667,,"0,0"
1.3333333333333333,11,AV,1,0,0,38,-2.083333333333333,,"0,0"
1.1333333333333333,15,AV,1,0,0,29,-1.6833333333333333,,"0,0"
1.45,4,AV,0,0,0,37,-2.3166666666666664,,"0,0"
0.6,8,AV,0,0,0,22,-0.6166666666666667,,"0,0"
0.7333333333333333,2,Human,0,0,0,31,-0.7333333333333333,-0.7333333333333333,"-0.7333333333333338,0.0"
0.55,3,Human,0,0,0,3,-0.55,-0.55,"-0.5499999999999999,-0.6100800000000001"
0.6833333333333333,5,Human,0,0,0,28,-0.6833333333333333,-0.6666666666666666,"-0.6666666666666664,-0.73784"
0.48333333333333334,6,Human,0,0,0,9,-0.48333333333333334,-0.48333333333333334,"-0.4833333333333334,0.0"
0.4666666666666667,12,Human,0,0,0,2,-0.4666666666666667,-0.4666666666666667,"-0.4666666666666666,0.0"
0.5,13,Human,0,0,0,18,-0.5,-0.5,"-0.4999999999999999,-0.5707200000000001"
0.6,14,Human,0,0,0,20,-0.6,-0.6,"-0.5999999999999999,-0.66912"
0.4666666666666667,16,Human,0,0,0,16,-0.4666666666666667,-0.4666666666666667,"-0.4666666666666666,0.0"
0.7666666666666667,17,Human,0,0,0,32,-0.7666666666666667,-0.7666666666666667,"-0.766666666666667,0.0"
0.5833333333333334,18,Human,0,0,0,26,-0.5833333333333334,-0.6166666666666667,"-0.6166666666666665,-0.6814666666666668"
