travel_time,id,kind,action,origin,destination,start_time,reward,reward_right,cost_table
0.65,0,Human,0,0,0,12,-0.65,-0.65,"-0.6501897756764179,-1.107819592340129"
0.65,1,Human,0,0,0,35,-0.65,-0.65,"-0.6887368318747633,-1.0614586340904528"
0.5166666666666667,2,Human,0,0,0,7,-0.5166666666666667,-0.5166666666666667,"-0.5348835041730658,-0.9318572421513208"
1.2333333333333334,3,Human,0,0,0,44,-1.2333333333333334,-1.2333333333333334,"-0.8891833379509704,-1.1176711274326336"
0.65,4,Human,0,0,0,28,-0.65,-0.65,"-0.6884688814850058,-1.026059908387962"
0.8833333333333333,5,Human,1,0,0,3,-0.8833333333333333,-0.8833333333333333,"-0.4666666666277295,-0.8744422380196765"
1.2833333333333334,6,Human,0,0,0,40,-1.2833333333333334,-1.2833333333333334,"-0.9499686160514261,-1.1543670108626793"
0.7333333333333333,7,Human,0,0,0,22,-0.7333333333333333,-0.7333333333333333,"-0.7049243589832093,-1.1271107493503945"
1.0833333333333333,8,Human,1,0,0,49,-1.0833333333333333,-1.0833333333333333,"-0.9695360529988835,-1.0766787880433157"
0.7166666666666667,9,Human,0,0,0,18,-0.7166666666666667,-0.7166666666666667,"-0.6571112217034069,-1.0701580831814068"
0.5666666666666667,10,Human,0,0,0,10,-0.5666666666666667,-0.5666666666666667,"-0.567024659015463,-0.9623579708538225"
1.1666666666666667,11,Human,0,0,0,50,-1.1666666666666667,-1.1666666666666667,"-0.9891212282257268,-1.0375859664147993"
0.7166666666666667,12,Human,0,0,0,15,-0.7166666666666667,-0.7166666666666667,"-0.65100016915402,-0.9704377094975546"
0.7166666666666667,13,Human,0,0,0,20,-0.7166666666666667,-0.7166666666666667,"-0.6759146037278787,-1.0500438531267409"
0.9833333333333333,14,Human,1,0,0,25,-0.9833333333333333,-0.9833333333333333,"-0.8224325948266262,-1.0117519757693447"
0.6666666666666666,15,Human,0,0,0,30,-0.6666666666666666,-0.6666666666666666,"-0.8161271176652288,-1.038554951813422"
0.5,16,Human,0,0,0,5,-0.5,-0.5,"-0.5015872848411632,-0.9356465910997978"
1.0333333333333334,17,Human,1,0,0,32,-1.0333333333333334,-1.0333333333333334,"-0.8839439443984503,-1.0261158130514623"
0.55,18,Human,0,0,0,8,-0.55,-0.55,"-0.5506477036098614,-0.9315869342038781"
1.1,19,Human,1,0,0,38,-1.1,-1.1,"-0.8929287505473937,-1.1041630014573733"
